Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,24.0,SAS,NBA,C,82,81,3002,690,1300,0.531,0,2,0.0,690,1298,0.532,0.531,613,837,0.732,303,680,983,164,138,319,257,259,1993,,3
1991,25.0,SAS,NBA,C,82,81,3095,754,1366,0.552,1,7,0.143,753,1359,0.554,0.552,592,777,0.762,335,728,1063,208,127,320,270,264,2101,,3
1992,26.0,SAS,NBA,C,68,68,2564,592,1074,0.551,1,8,0.125,591,1066,0.554,0.552,393,561,0.701,261,568,829,181,158,305,182,219,1578,,2
1993,27.0,SAS,NBA,C,82,82,3211,676,1348,0.501,3,17,0.176,673,1331,0.506,0.503,561,766,0.732,229,727,956,301,127,264,241,239,1916,,1
1994,28.0,SAS,NBA,C,80,80,3241,840,1658,0.507,10,29,0.345,830,1629,0.51,0.51,693,925,0.749,241,614,855,381,139,265,253,228,2383,,5
1995,29.0,SAS,NBA,C,81,81,3074,788,1487,0.53,6,20,0.3,782,1467,0.533,0.532,656,847,0.774,234,643,877,236,134,262,233,230,2238,,0
1996,30.0,SAS,NBA,C,82,82,3019,711,1378,0.516,3,9,0.333,708,1369,0.517,0.517,626,823,0.761,319,681,1000,247,111,271,190,262,2051,,0
1997,31.0,SAS,NBA,C,6,6,147,36,72,0.5,0,0,,36,72,0.5,0.5,34,52,0.654,19,32,51,8,6,6,8,9,106,,0
1998,32.0,SAS,NBA,C,73,73,2457,544,1065,0.511,1,4,0.25,543,1061,0.512,0.511,485,660,0.735,239,536,775,199,64,192,202,204,1574,,0
1999,33.0,SAS,NBA,C,49,49,1554,268,527,0.509,0,1,0.0,268,526,0.51,0.509,239,363,0.658,148,344,492,103,69,119,108,143,775,,0
2001,35.0,SAS,NBA,C,80,80,2371,400,823,0.486,0,1,0.0,400,822,0.487,0.486,351,470,0.747,208,483,691,116,80,197,122,212,1151,,0
2002,36.0,SAS,NBA,C,78,78,2303,341,672,0.507,0,0,,341,672,0.507,0.507,269,395,0.681,191,456,647,94,86,140,104,193,951,,0
2003,37.0,SAS,NBA,C,64,64,1676,197,420,0.469,0,0,,197,420,0.469,0.469,152,214,0.71,163,345,508,61,52,111,83,126,546,,0
