SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1990,21,SEA,Xavier McDaniel,26.0,69.0,2432.0,0.5,0.5,0.29,0.5,0.73,0.53,0.27,0.01,104.0,102.0,89.0,102.0,96.0,99.0,83.0,18.0,21.4,-9.5
1990,21,SEA,Dale Ellis,29.0,55.0,2033.0,0.5,0.54,0.38,0.54,0.82,0.58,0.23,0.25,104.0,110.0,113.0,111.0,107.0,108.0,71.0,334.0,111.5,96.5
1990,21,SEA,Derrick McKey,23.0,80.0,2748.0,0.49,0.5,0.13,0.5,0.78,0.56,0.42,0.02,104.0,103.0,39.0,101.0,102.0,104.0,130.0,32.0,11.1,45.2
1990,21,SEA,Michael Cage,28.0,82.0,2595.0,0.5,0.5,,0.5,0.7,0.54,0.33,0.0,106.0,103.0,,103.0,91.0,101.0,100.0,,19.4,5.7
1990,21,SEA,Dana Barros,22.0,81.0,1630.0,0.4,0.41,0.4,0.47,0.81,0.5,0.15,0.32,85.0,84.0,121.0,96.0,106.0,93.0,46.0,426.0,-28.6,-62.0
1990,21,SEA,Sedale Threatt,28.0,65.0,1481.0,0.51,0.52,0.25,0.51,0.83,0.56,0.26,0.05,106.0,107.0,76.0,105.0,108.0,104.0,80.0,71.0,28.3,27.0
1990,21,SEA,Shawn Kemp,20.0,81.0,1120.0,0.48,0.49,0.17,0.48,0.74,0.53,0.38,0.03,101.0,100.0,50.0,98.0,96.0,99.0,115.0,37.0,-6.6,-5.1
1990,21,SEA,Nate McMillan,25.0,82.0,2338.0,0.47,0.48,0.36,0.48,0.64,0.52,0.35,0.07,99.0,99.0,107.0,99.0,84.0,96.0,107.0,93.0,-3.3,-19.3
1990,21,SEA,Olden Polynice,25.0,79.0,1085.0,0.54,0.54,0.5,0.54,0.48,0.54,0.34,0.01,113.0,111.0,151.0,111.0,62.0,101.0,105.0,9.0,30.4,3.1
1990,21,SEA,Quintin Dailey,29.0,30.0,491.0,0.4,0.41,0.2,0.41,0.79,0.46,0.28,0.02,85.0,84.0,61.0,83.0,103.0,86.0,84.0,28.0,-39.7,-41.7
1990,21,SEA,Jim Farmer,25.0,38.0,400.0,0.44,0.46,0.3,0.46,0.71,0.51,0.39,0.13,92.0,94.0,90.0,94.0,93.0,95.0,120.0,176.0,-12.5,-12.6
1990,21,SEA,Brad Sellers,27.0,45.0,587.0,0.42,0.43,0.0,0.42,0.8,0.48,0.31,0.02,89.0,88.0,,87.0,105.0,90.0,94.0,20.0,-25.6,-24.3
1990,21,SEA,Avery Johnson,24.0,53.0,575.0,0.39,0.39,0.25,0.39,0.72,0.44,0.28,0.03,81.0,80.0,76.0,80.0,95.0,82.0,86.0,37.0,-27.8,-31.3
1990,21,SEA,Steve Johnson,32.0,21.0,242.0,0.53,0.53,,0.53,0.6,0.56,0.39,0.0,112.0,109.0,,109.0,79.0,103.0,119.0,,8.0,3.9
1990,21,SEA,Scott Meents,26.0,26.0,148.0,0.43,0.43,,0.43,0.74,0.51,0.52,0.0,91.0,88.0,,88.0,97.0,95.0,160.0,,-5.0,-3.1
1990,21,SEA,Team,,,,0.48,0.49,0.36,0.5,0.74,0.54,0.3,0.09,101.0,101.0,108.0,101.0,97.0,100.0,91.0,123.0,98.8,-7.1
1990,21,SEA,League Average,,,,0.48,0.49,0.33,0.49,0.76,0.54,0.33,0.08,,,,,,,,,,
