SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1990,12,IND,Reggie Miller,24.0,82.0,3192.0,0.51,0.55,0.41,0.57,0.87,0.64,0.49,0.28,108.0,113.0,125.0,117.0,114.0,120.0,149.0,372.0,213.6,338.7
1990,12,IND,Chuck Person,25.0,77.0,2714.0,0.49,0.52,0.37,0.52,0.78,0.56,0.22,0.2,102.0,106.0,112.0,107.0,102.0,104.0,66.0,269.0,89.6,54.6
1990,12,IND,Rik Smits,23.0,82.0,2404.0,0.53,0.53,0.0,0.53,0.81,0.58,0.31,0.0,112.0,109.0,,109.0,106.0,108.0,94.0,1.0,84.5,93.0
1990,12,IND,Detlef Schrempf,27.0,78.0,2573.0,0.52,0.53,0.35,0.53,0.82,0.61,0.6,0.06,108.0,108.0,107.0,108.0,107.0,114.0,182.0,77.0,61.3,153.4
1990,12,IND,Vern Fleming,27.0,82.0,2876.0,0.51,0.51,0.35,0.52,0.78,0.56,0.32,0.04,107.0,105.0,107.0,105.0,102.0,105.0,98.0,49.0,47.5,50.9
1990,12,IND,LaSalle Thompson,28.0,82.0,2126.0,0.47,0.48,0.2,0.48,0.8,0.52,0.28,0.01,99.0,98.0,61.0,97.0,105.0,97.0,87.0,14.0,-13.5,-14.8
1990,12,IND,Mike Sanders,29.0,82.0,1531.0,0.47,0.47,0.36,0.48,0.73,0.5,0.16,0.03,99.0,97.0,108.0,97.0,96.0,93.0,48.0,39.0,-13.3,-39.5
1990,12,IND,Rickey Green,35.0,69.0,927.0,0.43,0.45,0.09,0.44,0.84,0.48,0.22,0.05,91.0,92.0,28.0,89.0,110.0,90.0,67.0,63.0,-24.9,-28.0
1990,12,IND,Randy Wittman,30.0,61.0,544.0,0.51,0.51,0.5,0.51,0.83,0.52,0.05,0.02,107.0,104.0,151.0,105.0,109.0,97.0,15.0,22.0,5.7,-3.8
1990,12,IND,George McCloud,22.0,44.0,413.0,0.31,0.31,0.32,0.36,0.79,0.39,0.13,0.28,66.0,63.0,98.0,73.0,103.0,72.0,40.0,367.0,-37.8,-45.5
1990,12,IND,Greg Dreiling,27.0,49.0,307.0,0.38,0.38,,0.38,0.74,0.48,0.64,0.0,79.0,77.0,,77.0,96.0,89.0,196.0,,-11.8,-7.9
1990,12,IND,Calvin Natt,33.0,14.0,164.0,0.64,0.64,,0.64,0.77,0.7,0.71,0.0,135.0,132.0,,132.0,101.0,131.0,217.0,,9.7,13.3
1990,12,IND,Dyron Nix,22.0,20.0,109.0,0.36,0.36,,0.36,0.69,0.42,0.41,0.0,75.0,74.0,,73.0,90.0,79.0,125.0,,-10.1,-10.4
1990,12,IND,Team,,,,0.5,0.51,0.38,0.52,0.82,0.57,0.34,0.11,104.0,105.0,116.0,106.0,107.0,107.0,105.0,149.0,400.5,554.0
1990,12,IND,League Average,,,,0.48,0.49,0.33,0.49,0.76,0.54,0.33,0.08,,,,,,,,,,
