Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2002,19.0,SAS,NBA,PG,77.0,72.0,2267.0,6.3,15.0,0.419,1.4,4.4,0.323,4.9,10.6,0.46,2.5,3.8,0.675,0.8,3.9,4.6,7.9,2.1,0.2,3.6,3.9,16.6,,99.0,103.0
2003,20.0,SAS,NBA,PG,82.0,82.0,2774.0,9.3,20.1,0.464,1.6,4.7,0.337,7.7,15.4,0.503,4.2,5.6,0.755,0.6,3.5,4.2,8.3,1.4,0.1,3.8,3.3,24.4,,108.0,104.0
2004,21.0,SAS,NBA,PG,75.0,75.0,2577.0,8.8,19.8,0.447,1.3,4.2,0.312,7.5,15.6,0.483,4.0,5.7,0.702,0.9,4.1,4.9,8.6,1.3,0.1,3.7,3.1,22.9,,104.0,99.0
2005,22.0,SAS,NBA,PG,80.0,80.0,2735.0,10.6,22.1,0.482,0.8,3.1,0.276,9.8,19.0,0.516,4.1,6.4,0.65,0.9,5.0,5.9,9.7,1.9,0.1,4.2,3.3,26.3,,106.0,101.0
2006,23.0,SAS,NBA,PG,80.0,80.0,2715.0,12.4,22.7,0.548,0.2,0.7,0.306,12.2,22.0,0.556,5.1,7.2,0.707,0.8,4.5,5.2,9.2,1.7,0.1,5.0,3.2,30.2,,110.0,102.0
2007,24.0,SAS,NBA,PG,77.0,77.0,2499.0,12.2,23.5,0.52,0.3,0.8,0.395,11.9,22.6,0.525,5.9,7.5,0.783,0.7,4.6,5.3,9.0,1.8,0.1,4.1,2.9,30.6,,112.0,102.0
2008,25.0,SAS,NBA,PG,69.0,68.0,2312.0,12.0,24.4,0.494,0.4,1.5,0.258,11.6,22.9,0.51,5.8,8.1,0.715,0.7,4.5,5.2,9.6,1.3,0.2,3.8,2.2,30.3,,109.0,105.0
2009,26.0,SAS,NBA,PG,72.0,71.0,2456.0,14.1,27.9,0.506,0.4,1.4,0.292,13.7,26.5,0.518,6.3,8.0,0.782,0.6,4.3,4.9,11.0,1.5,0.1,4.1,2.4,35.0,,112.0,107.0
2010,27.0,SAS,NBA,PG,56.0,50.0,1728.0,10.6,21.7,0.487,0.3,1.0,0.294,10.3,20.7,0.497,5.6,7.5,0.756,0.2,3.9,4.1,9.6,0.9,0.2,4.5,2.9,27.1,,106.0,108.0
2011,28.0,SAS,NBA,PG,78.0,78.0,2528.0,11.4,22.0,0.519,0.5,1.4,0.357,10.9,20.5,0.531,4.8,6.2,0.769,0.6,4.3,4.9,10.6,1.9,0.1,4.1,2.8,28.1,,113.0,108.0
2012,29.0,SAS,NBA,PG,60.0,60.0,1923.0,11.5,23.9,0.48,0.4,1.6,0.23,11.1,22.3,0.498,6.1,7.6,0.799,0.6,4.0,4.6,12.4,1.5,0.1,4.1,2.0,29.4,,112.0,106.0
2013,30.0,SAS,NBA,PG,66.0,66.0,2174.0,12.2,23.3,0.522,0.6,1.6,0.353,11.6,21.7,0.534,6.5,7.7,0.845,0.4,4.2,4.6,11.7,1.3,0.1,4.0,2.2,31.4,,116.0,106.0
2014,31.0,SAS,NBA,PG,68.0,68.0,1997.0,11.5,23.1,0.499,0.6,1.7,0.373,10.9,21.4,0.509,5.0,6.1,0.811,0.4,3.5,3.9,9.8,0.9,0.2,3.8,2.2,28.7,,110.0,107.0
2015,32.0,SAS,NBA,PG,68.0,68.0,1953.0,10.6,21.8,0.486,1.0,2.3,0.427,9.6,19.5,0.493,3.4,4.4,0.783,0.4,3.0,3.4,8.8,1.2,0.1,3.8,2.8,25.6,,105.0,107.0
2016,33.0,SAS,NBA,PG,72.0,72.0,1980.0,9.0,18.4,0.493,0.7,1.7,0.415,8.4,16.7,0.501,3.4,4.4,0.76,0.4,4.1,4.6,9.8,1.4,0.3,3.4,2.9,22.2,,109.0,103.0
2017,34.0,SAS,NBA,PG,63.0,63.0,1587.0,8.5,18.3,0.466,0.7,2.2,0.333,7.8,16.1,0.484,2.7,3.8,0.726,0.3,3.3,3.6,9.2,1.1,0.1,2.9,3.0,20.5,,107.0,109.0
2018,35.0,SAS,NBA,PG,55.0,21.0,1071.0,8.4,18.3,0.459,0.5,1.7,0.27,7.9,16.6,0.479,2.6,3.7,0.705,0.3,4.2,4.5,9.2,1.3,0.0,3.2,2.5,19.9,,103.0,109.0
2019,36.0,CHO,NBA,PG,56.0,0.0,1003.0,10.3,22.4,0.46,0.6,2.5,0.255,9.7,20.0,0.485,4.4,6.0,0.734,0.7,3.3,4.0,10.0,1.0,0.3,3.6,2.6,25.7,,106.0,117.0
