PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Joe Dumars,27,15,15,39.2,7.0,16.3,0.429,1.1,2.8,0.405,5.9,13.5,0.433,0.46299999999999997,5.5,6.5,0.845,1.4,1.9,3.3,4.1,1.1,0.1,1.1,2.2,20.6
Isiah Thomas,29,13,11,33.5,4.6,11.5,0.40299999999999997,0.5,1.7,0.273,4.2,9.8,0.425,0.423,3.8,5.3,0.725,1.0,3.2,4.2,8.5,1.0,0.2,3.2,3.2,13.5
Dennis Rodman,29,15,14,33.0,2.7,6.1,0.451,0.1,0.6,0.222,2.6,5.5,0.47600000000000003,0.462,0.7,1.6,0.41700000000000004,4.5,7.3,11.8,0.9,0.7,0.7,0.9,3.7,6.3
Bill Laimbeer,33,15,15,29.7,4.4,9.9,0.446,0.3,1.1,0.294,4.1,8.7,0.466,0.46299999999999997,1.8,2.1,0.871,2.8,5.3,8.1,1.3,0.3,0.8,1.1,3.6,10.9
Vinnie Johnson,34,15,3,29.2,6.8,14.7,0.46399999999999997,0.1,0.9,0.154,6.7,13.8,0.483,0.46799999999999997,1.5,2.1,0.71,2.5,2.6,5.1,2.9,0.7,0.3,1.1,2.2,15.2
Mark Aguirre,31,15,2,26.5,6.0,11.9,0.506,0.8,2.2,0.364,5.2,9.7,0.5379999999999999,0.539,2.8,3.4,0.8240000000000001,1.1,2.9,4.1,1.9,0.8,0.1,1.3,2.7,15.6
James Edwards,35,15,11,23.0,4.1,10.0,0.40700000000000003,0.0,0.0,,4.1,10.0,0.40700000000000003,0.40700000000000003,2.5,3.7,0.691,1.0,1.5,2.5,0.6,0.1,0.2,1.6,2.9,10.7
John Salley,26,15,0,20.5,2.5,4.7,0.5429999999999999,0.0,0.0,,2.5,4.7,0.5429999999999999,0.5429999999999999,2.4,4.0,0.6,1.3,2.8,4.1,0.7,0.4,1.3,0.9,3.9,7.5
William Bedford,27,8,3,8.1,0.6,3.0,0.20800000000000002,0.0,0.3,0.0,0.6,2.8,0.22699999999999998,0.20800000000000002,1.1,1.8,0.643,1.1,1.6,2.8,0.5,0.3,0.5,0.5,1.8,2.4
Tree Rollins,35,6,0,5.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.2,0.3,0.5,0.0,0.2,0.2,0.3,1.0,0.7
Gerald Henderson,35,10,1,4.0,0.4,1.6,0.25,0.0,0.3,0.0,0.4,1.3,0.308,0.25,0.0,0.0,,0.1,0.0,0.1,0.6,0.1,0.0,0.0,0.4,0.8
Scott Hastings,30,10,0,3.5,0.3,0.6,0.5,0.2,0.4,0.5,0.1,0.2,0.5,0.667,0.0,0.0,,0.2,0.4,0.6,0.3,0.0,0.1,0.1,0.6,0.8
