PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Magic Johnson,31,19,19,43.3,6.2,14.1,0.44,1.1,3.7,0.29600000000000004,5.1,10.4,0.49200000000000005,0.479,8.3,9.4,0.882,1.2,6.9,8.1,12.6,1.2,0.0,4.1,2.3,21.8
James Worthy,29,18,18,40.7,8.9,19.2,0.465,0.2,1.3,0.16699999999999998,8.7,17.9,0.488,0.47100000000000003,2.9,4.0,0.736,1.4,2.7,4.1,3.9,1.1,0.1,2.2,1.9,21.1
Sam Perkins,29,19,19,39.6,6.4,11.6,0.5479999999999999,0.6,1.6,0.36700000000000005,5.8,10.1,0.5760000000000001,0.5720000000000001,4.4,5.7,0.7609999999999999,2.2,6.1,8.3,1.7,0.8,1.4,1.9,3.6,17.7
Byron Scott,29,18,18,37.7,5.3,10.3,0.511,1.1,2.1,0.526,4.2,8.2,0.507,0.565,1.5,1.9,0.794,0.7,2.4,3.2,1.6,1.3,0.2,0.9,2.9,13.2
Vlade Divac,22,19,19,32.1,5.1,9.1,0.564,0.1,0.3,0.16699999999999998,5.1,8.7,0.578,0.5670000000000001,3.0,3.7,0.8029999999999999,2.6,4.1,6.7,1.1,1.4,2.2,2.2,3.4,13.3
A.C. Green,27,19,1,21.1,2.2,5.1,0.423,0.2,0.4,0.5,1.9,4.7,0.41600000000000004,0.44299999999999995,2.0,2.8,0.7040000000000001,2.4,2.9,5.4,0.5,0.6,0.2,1.0,1.9,6.5
Terry Teagle,30,18,1,15.2,2.6,6.9,0.376,0.0,0.0,,2.6,6.9,0.376,0.376,1.4,1.8,0.7809999999999999,0.4,1.1,1.6,0.6,0.4,0.2,0.9,1.7,6.6
Elden Campbell,22,14,0,9.9,1.8,2.7,0.6579999999999999,0.0,0.0,,1.8,2.7,0.6579999999999999,0.6579999999999999,0.5,1.1,0.467,0.6,1.5,2.1,0.2,0.4,0.6,0.4,1.6,4.1
Larry Drew,32,18,0,6.4,0.8,1.8,0.424,0.2,0.6,0.273,0.6,1.2,0.5,0.47,0.2,0.3,0.667,0.0,0.4,0.4,1.2,0.0,0.0,0.5,0.9,1.9
Tony Smith,22,7,0,5.7,0.9,1.9,0.462,0.0,0.0,,0.9,1.9,0.462,0.462,0.3,0.4,0.667,0.4,0.0,0.4,0.3,0.1,0.0,0.9,0.9,2.0
Mychal Thompson,36,8,0,5.3,0.3,0.9,0.28600000000000003,0.0,0.0,,0.3,0.9,0.28600000000000003,0.28600000000000003,0.0,0.0,,0.4,0.8,1.1,0.0,0.0,0.4,0.1,1.3,0.5
Irving Thomas,25,3,0,1.7,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
