PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Eddie Johnson,31,5,5,34.2,9.2,17.8,0.517,0.8,3.0,0.267,8.4,14.8,0.568,0.539,4.8,5.8,0.828,2.4,1.8,4.2,1.4,1.4,0.2,1.6,2.6,24.0
Benoit Benjamin,26,5,5,32.6,4.0,8.2,0.488,0.0,0.0,,4.0,8.2,0.488,0.488,5.8,6.4,0.9059999999999999,1.4,5.2,6.6,0.2,0.6,2.6,2.2,3.4,13.8
Shawn Kemp,21,5,5,29.8,4.4,11.4,0.386,0.0,0.2,0.0,4.4,11.2,0.39299999999999996,0.386,4.4,5.4,0.815,2.6,4.6,7.2,1.2,0.6,0.8,3.2,4.0,13.2
Derrick McKey,24,4,0,28.5,4.0,7.0,0.5710000000000001,0.0,0.3,0.0,4.0,6.8,0.593,0.5710000000000001,1.5,2.8,0.545,1.8,4.0,5.8,2.0,0.8,0.0,1.5,3.3,9.5
Sedale Threatt,29,5,5,27.2,6.0,11.2,0.536,0.8,2.2,0.364,5.2,9.0,0.578,0.5710000000000001,1.8,2.0,0.9,0.2,1.4,1.6,3.4,1.0,0.0,1.6,2.8,14.6
Gary Payton,22,5,5,27.0,2.2,5.4,0.40700000000000003,0.0,0.2,0.0,2.2,5.2,0.423,0.40700000000000003,0.4,0.4,1.0,1.0,1.6,2.6,6.4,1.6,0.2,1.8,3.2,4.8
Ricky Pierce,31,5,0,22.4,3.8,11.4,0.33299999999999996,0.6,2.0,0.3,3.2,9.4,0.34,0.36,3.2,3.4,0.941,1.2,1.6,2.8,0.8,0.8,0.2,2.2,2.4,11.4
Nate McMillan,26,5,0,19.0,1.2,4.6,0.261,0.0,0.4,0.0,1.2,4.2,0.28600000000000003,0.261,0.4,0.8,0.5,1.2,2.4,3.6,4.4,1.2,0.2,0.6,3.0,2.8
Michael Cage,29,5,0,16.0,1.2,2.8,0.429,0.0,0.0,,1.2,2.8,0.429,0.429,2.6,3.4,0.765,1.8,2.4,4.2,0.4,0.6,0.4,0.6,2.4,5.0
Dana Barros,23,3,0,8.3,3.0,4.3,0.6920000000000001,0.7,1.7,0.4,2.3,2.7,0.875,0.769,1.0,1.3,0.75,0.3,1.0,1.3,1.7,1.0,0.0,1.0,0.3,7.7
Dave Corzine,34,2,0,6.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2.5
Scott Meents,27,2,0,4.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,2.0
