PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Kevin Johnson,24,4,4,36.5,4.0,13.3,0.302,0.3,1.8,0.14300000000000002,3.8,11.5,0.326,0.311,4.5,7.5,0.6,0.5,2.8,3.3,9.8,0.5,0.3,3.0,2.3,12.8
Jeff Hornacek,27,4,4,36.3,5.5,12.8,0.431,0.8,1.5,0.5,4.8,11.3,0.42200000000000004,0.461,6.5,7.0,0.929,0.8,5.5,6.3,2.0,0.8,0.5,0.8,3.3,18.3
Tom Chambers,31,4,4,35.5,6.8,16.5,0.409,0.0,1.3,0.0,6.8,15.3,0.44299999999999995,0.409,3.5,4.8,0.737,0.5,5.3,5.8,2.5,1.8,1.3,3.0,3.0,17.0
Dan Majerle,25,4,0,27.5,3.0,8.0,0.375,1.0,2.8,0.364,2.0,5.3,0.381,0.43799999999999994,3.5,4.8,0.737,1.5,2.3,3.8,1.8,1.3,0.3,0.5,3.0,10.5
Xavier McDaniel,27,4,4,25.3,4.3,10.3,0.415,0.0,0.3,0.0,4.3,10.0,0.425,0.415,1.0,1.5,0.667,1.0,2.8,3.8,1.3,0.0,0.5,2.5,2.5,9.5
Mark West,30,4,4,23.3,2.3,3.8,0.6,0.0,0.0,,2.3,3.8,0.6,0.6,1.3,1.8,0.7140000000000001,2.0,2.5,4.5,0.5,0.5,2.5,0.8,3.8,5.8
Negele Knight,23,4,0,14.0,3.3,6.5,0.5,0.3,0.8,0.33299999999999996,3.0,5.8,0.522,0.519,1.3,1.8,0.7140000000000001,0.3,0.8,1.0,2.3,0.3,0.0,1.0,1.8,8.0
Andrew Lang,24,4,0,13.8,1.5,2.8,0.545,0.0,0.0,,1.5,2.8,0.545,0.545,3.5,4.3,0.8240000000000001,1.0,3.5,4.5,0.3,0.3,0.8,0.5,3.0,6.5
Kurt Rambis,32,4,0,13.3,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.0,0.0,,2.0,1.5,3.5,1.0,1.3,0.3,1.0,1.5,1.0
Ed Nealy,30,2,0,10.0,0.5,2.5,0.2,0.0,0.5,0.0,0.5,2.0,0.25,0.2,0.0,0.0,,1.0,1.5,2.5,0.0,0.0,0.0,0.5,1.0,1.0
Cedric Ceballos,21,3,0,8.0,2.3,4.0,0.583,0.0,0.0,,2.3,4.0,0.583,0.583,0.7,2.0,0.33299999999999996,1.0,0.7,1.7,0.7,0.7,0.0,0.3,0.0,5.3
Joe Barry Carroll,32,2,0,7.5,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,4.0
