SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1991,17,MIL,Jay Humphries,28,3,3,41.0,5.7,10.7,0.53,0.7,1.7,0.4,5.0,9.0,0.56,0.56,3.0,3.3,0.9,0.7,1.3,2.0,8.3,0.7,0.0,2.0,5.7,15.0
1991,17,MIL,Alvin Robertson,28,3,3,39.3,9.7,16.3,0.59,1.0,3.0,0.33,8.7,13.3,0.65,0.62,3.3,4.3,0.77,2.3,3.7,6.0,5.0,2.7,0.0,3.3,4.0,23.7
1991,17,MIL,Frank Brickowski,31,3,3,36.7,8.0,15.0,0.53,0.0,0.7,0.0,8.0,14.3,0.56,0.53,2.3,4.7,0.5,1.7,7.0,8.7,1.0,0.3,0.7,2.0,5.3,18.3
1991,17,MIL,Fred Roberts,30,3,3,34.3,5.3,11.7,0.46,0.0,0.3,0.0,5.3,11.3,0.47,0.46,0.7,0.7,1.0,1.3,3.7,5.0,2.3,0.7,0.3,1.7,1.7,11.3
1991,17,MIL,Danny Schayes,31,3,3,23.7,3.0,7.7,0.39,0.0,0.3,0.0,3.0,7.3,0.41,0.39,3.3,3.7,0.91,1.3,2.7,4.0,1.0,1.0,0.3,2.0,2.7,9.3
1991,17,MIL,Jack Sikma,35,3,0,17.0,2.0,5.0,0.4,0.3,0.7,0.5,1.7,4.3,0.38,0.43,0.3,0.7,0.5,1.0,3.0,4.0,2.0,1.7,0.3,1.0,1.3,4.7
1991,17,MIL,Brad Lohaus,26,3,0,13.7,1.7,5.3,0.31,1.0,2.7,0.38,0.7,2.7,0.25,0.41,0.3,0.7,0.5,1.3,1.7,3.0,0.3,0.0,0.0,1.0,2.0,4.7
1991,17,MIL,Steve Henson,22,3,0,13.3,2.0,4.0,0.5,0.7,1.0,0.67,1.3,3.0,0.44,0.58,1.0,1.3,0.75,0.0,1.0,1.0,1.0,0.3,0.0,2.0,1.0,5.7
1991,17,MIL,Jeff Grayer,25,3,0,12.3,1.7,4.3,0.38,0.0,0.0,,1.7,4.3,0.38,0.38,1.7,2.0,0.83,1.0,1.0,2.0,2.0,0.3,0.0,1.0,0.7,5.0
1991,17,MIL,Larry Krystkowiak,26,3,0,8.3,0.3,2.0,0.17,0.0,0.0,,0.3,2.0,0.17,0.17,0.0,0.0,,0.0,1.0,1.0,0.7,0.3,0.0,0.0,1.0,0.7
1991,17,MIL,Lester Conner,31,1,0,7.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0
1991,17,MIL,Adrian Dantley,35,3,0,6.3,0.3,2.3,0.14,0.0,0.0,,0.3,2.3,0.14,0.14,1.0,1.3,0.75,0.7,0.7,1.3,0.0,0.0,0.0,0.7,0.0,1.7
