Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976,11.0,1972,HOU,Houston Rockets,22.0,NBA,C,81,,25.2,4.2,8.4,0.494,,,,4.2,8.4,0.494,0.494,1.9,3.0,0.644,2.0,4.4,6.4,1.0,0.4,1.5,,2.7,10.2
1977,1.0,1972,ATL,Atlanta Hawks,23.0,NBA,C,74,,27.9,4.3,8.2,0.526,,,,4.3,8.2,0.526,0.526,2.5,3.4,0.714,2.9,5.1,8.1,1.1,0.6,1.1,,4.4,11.1
1978,29.0,1972,NOJ,New Orleans Jazz,24.0,NBA,C,54,,23.6,3.6,7.6,0.472,,,,3.6,7.6,0.472,0.472,1.6,2.5,0.654,2.5,4.4,6.9,1.1,0.3,2.2,1.7,3.5,8.8
1979,31.0,1972,TOT,Total After Trade,25.0,NBA,C,77,,22.0,3.1,6.5,0.484,,,,3.1,6.5,0.484,0.484,1.6,2.4,0.674,1.9,3.5,5.3,1.0,0.5,1.2,1.7,3.7,7.9
1979,29.0,1972,NOJ,New Orleans Jazz,25.0,NBA,C,36,,17.8,2.3,5.2,0.449,,,,2.3,5.2,0.449,0.449,1.4,2.2,0.654,1.7,3.4,5.1,0.9,0.5,1.1,1.3,2.9,6.1
1979,20.0,1972,NYK,New York Knicks,25.0,NBA,C,41,,25.7,3.9,7.6,0.505,,,,3.9,7.6,0.505,0.505,1.8,2.7,0.688,2.0,3.5,5.5,1.2,0.6,1.3,2.1,4.3,9.5
1980,20.0,1972,NYK,New York Knicks,26.0,NBA,PF,65,,24.1,3.9,7.3,0.528,0.0,0.0,0.0,3.9,7.3,0.529,0.528,1.2,1.9,0.645,1.9,3.5,5.4,1.0,0.6,1.8,1.7,3.7,9.0
1981,26.0,1972,KCK,Kansas City Kings,27.0,NBA,C,74,,20.5,2.8,5.6,0.496,0.0,0.0,,2.8,5.6,0.496,0.496,2.0,2.9,0.695,1.7,3.6,5.3,1.0,0.4,1.1,1.7,3.0,7.6
1982,26.0,1972,KCK,Kansas City Kings,28.0,NBA,C,18,10.0,21.1,2.6,5.1,0.516,0.0,0.0,,2.6,5.1,0.516,0.516,1.7,2.2,0.775,1.4,3.5,4.9,0.9,0.7,1.2,1.4,3.8,6.9
1983,26.0,1972,KCK,Kansas City Kings,29.0,NBA,C,78,74.0,21.9,3.3,5.8,0.57,0.0,0.0,,3.3,5.8,0.57,0.57,1.3,2.1,0.626,1.9,3.5,5.4,0.8,0.6,1.1,1.5,3.7,7.9
1984,26.0,1972,KCK,Kansas City Kings,30.0,NBA,C,73,31.0,20.6,2.6,5.0,0.532,0.0,0.0,,2.6,5.0,0.532,0.532,1.3,1.7,0.764,1.5,3.3,4.8,0.7,0.5,0.8,1.1,3.4,6.6
1985,26.0,1972,KCK,Kansas City Kings,31.0,NBA,C,76,4.0,14.0,1.6,3.2,0.498,0.0,0.0,0.5,1.6,3.2,0.498,0.5,1.3,1.6,0.774,1.2,2.2,3.5,0.4,0.2,0.4,0.7,2.4,4.5
