PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Doug Christie,31,81,2798,15.2,0.578,0.348,0.32899999999999996,2.9,11.2,7.1,17.2,2.9,0.6,16.3,15.6,,4.4,4.2,8.6,0.14800000000000002,,0.3,2.2,2.4,3.1
Mike Bibby,23,80,2659,14.9,0.513,0.14,0.196,1.5,7.3,4.5,23.0,1.6,0.4,11.1,19.7,,3.7,2.6,6.3,0.113,,0.3,0.0,0.4,1.6
Peja Stojaković,24,71,2649,19.3,0.5920000000000001,0.27399999999999997,0.28600000000000003,3.0,11.9,7.5,10.6,1.5,0.4,9.9,23.2,,6.8,3.0,9.9,0.179,,3.2,-0.2,3.0,3.3
Vlade Divac,33,80,2420,17.0,0.513,0.018000000000000002,0.475,9.2,20.2,14.8,17.9,1.6,2.6,15.4,18.4,,3.1,4.2,7.3,0.145,,0.7,2.1,2.8,2.9
Chris Webber,28,54,2071,24.4,0.54,0.018000000000000002,0.314,7.9,20.1,14.1,21.9,2.2,2.4,11.4,29.0,,4.8,3.9,8.6,0.2,,3.8,1.6,5.4,3.9
Hedo Türkoğlu,22,80,1970,14.2,0.514,0.249,0.335,3.5,16.0,9.8,12.2,1.5,1.0,9.3,19.2,,2.5,2.7,5.2,0.127,,0.1,0.7,0.8,1.4
Scot Pollard,26,80,1881,15.0,0.59,0.0,0.46399999999999997,10.9,21.0,16.0,3.9,1.9,2.7,13.6,11.5,,3.4,3.5,6.8,0.175,,-0.5,1.3,0.8,1.3
Bobby Jackson,28,81,1750,17.3,0.537,0.29,0.244,5.1,10.1,7.7,14.7,2.1,0.4,10.0,23.1,,3.2,2.2,5.4,0.14800000000000002,,1.8,0.4,2.1,1.8
Lawrence Funderburke,31,56,722,13.8,0.49,0.012,0.22899999999999998,11.5,17.7,14.6,6.6,0.8,1.7,10.9,18.2,,0.6,1.0,1.6,0.105,,-1.3,-0.8,-2.1,0.0
Gerald Wallace,19,54,430,13.3,0.44299999999999995,0.04,0.263,12.4,9.8,11.1,9.6,2.2,0.9,10.1,22.0,,0.1,0.6,0.6,0.071,,-2.0,-0.4,-2.4,0.0
Mateen Cleaves,24,32,153,8.8,0.486,0.11800000000000001,0.132,0.7,4.8,2.8,25.9,2.3,0.0,27.3,28.1,,-0.4,0.2,-0.3,-0.08199999999999999,,-4.9,-2.3,-7.2,-0.2
Chucky Brown,33,18,92,10.1,0.377,0.0,0.07400000000000001,11.8,26.2,19.2,9.1,1.1,2.9,15.2,15.6,,-0.1,0.2,0.1,0.052000000000000005,,-3.6,0.8,-2.8,0.0
Brent Price,33,20,89,6.6,0.474,0.556,0.48100000000000004,4.9,4.7,4.8,13.9,1.7,0.7,23.4,20.9,,-0.1,0.1,0.0,-0.009000000000000001,,-4.9,-1.0,-5.9,-0.1
Jabari Smith,24,12,71,7.0,0.342,0.048,0.5710000000000001,3.1,17.7,10.5,11.4,1.4,3.7,7.1,17.3,,-0.1,0.1,0.0,0.013999999999999999,,-5.7,1.9,-3.8,0.0
