Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,7,916,DAL,Dallas Mavericks,27.0,NBA,SF,10.0,10.0,43.4,7.2,20.0,0.36,1.7,4.7,0.36,5.5,15.3,0.36,0.4,3.6,4.4,0.82,1.3,4.0,5.3,4.4,1.2,0.2,2.4,2.3,19.7
2002,7,916,DAL,Dallas Mavericks,28.0,NBA,SF,8.0,8.0,46.6,8.6,18.5,0.47,1.8,4.6,0.38,6.9,13.9,0.5,0.51,5.6,6.3,0.9,1.6,4.6,6.3,2.3,1.5,0.5,1.9,3.0,24.6
2003,7,916,DAL,Dallas Mavericks,29.0,NBA,SF,20.0,20.0,41.1,6.6,15.1,0.44,2.4,5.7,0.41,4.2,9.4,0.45,0.51,2.9,3.3,0.86,1.3,4.5,5.8,3.0,1.3,0.6,1.6,2.3,18.3
2004,7,916,DAL,Dallas Mavericks,30.0,NBA,SG,5.0,5.0,39.2,5.2,13.6,0.38,1.4,5.2,0.27,3.8,8.4,0.45,0.43,1.2,2.0,0.6,1.2,2.0,3.2,2.6,0.8,0.6,1.8,1.6,13.0
2005,7,916,DAL,Dallas Mavericks,31.0,NBA,SG,13.0,13.0,37.8,5.0,11.8,0.42,1.8,4.7,0.39,3.2,7.1,0.45,0.5,1.2,1.4,0.89,1.0,3.3,4.3,2.2,1.3,0.0,1.0,2.5,13.1
2006,27,916,SAS,San Antonio Spurs,32.0,NBA,SG,13.0,4.0,31.6,3.8,8.1,0.48,1.4,3.6,0.38,2.5,4.5,0.55,0.56,1.4,1.5,0.9,0.1,3.7,3.8,1.4,0.6,0.2,0.7,1.5,10.5
2007,27,916,SAS,San Antonio Spurs,33.0,NBA,SF,20.0,20.0,26.9,3.7,8.9,0.41,2.2,5.3,0.42,1.5,3.7,0.4,0.53,1.8,2.0,0.9,0.4,2.5,2.9,1.1,0.6,0.2,0.7,1.4,11.3
2008,27,916,SAS,San Antonio Spurs,34.0,NBA,SG,17.0,11.0,23.0,2.5,6.3,0.4,1.1,3.1,0.36,1.4,3.2,0.44,0.49,0.5,0.5,1.0,0.1,1.9,1.9,1.0,0.3,0.2,0.4,1.5,6.7
2009,27,916,SAS,San Antonio Spurs,35.0,NBA,SF,5.0,5.0,28.6,3.0,6.8,0.44,1.4,3.0,0.47,1.6,3.8,0.42,0.54,0.6,0.8,0.75,0.6,2.4,3.0,1.0,0.2,0.2,0.8,1.6,8.0
2010,2,916,BOS,Boston Celtics,36.0,NBA,SF,18.0,0.0,6.0,0.3,1.1,0.25,0.2,0.6,0.27,0.1,0.5,0.22,0.32,0.1,0.1,1.0,0.1,0.6,0.6,0.2,0.2,0.0,0.0,0.2,0.8
