Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,21.0,DAL,NBA,SF,79.0,73.0,2896.0,7.0,17.2,0.406,1.1,3.7,0.284,5.9,13.5,0.44,3.8,5.4,0.699,1.3,3.1,4.4,3.3,1.1,0.2,3.0,2.5,18.8
1995,22.0,DAL,NBA,SF,80.0,80.0,2980.0,8.3,18.9,0.436,1.4,4.2,0.328,6.9,14.8,0.466,5.4,7.3,0.739,1.4,2.6,4.0,3.6,1.0,0.1,2.8,2.3,23.3
1996,23.0,DAL,NBA,SF,18.0,18.0,669.0,7.8,20.6,0.379,1.9,5.5,0.343,5.9,15.1,0.391,5.2,7.2,0.729,2.0,3.2,5.2,2.7,0.8,0.2,3.0,2.1,22.7
1997,24.0,TOT,NBA,SF,69.0,51.0,2164.0,4.8,12.4,0.385,1.5,4.6,0.325,3.3,7.8,0.421,2.7,3.8,0.702,1.1,3.7,4.9,3.4,1.3,0.2,1.9,3.1,13.7
1997,24.0,DAL,NBA,SF,37.0,21.0,975.0,5.2,13.9,0.372,1.6,4.8,0.321,3.6,9.0,0.4,2.7,4.1,0.649,1.0,3.2,4.2,3.4,1.3,0.2,2.1,2.5,14.5
1997,24.0,MIA,NBA,SF,32.0,30.0,1189.0,4.4,11.1,0.398,1.5,4.4,0.329,3.0,6.7,0.443,2.7,3.5,0.752,1.2,4.2,5.4,3.4,1.3,0.2,1.7,3.5,13.0
1998,25.0,MIA,NBA,SF,48.0,48.0,1729.0,5.2,12.0,0.435,0.8,2.5,0.303,4.5,9.5,0.47,3.8,4.8,0.797,1.5,3.4,4.9,2.7,0.9,0.3,2.2,2.9,15.1
1999,26.0,MIA,NBA,SF,24.0,23.0,855.0,5.6,12.5,0.451,0.5,1.3,0.433,5.1,11.2,0.453,3.2,4.4,0.721,1.0,5.1,6.1,3.2,0.8,0.1,2.5,2.4,15.0
2001,28.0,CHH,NBA,SF,76.0,76.0,2989.0,6.9,16.7,0.413,1.2,3.5,0.356,5.7,13.2,0.428,3.4,4.4,0.766,1.1,5.8,6.9,5.0,1.0,0.2,2.5,2.2,18.4
2002,29.0,CHH,NBA,SF,40.0,40.0,1601.0,6.8,16.7,0.407,0.9,2.5,0.366,5.9,14.2,0.415,4.7,5.4,0.876,0.7,4.7,5.4,3.8,1.0,0.1,2.5,1.8,19.3
2003,30.0,NOH,NBA,SF,82.0,81.0,3321.0,7.3,17.2,0.422,1.3,3.3,0.389,6.0,13.9,0.43,3.4,4.0,0.848,0.7,4.7,5.4,5.0,0.9,0.2,2.5,2.1,19.2
2004,31.0,NOH,NBA,SF,19.0,18.0,730.0,7.7,19.6,0.392,0.9,3.3,0.284,6.8,16.3,0.414,3.2,3.9,0.813,0.9,4.8,5.8,2.3,0.7,0.2,1.8,2.1,19.5
