PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Nick Van Exel,23,80,80,36.8,5.8,13.8,0.42,2.3,6.4,0.358,3.5,7.5,0.473,0.503,2.9,3.8,0.7829999999999999,0.3,2.5,2.8,8.3,1.2,0.1,2.8,2.0,16.9
Vlade Divac,26,80,80,35.1,6.1,12.0,0.507,0.1,0.7,0.18899999999999997,5.9,11.3,0.525,0.512,3.7,4.8,0.777,3.3,7.1,10.4,4.1,1.4,2.2,2.6,3.8,16.0
Cedric Ceballos,25,58,54,35.0,8.6,16.8,0.509,1.0,2.5,0.397,7.6,14.3,0.528,0.5379999999999999,3.6,5.0,0.716,2.9,5.1,8.0,1.8,1.0,0.3,2.5,2.3,21.7
Eddie Jones,23,64,58,31.0,5.3,11.6,0.46,1.4,3.8,0.37,3.9,7.8,0.504,0.521,1.9,2.6,0.722,1.2,2.7,3.9,2.0,2.0,0.6,1.2,2.7,14.0
Elden Campbell,26,73,59,28.4,4.9,10.8,0.45899999999999996,0.0,0.0,0.0,4.9,10.7,0.45899999999999996,0.45899999999999996,2.6,4.0,0.6659999999999999,2.3,3.8,6.1,1.3,0.9,1.8,1.3,3.4,12.5
Sedale Threatt,33,59,2,23.5,3.7,7.4,0.49700000000000005,0.6,1.6,0.379,3.1,5.8,0.529,0.5379999999999999,1.5,1.9,0.7929999999999999,0.4,1.7,2.1,4.2,0.9,0.2,1.2,2.4,9.5
Lloyd Daniels,27,25,14,21.6,2.8,7.3,0.39,0.9,3.4,0.267,1.9,3.8,0.5,0.45299999999999996,0.8,1.0,0.8,1.1,1.2,2.2,1.4,0.8,0.4,0.9,1.6,7.4
Anthony Peeler,25,73,24,21.4,3.9,9.0,0.43200000000000005,1.2,3.0,0.389,2.8,6.1,0.45399999999999996,0.496,1.4,1.8,0.797,0.8,1.5,2.3,1.7,0.7,0.2,1.1,2.0,10.4
Sam Bowie,33,67,10,18.3,1.8,4.0,0.442,0.0,0.2,0.182,1.7,3.8,0.45299999999999996,0.446,1.0,1.3,0.764,1.1,3.2,4.3,1.8,0.3,1.2,1.4,2.7,4.6
George Lynch,24,56,15,17.0,2.5,5.3,0.46799999999999997,0.1,0.4,0.14300000000000002,2.4,4.9,0.493,0.473,1.1,1.5,0.721,1.3,1.9,3.3,1.1,0.9,0.2,1.3,1.5,6.1
Tony Smith,26,61,4,16.8,2.2,5.1,0.42700000000000005,0.5,1.5,0.35200000000000004,1.6,3.6,0.45899999999999996,0.479,0.7,1.0,0.698,0.7,1.0,1.8,1.7,0.8,0.1,0.8,1.8,5.6
Randolph Keys,28,6,0,13.8,1.5,4.3,0.34600000000000003,0.0,1.5,0.0,1.5,2.8,0.529,0.34600000000000003,0.3,0.3,1.0,1.0,1.8,2.8,0.3,0.2,0.3,0.3,2.7,3.3
Anthony Miller,23,46,1,11.5,1.5,2.9,0.53,0.0,0.1,0.4,1.5,2.8,0.535,0.5379999999999999,1.0,1.7,0.618,1.5,1.8,3.3,0.8,0.4,0.2,0.8,1.7,4.1
Antonio Harvey,24,59,8,9.7,1.3,3.0,0.43799999999999994,0.0,0.0,1.0,1.3,3.0,0.434,0.44,0.4,0.8,0.5329999999999999,0.7,1.1,1.7,0.4,0.3,0.7,0.4,1.5,3.0
Kurt Rambis,36,26,1,7.5,0.7,1.3,0.514,0.0,0.0,,0.7,1.3,0.514,0.514,0.3,0.5,0.667,0.4,0.9,1.3,0.6,0.1,0.3,0.3,1.3,1.7
Lester Conner,35,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,1.0
