SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1995,16,MIA,Glen Rice,27,82,82,36.8,8.1,17.1,0.48,2.3,5.5,0.41,5.9,11.6,0.51,0.54,3.8,4.5,0.86,1.2,3.4,4.6,2.3,1.4,0.2,1.9,2.5,22.3
1995,16,MIA,Kevin Willis,32,65,61,35.4,7.0,15.0,0.47,0.0,0.2,0.21,7.0,14.8,0.47,0.47,3.0,4.3,0.69,3.3,7.4,10.7,1.3,0.9,0.5,2.4,3.2,17.1
1995,16,MIA,Billy Owens,25,70,60,32.8,5.8,11.7,0.49,0.0,0.3,0.09,5.7,11.4,0.5,0.49,2.8,4.5,0.62,2.9,4.3,7.2,3.5,1.1,0.4,2.9,2.9,14.3
1995,16,MIA,Bimbo Coles,26,68,65,32.5,3.8,8.9,0.43,0.2,1.1,0.21,3.6,7.8,0.46,0.44,2.1,2.6,0.81,0.7,2.1,2.8,6.1,1.5,0.2,2.3,2.7,10.0
1995,16,MIA,Grant Long,28,2,2,31.0,2.5,6.0,0.42,0.0,0.0,,2.5,6.0,0.42,0.42,3.0,5.0,0.6,0.5,5.0,5.5,2.0,1.0,0.0,2.0,5.5,8.0
1995,16,MIA,Steve Smith,25,2,2,31.0,5.5,14.5,0.38,1.0,6.0,0.17,4.5,8.5,0.53,0.41,8.5,11.0,0.77,2.0,1.0,3.0,3.5,1.0,0.5,2.0,4.5,20.5
1995,16,MIA,John Salley,30,75,50,26.1,2.6,5.3,0.5,0.0,0.0,,2.6,5.3,0.5,0.5,2.0,2.8,0.74,1.5,3.0,4.5,1.6,0.6,1.1,1.3,3.7,7.3
1995,16,MIA,Matt Geiger,25,74,43,23.1,3.5,6.6,0.54,0.1,0.1,0.4,3.5,6.4,0.54,0.54,1.3,1.9,0.65,2.0,3.6,5.6,0.7,0.6,0.7,1.5,3.3,8.3
1995,16,MIA,Khalid Reeves,22,67,17,21.8,3.1,6.9,0.44,1.0,2.6,0.39,2.1,4.4,0.47,0.52,2.1,2.9,0.71,0.8,2.0,2.8,4.3,1.1,0.1,2.0,2.1,9.2
1995,16,MIA,Harold Miner,23,45,16,19.4,2.7,6.8,0.4,0.3,1.1,0.29,2.4,5.7,0.43,0.43,1.5,2.1,0.73,0.8,1.8,2.6,1.5,0.3,0.1,1.7,1.9,7.3
1995,16,MIA,Keith Askins,27,50,5,17.1,1.6,4.1,0.39,0.4,1.6,0.27,1.2,2.6,0.46,0.44,0.9,1.1,0.81,1.7,2.2,4.0,0.8,0.7,0.3,0.5,2.2,4.6
1995,16,MIA,Ledell Eackles,28,54,6,16.6,2.6,6.0,0.44,0.3,0.8,0.44,2.3,5.3,0.44,0.47,1.7,2.3,0.72,0.6,1.1,1.8,1.3,0.4,0.0,1.0,1.6,7.3
1995,16,MIA,Kevin Gamble,29,77,0,15.9,2.9,5.8,0.49,0.5,1.3,0.4,2.4,4.6,0.51,0.53,1.1,1.4,0.78,0.4,1.2,1.6,1.5,0.7,0.1,0.6,1.7,7.4
1995,16,MIA,Brad Lohaus,30,61,1,12.0,1.6,3.8,0.42,1.0,2.5,0.41,0.6,1.2,0.45,0.56,0.2,0.2,0.67,0.5,1.2,1.7,0.7,0.3,0.4,0.5,1.4,4.4
1995,16,MIA,Kevin Pritchard,27,14,0,11.3,0.9,2.1,0.45,0.1,0.4,0.4,0.8,1.7,0.46,0.48,1.1,1.2,0.88,0.0,0.8,0.8,1.6,0.1,0.1,0.5,1.4,3.1
