PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Vin Baker,23,82,82,41.0,7.2,15.0,0.483,0.1,0.3,0.292,7.2,14.7,0.48700000000000004,0.486,3.1,5.3,0.593,3.5,6.8,10.3,3.6,1.0,1.4,2.7,3.4,17.7
Glenn Robinson,22,80,76,37.0,8.0,17.6,0.451,1.1,3.4,0.321,6.9,14.3,0.48200000000000004,0.48200000000000004,5.0,6.2,0.7959999999999999,2.1,4.3,6.4,2.5,1.4,0.3,3.9,2.9,21.9
Todd Day,25,82,81,33.1,5.4,12.8,0.424,2.0,5.1,0.39,3.4,7.7,0.447,0.502,3.1,4.2,0.754,1.2,2.8,3.9,1.6,1.3,0.8,1.9,3.5,16.0
Eric Murdock,26,75,32,28.8,4.5,10.9,0.415,1.2,3.2,0.375,3.3,7.7,0.43200000000000005,0.47100000000000003,2.8,3.6,0.79,0.6,2.2,2.9,6.4,1.5,0.2,2.6,1.9,13.0
Marty Conlon,27,82,3,25.2,4.2,7.9,0.532,0.1,0.4,0.276,4.1,7.5,0.544,0.5379999999999999,1.5,2.4,0.613,2.0,3.2,5.2,1.3,0.5,0.2,1.5,2.7,9.9
Johnny Newman,31,82,11,23.1,2.8,6.0,0.46299999999999997,0.5,1.6,0.35200000000000004,2.2,4.4,0.503,0.509,1.7,2.1,0.8009999999999999,0.9,1.2,2.1,1.1,0.8,0.2,1.0,2.9,7.7
Lee Mayberry,24,82,50,21.3,2.1,5.0,0.42200000000000004,0.9,2.2,0.40700000000000003,1.2,2.8,0.433,0.51,0.7,1.0,0.6990000000000001,0.3,0.7,1.0,3.4,0.6,0.0,1.3,1.5,5.8
Ed Pinckney,31,62,17,13.5,0.8,1.6,0.495,0.0,0.0,,0.8,1.6,0.495,0.495,0.7,1.0,0.71,1.0,2.4,3.4,0.3,0.5,0.3,0.4,1.0,2.3
Alton Lister,36,60,32,12.9,1.1,2.2,0.493,0.0,0.0,0.0,1.1,2.2,0.496,0.493,0.6,1.2,0.5,1.1,2.8,3.9,0.2,0.3,1.0,0.6,2.4,2.8
Eric Mobley,24,46,26,12.8,1.7,2.9,0.591,0.0,0.0,1.0,1.7,2.8,0.585,0.598,0.5,1.0,0.489,1.2,2.1,3.3,0.5,0.2,0.6,0.5,1.4,3.9
Jon Barry,25,52,0,11.6,1.1,2.6,0.425,0.3,0.9,0.33299999999999996,0.8,1.7,0.47700000000000004,0.485,1.2,1.5,0.763,0.3,0.7,0.9,1.6,0.6,0.1,0.8,1.0,3.7
Danny Young,32,7,0,11.0,1.3,2.4,0.529,0.7,1.7,0.41700000000000004,0.6,0.7,0.8,0.6759999999999999,0.1,0.1,1.0,0.1,0.6,0.7,1.7,0.6,0.0,0.6,1.1,3.4
Aaron Williams,23,15,0,4.8,0.5,1.6,0.33299999999999996,0.0,0.1,0.0,0.5,1.5,0.348,0.33299999999999996,0.5,0.8,0.667,0.3,0.9,1.3,0.0,0.1,0.4,0.5,0.9,1.6
Tate George,26,3,0,2.7,0.3,1.0,0.33299999999999996,0.0,0.3,0.0,0.3,0.7,0.5,0.33299999999999996,0.7,0.7,1.0,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.3,1.3
