PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Sidney Moncrief,24,80,80,37.3,7.0,13.3,0.523,0.0,0.2,0.071,6.9,13.1,0.529,0.524,5.9,7.2,0.8170000000000001,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8
Marques Johnson,25,60,52,31.7,6.7,12.7,0.532,0.0,0.1,0.0,6.7,12.6,0.534,0.532,3.0,4.3,0.7,2.6,3.5,6.1,3.6,1.0,0.6,2.4,2.4,16.5
Quinn Buckner,27,70,70,30.8,5.7,11.7,0.48200000000000004,0.1,0.2,0.267,5.6,11.5,0.486,0.484,1.6,2.4,0.655,1.1,2.5,3.6,4.7,2.5,0.0,2.6,3.1,12.9
Brian Winters,29,61,13,30.0,6.6,13.2,0.501,0.6,1.5,0.387,6.0,11.7,0.516,0.524,2.0,2.6,0.7879999999999999,0.8,2.0,2.8,4.1,0.9,0.1,1.9,3.1,15.9
Bob Lanier,33,74,72,26.8,5.5,9.9,0.5579999999999999,0.0,0.0,0.0,5.5,9.8,0.56,0.5579999999999999,2.5,3.3,0.752,1.2,4.0,5.2,3.0,1.0,0.8,2.2,2.9,13.5
Mickey Johnson,29,76,71,25.4,4.9,10.0,0.491,0.0,0.1,0.14300000000000002,4.9,9.9,0.495,0.49200000000000005,3.1,3.8,0.8009999999999999,1.8,4.2,6.0,2.8,0.9,0.6,2.5,3.2,12.9
Junior Bridgeman,28,41,4,22.5,5.1,10.6,0.483,0.1,0.2,0.444,5.0,10.3,0.483,0.48700000000000004,2.2,2.5,0.8640000000000001,0.9,2.1,3.0,2.7,0.7,0.1,1.6,2.2,12.5
Harvey Catchings,30,80,9,20.0,1.2,2.8,0.42,0.0,0.0,,1.2,2.8,0.42,0.42,0.5,0.9,0.594,1.6,2.8,4.5,1.2,0.5,1.7,1.2,3.0,2.9
Robert Smith,26,17,1,18.6,3.1,6.5,0.473,0.1,0.6,0.2,2.9,5.9,0.5,0.48200000000000004,0.6,0.7,0.833,0.1,0.8,0.8,2.6,0.6,0.1,0.8,2.1,6.8
Scott May,27,65,7,18.3,3.3,6.4,0.508,0.0,0.1,0.0,3.3,6.4,0.513,0.508,2.4,3.0,0.8240000000000001,1.3,2.0,3.4,2.0,0.8,0.1,1.4,2.3,9.0
Bob Dandridge,34,11,0,15.8,1.9,5.0,0.382,0.0,0.0,,1.9,5.0,0.382,0.382,0.9,1.5,0.588,0.4,1.2,1.5,1.2,0.5,0.2,1.0,2.3,4.7
Alton Lister,23,80,23,14.8,1.9,3.6,0.519,0.0,0.0,,1.9,3.6,0.519,0.519,0.8,1.5,0.52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,3.0,4.5
Pat Cummings,25,78,7,14.5,2.8,5.5,0.509,0.0,0.0,0.0,2.8,5.5,0.512,0.509,0.9,1.2,0.736,0.8,2.4,3.1,1.3,0.3,0.1,1.4,2.9,6.5
Mike Evans,26,14,0,14.0,1.7,3.6,0.47100000000000003,0.0,0.1,0.0,1.7,3.5,0.49,0.47100000000000003,0.6,0.9,0.667,0.2,0.6,0.9,1.6,0.6,0.0,1.1,1.9,4.0
Kevin Stacom,30,7,0,12.9,2.0,4.9,0.41200000000000003,0.1,0.3,0.5,1.9,4.6,0.406,0.426,0.1,0.3,0.5,0.3,0.7,1.0,1.0,0.1,0.0,1.3,0.9,4.3
Brad Holland,25,1,0,9.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
Geoff Crompton,26,35,1,5.8,0.3,0.9,0.344,0.0,0.0,,0.3,0.9,0.344,0.344,0.2,0.4,0.4,0.3,0.9,1.2,0.4,0.2,0.3,0.5,1.1,0.8
