Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2012,15,2592,MEM,Memphis Grizzlies,20.0,NBA,PG,28,237,3.3,0.4,0.21,0.19,1.0,6.5,3.7,19.3,1.6,0.0,27.1,20.5,-0.7,0.2,-0.5,-0.1,-6.8,-2.0,-8.8,-0.4
2013,15,2592,MEM,Memphis Grizzlies,21.0,NBA,PG,10,59,0.1,0.37,0.27,0.5,0.0,10.2,5.0,10.5,1.8,0.0,20.7,26.4,-0.3,0.1,-0.2,-0.14,-10.1,-2.3,-12.4,-0.2
