Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,30,520,WSB,Washington Bullets,Calbert Cheaney,1971-07-17,22.0,NBA,SG,65.0,21.0,1604.0,7.3,15.6,0.47,0.0,0.5,0.04,7.3,15.1,0.48,2.8,3.6,0.77,2.0,2.3,4.3,2.8,1.4,0.2,2.4,3.3,17.5
1995,30,520,WSB,Washington Bullets,Calbert Cheaney,1971-07-17,23.0,NBA,SG,78.0,71.0,2651.0,7.0,15.3,0.45,1.3,3.8,0.34,5.6,11.5,0.49,2.3,2.9,0.81,1.4,2.9,4.4,2.4,1.1,0.3,2.1,2.9,17.6
1996,30,520,WSB,Washington Bullets,Calbert Cheaney,1971-07-17,24.0,NBA,SF,70.0,70.0,2324.0,6.6,14.0,0.47,0.8,2.4,0.34,5.8,11.6,0.5,2.3,3.3,0.71,1.0,2.7,3.7,2.4,1.0,0.3,2.0,3.2,16.3
1997,30,520,WSB,Washington Bullets,Calbert Cheaney,1971-07-17,25.0,NBA,SG,79.0,79.0,2411.0,5.5,10.9,0.5,0.1,0.4,0.13,5.5,10.5,0.52,1.4,2.0,0.69,1.0,3.0,4.0,1.7,1.1,0.3,1.4,3.4,12.5
1998,30,520,WAS,Washington Wizards,Calbert Cheaney,1971-07-17,26.0,NBA,SG,82.0,82.0,2841.0,5.7,12.4,0.46,0.2,0.7,0.28,5.5,11.8,0.47,1.8,2.7,0.65,1.0,3.1,4.1,2.2,1.2,0.5,1.3,3.3,13.3
1999,30,520,WAS,Washington Wizards,Calbert Cheaney,1971-07-17,27.0,NBA,SG,50.0,18.0,1266.0,4.9,11.8,0.41,0.2,1.1,0.22,4.7,10.7,0.43,0.9,1.9,0.49,0.9,3.1,4.0,2.1,1.1,0.5,1.2,4.2,10.9
2000,2,520,BOS,Boston Celtics,Calbert Cheaney,1971-07-17,28.0,NBA,SG,67.0,19.0,1309.0,3.3,7.5,0.44,0.5,1.5,0.33,2.8,6.0,0.47,0.2,0.6,0.43,0.6,3.2,3.8,2.2,1.2,0.4,1.3,4.3,7.3
2001,8,520,DEN,Denver Nuggets,Calbert Cheaney,1971-07-17,29.0,NBA,SG,9.0,5.0,153.0,2.4,7.1,0.33,0.0,0.0,,2.4,7.1,0.33,0.2,0.5,0.5,1.2,3.5,4.7,2.1,0.9,0.5,1.2,3.3,4.9
2002,8,520,DEN,Denver Nuggets,Calbert Cheaney,1971-07-17,30.0,NBA,SG,68.0,47.0,1631.0,4.9,10.3,0.48,0.0,0.1,0.0,4.9,10.2,0.48,1.0,1.5,0.69,1.3,4.0,5.3,2.4,0.8,0.5,1.5,3.4,10.9
2003,29,520,UTA,Utah Jazz,Calbert Cheaney,1971-07-17,31.0,NBA,SG,81.0,74.0,2351.0,5.0,10.0,0.5,0.2,0.4,0.4,4.8,9.6,0.5,0.6,1.1,0.58,1.1,3.2,4.3,2.5,1.0,0.2,1.7,3.4,10.7
2004,10,520,GSW,Golden State Warriors,Calbert Cheaney,1971-07-17,32.0,NBA,SF,79.0,7.0,2067.0,4.8,10.1,0.48,0.0,0.2,0.0,4.8,9.9,0.49,0.8,1.3,0.61,1.3,3.2,4.5,2.4,1.0,0.2,1.5,3.2,10.5
2005,10,520,GSW,Golden State Warriors,Calbert Cheaney,1971-07-17,33.0,NBA,SG,55.0,5.0,951.0,4.3,10.0,0.43,0.0,0.1,0.0,4.3,9.9,0.43,0.9,1.4,0.65,1.2,3.5,4.7,2.4,0.6,0.6,1.3,3.6,9.5
2006,10,520,GSW,Golden State Warriors,Calbert Cheaney,1971-07-17,34.0,NBA,SF,42.0,0.0,448.0,3.4,8.7,0.39,0.0,0.6,0.0,3.4,8.0,0.42,0.6,0.6,1.0,1.6,3.3,4.9,1.5,1.0,0.2,1.4,3.1,7.4
