Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,3,3078,NJN,New Jersey Nets,David Wesley,1970-11-14,23.0,NBA,PG,60.0,0.0,542.0,4.3,11.6,0.37,0.7,3.1,0.23,3.5,8.4,0.42,2.9,3.5,0.83,0.7,2.3,2.9,8.2,2.5,0.3,3.5,3.1,12.2
1995,2,3078,BOS,Boston Celtics,David Wesley,1970-11-14,24.0,NBA,PG,51.0,36.0,1380.0,3.3,8.2,0.41,1.3,3.1,0.43,2.0,5.1,0.4,1.9,2.5,0.76,0.8,2.2,3.1,6.9,2.1,0.2,2.3,3.8,9.9
1996,2,3078,BOS,Boston Celtics,David Wesley,1970-11-14,25.0,NBA,PG,82.0,53.0,2104.0,5.8,12.6,0.46,2.0,4.7,0.43,3.8,7.9,0.48,3.7,4.9,0.75,1.2,3.4,4.5,6.7,1.7,0.2,2.7,3.5,17.3
1997,2,3078,BOS,Boston Celtics,David Wesley,1970-11-14,26.0,NBA,PG,74.0,73.0,2991.0,5.5,11.7,0.47,1.2,3.4,0.36,4.2,8.3,0.51,2.7,3.5,0.78,0.8,2.4,3.2,6.5,1.9,0.2,2.5,2.7,14.9
1998,4,3078,CHO,Charlotte Hornets,David Wesley,1970-11-14,27.0,NBA,PG,81.0,81.0,2845.0,4.8,10.9,0.44,0.7,2.2,0.35,4.1,8.8,0.47,2.9,3.6,0.8,0.6,2.1,2.7,6.7,1.8,0.4,2.9,2.9,13.3
1999,4,3078,CHO,Charlotte Hornets,David Wesley,1970-11-14,28.0,NBA,PG,50.0,50.0,1848.0,4.7,10.6,0.45,1.2,3.3,0.36,3.5,7.3,0.48,3.1,3.7,0.83,0.4,2.7,3.1,6.3,1.9,0.2,2.8,2.5,13.8
2000,4,3078,CHO,Charlotte Hornets,David Wesley,1970-11-14,29.0,NBA,PG,82.0,82.0,2760.0,5.3,12.5,0.43,1.1,3.2,0.36,4.2,9.2,0.45,2.8,3.6,0.78,0.5,2.4,2.9,6.0,1.4,0.1,2.1,2.4,14.6
2001,4,3078,CHO,Charlotte Hornets,David Wesley,1970-11-14,30.0,NBA,SG,82.0,82.0,3106.0,6.1,14.4,0.42,1.1,3.0,0.38,4.9,11.4,0.43,3.1,3.9,0.8,0.7,1.9,2.6,4.2,1.5,0.2,2.0,2.5,16.4
2002,4,3078,CHO,Charlotte Hornets,David Wesley,1970-11-14,31.0,NBA,SG,67.0,63.0,2487.0,5.3,13.2,0.4,1.2,3.7,0.33,4.0,9.5,0.43,2.0,2.7,0.73,0.6,1.4,2.1,3.4,1.1,0.2,1.7,2.1,13.8
2003,19,3078,NOH,New Orleans Hornets,David Wesley,1970-11-14,32.0,NBA,SG,73.0,73.0,2710.0,6.0,13.8,0.43,1.8,4.2,0.42,4.2,9.6,0.44,2.5,3.1,0.78,0.5,1.8,2.3,3.3,1.4,0.1,1.8,2.3,16.2
2004,19,3078,NOH,New Orleans Hornets,David Wesley,1970-11-14,33.0,NBA,SG,61.0,60.0,2001.0,5.6,14.4,0.39,1.7,5.1,0.32,3.9,9.3,0.42,2.5,3.3,0.75,0.5,1.9,2.4,3.1,1.3,0.3,1.8,2.6,15.3
2005,31,3078,TOT,Total After Trade,David Wesley,1970-11-14,34.0,NBA,SG,80.0,79.0,2774.0,4.3,10.9,0.4,1.5,4.1,0.38,2.8,6.8,0.41,2.1,2.5,0.86,0.5,2.5,3.0,3.4,1.2,0.1,1.5,2.8,12.3
2005,19,3078,NOH,New Orleans Hornets,David Wesley,1970-11-14,34.0,NBA,SG,26.0,26.0,934.0,5.1,13.2,0.39,1.1,3.1,0.35,4.0,10.1,0.4,2.6,2.9,0.88,0.5,2.8,3.3,4.2,1.3,0.0,2.1,2.5,13.9
2005,11,3078,HOU,Houston Rockets,David Wesley,1970-11-14,34.0,NBA,SG,54.0,53.0,1840.0,3.9,9.7,0.4,1.8,4.6,0.38,2.2,5.1,0.42,1.9,2.2,0.84,0.5,2.3,2.8,3.1,1.2,0.2,1.2,2.9,11.5
2006,11,3078,HOU,Houston Rockets,David Wesley,1970-11-14,35.0,NBA,SG,71.0,59.0,2372.0,3.4,8.5,0.4,1.5,4.1,0.36,1.9,4.4,0.44,2.3,2.8,0.81,0.4,2.3,2.7,3.1,0.9,0.1,1.8,3.2,10.7
2007,6,3078,CLE,Cleveland Cavaliers,David Wesley,1970-11-14,36.0,NBA,SG,35.0,5.0,352.0,2.3,7.7,0.29,0.9,3.9,0.24,1.3,3.8,0.35,2.0,2.9,0.71,0.3,3.3,3.6,3.8,1.2,0.4,1.7,3.3,7.5
