SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1995,5,CHI,Michael Jordan,31,10,10,42.0,12.0,24.8,0.48,1.1,3.0,0.37,10.9,21.8,0.5,0.51,6.4,7.9,0.81,2.0,4.5,6.5,4.5,2.3,1.4,4.1,3.0,31.5
1995,5,CHI,Scottie Pippen,29,10,10,39.6,5.8,13.1,0.44,1.4,3.8,0.37,4.4,9.3,0.47,0.5,4.8,7.1,0.68,2.4,6.2,8.6,5.8,1.4,1.0,2.7,4.0,17.8
1995,5,CHI,Toni Kukoc,26,10,10,37.2,5.3,11.1,0.48,1.4,3.2,0.44,3.9,7.9,0.49,0.54,1.8,2.6,0.69,2.0,4.8,6.8,5.7,1.0,0.2,1.9,2.3,13.8
1995,5,CHI,B.J. Armstrong,27,10,10,28.8,3.6,7.9,0.46,1.3,2.9,0.45,2.3,5.0,0.46,0.54,1.8,2.2,0.82,0.4,1.4,1.8,2.7,0.6,0.0,0.6,2.1,10.3
1995,5,CHI,Luc Longley,26,10,8,20.4,2.4,5.0,0.48,0.0,0.0,,2.4,5.0,0.48,0.48,0.8,1.0,0.8,0.6,2.6,3.2,1.1,0.7,0.5,1.0,4.1,5.6
1995,5,CHI,Steve Kerr,29,10,0,19.3,1.9,4.0,0.48,0.8,1.9,0.42,1.1,2.1,0.52,0.57,0.5,0.5,1.0,0.1,0.5,0.6,1.5,0.1,0.0,0.0,1.4,5.1
1995,5,CHI,Will Perdue,29,10,2,17.6,1.9,3.7,0.51,0.0,0.0,,1.9,3.7,0.51,0.51,1.2,2.1,0.57,1.8,3.0,4.8,0.6,0.1,0.3,1.0,2.7,5.0
1995,5,CHI,Bill Wennington,31,10,0,13.3,2.1,5.1,0.41,0.0,0.0,,2.1,5.1,0.41,0.41,0.6,0.6,1.0,1.2,1.6,2.8,0.3,0.3,0.3,0.8,3.2,4.8
1995,5,CHI,Jud Buechler,26,10,0,10.4,0.9,2.1,0.43,0.0,0.2,0.0,0.9,1.9,0.47,0.43,0.2,0.4,0.5,1.1,0.9,2.0,0.5,0.4,0.3,0.3,1.5,2.0
1995,5,CHI,Pete Myers,31,9,0,8.8,0.6,1.6,0.36,0.1,0.2,0.5,0.4,1.3,0.33,0.39,0.2,0.7,0.33,0.7,0.4,1.1,0.9,0.4,0.1,0.4,1.1,1.4
1995,5,CHI,Ron Harper,31,6,0,6.7,1.0,2.3,0.43,0.0,0.3,0.0,1.0,2.0,0.5,0.43,0.0,0.0,,0.3,0.7,1.0,0.7,0.5,0.2,0.2,1.0,2.0
1995,5,CHI,Corie Blount,26,8,0,2.5,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.1,0.5,0.6,0.0,0.0,0.0,0.1,0.6,0.0
