Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1997,2,2998,BOS,Boston Celtics,20.0,NBA,PF,82.0,2970.0,15.5,0.47,0.12,0.27,10.4,19.0,14.4,15.3,1.8,1.3,13.2,25.2,,0.0,1.7,1.7,0.03,,-0.3,-1.8,-2.1,-0.1
1998,2,2998,BOS,Boston Celtics,21.0,NBA,PF,82.0,3268.0,17.8,0.48,0.17,0.28,9.0,22.3,15.1,15.4,2.2,1.4,13.2,29.2,,0.8,4.0,4.7,0.07,,1.6,-1.0,0.6,2.2
1999,2,2998,BOS,Boston Celtics,22.0,NBA,PF,42.0,1549.0,17.0,0.48,0.24,0.28,7.5,18.9,13.0,15.2,2.1,1.3,12.6,27.2,,0.6,1.9,2.6,0.08,,1.6,-0.6,1.0,1.2
2001,2,2998,BOS,Boston Celtics,24.0,NBA,PF,81.0,3396.0,18.9,0.5,0.35,0.2,5.0,20.4,12.3,26.8,2.1,1.1,13.8,29.1,,2.7,3.8,6.6,0.09,,3.5,-0.5,3.0,4.3
2002,2,2998,BOS,Boston Celtics,25.0,NBA,PF,81.0,3406.0,17.1,0.49,0.38,0.19,4.7,18.6,11.5,22.8,1.9,0.9,12.1,27.8,,1.5,5.2,6.7,0.09,,2.2,0.0,2.2,3.6
2003,2,2998,BOS,Boston Celtics,26.0,NBA,PF,78.0,3235.0,14.6,0.47,0.38,0.18,3.4,16.7,9.9,23.3,1.9,0.8,13.4,27.9,,-1.6,4.2,2.6,0.04,,0.1,-0.6,-0.5,1.3
2004,7,2998,DAL,Dallas Mavericks,27.0,NBA,PF,82.0,2840.0,15.8,0.48,0.27,0.16,7.4,19.1,13.1,19.4,1.2,1.7,14.3,21.8,,2.4,1.5,3.9,0.07,,1.3,-0.8,0.5,1.8
2005,31,2998,TOT,Total After Trade,28.0,NBA,PF,77.0,2955.0,15.5,0.48,0.25,0.27,7.0,20.9,13.7,16.3,1.6,1.5,14.1,27.2,,-1.4,2.3,0.9,0.02,,0.8,-1.3,-0.4,1.2
2005,1,2998,ATL,Atlanta Hawks,28.0,NBA,PF,53.0,2128.0,15.5,0.47,0.26,0.29,6.6,21.4,13.6,16.8,1.6,1.2,13.8,27.9,,-1.1,1.3,0.2,0.0,,1.1,-1.4,-0.3,0.9
2005,2,2998,BOS,Boston Celtics,28.0,NBA,PF,24.0,827.0,15.4,0.49,0.2,0.22,8.1,19.6,14.0,15.0,1.6,2.4,14.9,25.5,,-0.3,1.0,0.7,0.04,,0.1,-0.8,-0.7,0.3
2006,16,2998,MIA,Miami Heat,29.0,NBA,PF,82.0,2199.0,14.4,0.52,0.43,0.14,5.8,16.3,11.3,12.8,1.1,1.0,13.6,23.2,,1.1,2.5,3.6,0.08,,1.1,-0.7,0.4,1.3
2007,16,2998,MIA,Miami Heat,30.0,NBA,PF,78.0,1818.0,9.6,0.46,0.46,0.16,6.1,15.7,11.0,12.1,1.4,0.7,16.5,22.3,,-2.3,2.0,-0.3,-0.01,,-2.5,-1.0,-3.6,-0.7
2008,18,2998,MIN,Minnesota Timberwolves,31.0,NBA,PF,46.0,892.0,11.4,0.46,0.5,0.18,7.1,15.0,10.9,8.0,1.9,0.7,10.2,22.8,,-0.5,0.5,0.1,0.0,,-0.8,-1.4,-2.2,-0.1
