Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,6,334,CLE,Cleveland Cavaliers,Terrell Brandon,"May 20, 1970",21.0,NBA,PG,12.0,157.0,8.7,0.41,0.06,0.07,3.2,12.7,8.2,29.1,1.0,0.4,16.2,19.6,-0.2,0.2,0.0,-0.01,-3.4,-1.1,-4.4,-0.1
1993,6,334,CLE,Cleveland Cavaliers,Terrell Brandon,"May 20, 1970",22.0,NBA,PG,8.0,132.0,13.3,0.51,0.11,0.2,3.7,12.2,7.9,21.1,2.9,1.5,21.9,22.4,-0.1,0.2,0.1,0.02,-0.4,0.5,0.2,0.1
1994,6,334,CLE,Cleveland Cavaliers,Terrell Brandon,"May 20, 1970",23.0,NBA,PG,3.0,56.0,21.1,0.64,0.0,0.16,2.1,7.3,4.5,19.3,1.0,0.0,4.7,17.9,0.2,0.0,0.2,0.14,4.2,-0.4,3.9,0.1
1996,6,334,CLE,Cleveland Cavaliers,Terrell Brandon,"May 20, 1970",25.0,NBA,PG,3.0,125.0,18.2,0.54,0.19,0.32,1.0,9.2,4.7,39.6,1.9,0.8,17.0,26.4,0.2,0.0,0.2,0.08,2.9,-0.4,2.5,0.1
1999,18,334,MIN,Minnesota Timberwolves,Terrell Brandon,"May 20, 1970",28.0,NBA,PG,4.0,161.0,22.4,0.52,0.07,0.19,1.3,20.9,10.6,36.7,3.2,0.9,15.8,25.8,0.2,0.2,0.5,0.14,3.6,3.0,6.6,0.4
2000,18,334,MIN,Minnesota Timberwolves,Terrell Brandon,"May 20, 1970",29.0,NBA,PG,4.0,162.0,23.3,0.57,0.18,0.18,3.2,16.8,9.7,40.7,1.1,0.0,10.5,23.4,0.6,0.1,0.7,0.2,6.2,0.1,6.2,0.3
2001,18,334,MIN,Minnesota Timberwolves,Terrell Brandon,"May 20, 1970",30.0,NBA,PG,4.0,153.0,15.3,0.48,0.14,0.05,1.4,11.3,6.2,35.2,1.4,1.1,11.2,22.0,0.1,0.2,0.2,0.07,2.3,-0.1,2.2,0.2
