Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,31.0,2298,TOT,Total After Trade,23.0,NBA,SG,78.0,1512.0,14.2,0.54,0.01,0.28,5.0,7.4,6.2,10.2,1.0,0.2,12.6,24.4,,1.6,1.0,2.6,0.08,,-0.5,-1.3,-1.9,0.1
1980,,2298,WSB,None,23.0,NBA,SG,50.0,971.0,14.0,0.53,0.01,0.25,5.0,6.9,5.9,10.8,0.9,0.2,11.7,24.2,,1.1,0.5,1.6,0.08,,-0.8,-1.3,-2.0,0.0
1980,3.0,2298,NJN,New Jersey Nets,23.0,NBA,SG,28.0,541.0,14.8,0.55,0.02,0.32,5.0,8.4,6.7,9.2,1.3,0.4,14.2,24.6,,0.6,0.5,1.0,0.09,,-0.1,-1.4,-1.5,0.1
1981,6.0,2298,CLE,Cleveland Cavaliers,24.0,NBA,SG,82.0,2269.0,14.3,0.55,0.03,0.28,4.2,8.0,6.0,11.8,1.4,0.4,13.2,22.1,,2.9,0.8,3.7,0.08,,-0.5,-1.1,-1.6,0.3
1982,31.0,2298,TOT,Total After Trade,25.0,NBA,SG,81.0,1183.0,13.0,0.5,0.06,0.22,5.5,8.9,7.1,13.7,1.4,0.4,10.6,21.2,,1.0,0.6,1.6,0.06,,-1.2,-1.0,-2.2,-0.1
1982,6.0,2298,CLE,Cleveland Cavaliers,25.0,NBA,SG,27.0,566.0,13.3,0.53,0.06,0.21,5.3,9.1,7.1,13.9,1.4,0.2,12.4,19.4,,0.6,0.1,0.7,0.06,,-0.5,-1.0,-1.5,0.1
1982,27.0,2298,SAS,San Antonio Spurs,25.0,NBA,SG,54.0,617.0,12.8,0.48,0.06,0.22,5.7,8.7,7.2,13.6,1.5,0.5,9.3,22.8,,0.4,0.4,0.9,0.07,,-1.9,-1.0,-2.8,-0.1
1983,27.0,2298,SAS,San Antonio Spurs,26.0,NBA,SG,62.0,599.0,13.0,0.49,0.05,0.21,7.4,7.9,7.6,13.6,2.3,0.7,14.4,22.7,,0.3,0.5,0.8,0.06,,-1.8,-0.4,-2.2,0.0
1984,31.0,2298,TOT,Total After Trade,27.0,NBA,SG,13.0,87.0,4.9,0.38,0.14,0.11,2.7,11.7,7.2,16.0,0.6,0.0,14.0,20.3,,-0.2,0.0,-0.1,-0.07,,-5.0,-0.9,-5.9,-0.1
1984,27.0,2298,SAS,San Antonio Spurs,27.0,NBA,SG,3.0,11.0,20.7,0.72,0.25,0.5,0.0,19.0,9.7,22.8,0.0,0.0,17.0,20.7,,0.0,0.0,0.0,0.21,,-3.8,0.0,-3.8,0.0
1984,7.0,2298,DAL,Dallas Mavericks,27.0,NBA,SG,10.0,76.0,2.6,0.33,0.13,0.06,3.1,10.7,6.9,15.0,0.6,0.0,13.6,20.2,,-0.2,0.0,-0.2,-0.11,,-5.1,-1.0,-6.2,-0.2
