Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1997,21.0,PHI,NBA,PG,76.0,3045.0,18.0,0.513,0.303,0.362,4.0,7.2,5.6,33.6,2.6,0.6,16.2,28.9,,3.1,1.0,4.1,0.065,,2.5,-1.6,0.9,2.2
1998,22.0,PHI,NBA,PG,80.0,3150.0,20.4,0.535,0.167,0.38,3.1,7.7,5.4,30.6,3.0,0.6,12.9,26.9,,6.3,2.8,9.0,0.138,,3.5,0.1,3.6,4.5
1999,23.0,PHI,NBA,SG,48.0,1990.0,22.2,0.508,0.188,0.449,3.8,10.1,6.9,24.2,3.0,0.3,11.7,32.6,,4.3,2.9,7.2,0.173,,5.1,0.6,5.7,3.9
2001,25.0,PHI,NBA,SG,71.0,2979.0,24.0,0.518,0.169,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,,7.3,4.5,11.8,0.19,,5.0,1.1,6.1,6.1
2002,26.0,PHI,NBA,SG,60.0,2622.0,21.9,0.489,0.161,0.351,1.9,9.6,5.8,27.6,3.5,0.4,11.0,37.8,,2.6,4.3,6.9,0.126,,3.9,0.8,4.8,4.5
2003,27.0,PHI,NBA,SG,82.0,3485.0,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,,5.0,4.2,9.2,0.127,,3.3,0.2,3.5,4.8
2004,28.0,PHI,NBA,SG,48.0,2040.0,19.3,0.478,0.177,0.404,2.0,8.2,5.1,34.4,3.1,0.2,13.6,35.3,,0.5,2.3,2.8,0.066,,2.7,-0.6,2.1,2.1
2005,29.0,PHI,NBA,PG,75.0,3174.0,23.2,0.532,0.186,0.432,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35.0,,5.3,3.7,9.0,0.136,,4.2,0.0,4.2,5.0
2006,30.0,PHI,NBA,PG,72.0,3103.0,25.9,0.543,0.122,0.455,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,,8.8,1.8,10.6,0.165,,5.8,-1.0,4.8,5.3
2007,31.0,TOT,NBA,"PG,SG",65.0,2761.0,19.6,0.54,0.15,0.465,1.0,6.9,4.0,29.6,2.2,0.3,14.5,29.3,,4.0,2.2,6.2,0.108,,2.6,-0.8,1.8,2.6
2007,31.0,PHI,NBA,PG,15.0,640.0,23.5,0.529,0.145,0.475,1.3,6.4,3.8,34.0,2.7,0.1,13.0,36.7,,1.0,0.5,1.6,0.119,,4.9,-1.0,3.9,1.0
2007,31.0,DEN,NBA,SG,50.0,2121.0,18.4,0.545,0.152,0.46,0.9,7.1,4.0,28.3,2.1,0.4,15.1,27.1,,2.9,1.7,4.6,0.105,,1.9,-0.8,1.1,1.7
2008,32.0,DEN,NBA,SG,82.0,3424.0,20.9,0.567,0.177,0.512,1.5,6.1,3.8,27.4,2.2,0.2,11.4,26.7,,8.9,2.8,11.6,0.163,,3.4,-0.7,2.7,4.0
2009,33.0,TOT,NBA,"PG,SG",57.0,2093.0,15.8,0.504,0.119,0.416,1.7,8.2,4.9,23.1,2.3,0.2,12.9,25.7,,0.9,1.9,2.9,0.066,,0.2,0.0,0.2,1.1
2009,33.0,DEN,NBA,SG,3.0,123.0,15.2,0.549,0.2,0.625,2.9,4.6,3.8,25.9,1.2,0.6,16.4,22.1,,0.2,0.1,0.2,0.087,,1.8,-1.5,0.3,0.1
2009,33.0,DET,NBA,PG,54.0,1970.0,15.9,0.502,0.115,0.406,1.6,8.4,5.0,23.0,2.4,0.2,12.7,25.9,,0.8,1.9,2.7,0.065,,0.1,0.1,0.2,1.1
2010,34.0,TOT,NBA,"PG,SG",28.0,865.0,13.4,0.515,0.079,0.415,2.1,8.7,5.4,21.0,1.2,0.2,14.6,23.0,,0.5,0.2,0.7,0.037,,-1.0,-1.9,-3.0,-0.2
2010,34.0,MEM,NBA,PG,3.0,67.0,16.9,0.591,0.038,0.462,1.7,5.2,3.5,28.0,0.8,0.0,18.3,25.0,,0.1,0.0,0.1,0.074,,1.3,-2.7,-1.4,0.0
2010,34.0,PHI,NBA,SG,25.0,798.0,13.1,0.508,0.083,0.41,2.2,9.0,5.5,20.4,1.2,0.2,14.3,22.8,,0.4,0.2,0.6,0.034,,-1.2,-1.9,-3.1,-0.2
