Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,23,1308,PHI,Philadelphia 76Ers,19.0,NBA,PG,73.0,1767.0,12.3,0.53,0.31,0.16,3.7,9.1,6.4,24.4,2.3,0.8,21.9,18.4,0.2,1.0,1.2,0.03,-1.1,-0.6,-1.7,0.1
2011,23,1308,PHI,Philadelphia 76Ers,20.0,NBA,PG,82.0,2901.0,15.4,0.52,0.22,0.21,2.7,10.5,6.6,29.0,2.2,0.8,16.7,20.8,2.2,3.5,5.7,0.09,0.4,0.4,0.8,2.0
2012,23,1308,PHI,Philadelphia 76Ers,21.0,NBA,PG,65.0,2196.0,14.7,0.5,0.2,0.14,2.9,7.9,5.4,21.6,2.5,0.6,13.2,21.8,0.9,3.3,4.2,0.09,-0.5,0.9,0.4,1.3
2013,23,1308,PHI,Philadelphia 76Ers,22.0,NBA,PG,78.0,2926.0,16.7,0.5,0.19,0.19,3.3,9.5,6.4,36.5,2.2,0.9,17.3,26.6,0.6,2.7,3.3,0.06,1.2,-0.7,0.5,1.9
2014,19,1308,NOP,New Orleans Pelicans,23.0,NBA,PG,34.0,1143.0,17.1,0.5,0.17,0.14,2.8,11.8,7.2,38.9,2.6,0.9,17.9,23.3,0.8,0.7,1.5,0.06,1.2,-0.9,0.4,0.7
2015,19,1308,NOP,New Orleans Pelicans,24.0,NBA,PG,40.0,1303.0,18.8,0.52,0.25,0.14,2.8,9.0,5.9,34.9,2.5,1.3,13.8,23.1,2.3,1.1,3.4,0.12,2.5,0.3,2.8,1.6
2016,19,1308,NOP,New Orleans Pelicans,25.0,NBA,PG,65.0,1831.0,19.7,0.53,0.28,0.23,1.6,10.5,5.9,37.3,2.4,1.0,14.0,28.9,2.2,1.2,3.4,0.09,2.7,-0.6,2.1,1.9
2017,19,1308,NOP,New Orleans Pelicans,26.0,NBA,PG,67.0,2190.0,17.1,0.53,0.32,0.19,2.2,10.6,6.4,35.9,2.2,1.6,16.7,23.5,1.3,2.6,3.8,0.08,1.0,0.2,1.3,1.8
2018,19,1308,NOP,New Orleans Pelicans,27.0,NBA,SG,81.0,2927.0,17.8,0.57,0.29,0.19,2.4,10.8,6.8,24.9,2.0,1.7,13.6,23.1,4.2,2.9,7.1,0.12,1.3,0.3,1.6,2.7
2019,19,1308,NOP,New Orleans Pelicans,28.0,NBA,SG,67.0,2402.0,19.4,0.56,0.31,0.23,3.3,11.0,7.2,31.8,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.11,3.1,-0.1,3.0,3.1
2020,19,1308,NOP,New Orleans Pelicans,29.0,NBA,SG,61.0,2117.0,17.0,0.54,0.34,0.18,3.8,10.9,7.3,29.1,2.2,1.9,14.5,24.5,2.0,1.9,3.9,0.09,1.6,0.2,1.8,2.0
2021,17,1308,MIL,Milwaukee Bucks,30.0,NBA,PG,21.0,692.0,19.0,0.58,0.38,0.14,4.1,11.4,7.9,21.1,2.8,1.7,10.4,19.7,1.6,0.9,2.5,0.17,2.1,0.9,3.0,0.9
