Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,12,690,IND,Indiana Pacers,24.0,NBA,PG,82.0,,2912.0,7.8,18.3,0.43,0.1,0.7,0.1,7.8,17.6,0.44,4.8,5.6,0.86,1.6,2.0,3.6,6.9,1.7,0.4,3.2,2.8,20.5,,106.0,110.0
1981,12,690,IND,Indiana Pacers,25.0,NBA,PG,76.0,,2536.0,8.0,17.2,0.46,0.1,0.6,0.12,7.9,16.6,0.48,4.5,5.6,0.8,1.1,2.1,3.2,9.0,1.8,0.3,3.1,3.4,20.5,,110.0,109.0
1982,12,690,IND,Indiana Pacers,26.0,NBA,SG,82.0,70.0,2664.0,9.8,21.0,0.47,0.1,0.5,0.18,9.7,20.6,0.47,5.7,7.2,0.8,1.3,1.9,3.2,6.3,1.4,0.2,3.4,3.2,25.5,,106.0,109.0
1983,1,690,ATL,Atlanta Hawks,27.0,NBA,SG,53.0,33.0,1465.0,8.5,18.8,0.46,0.2,0.6,0.28,8.4,18.2,0.46,5.4,6.8,0.8,1.2,3.0,4.2,10.4,1.4,0.2,3.8,3.3,22.7,,107.0,107.0
1984,1,690,ATL,Atlanta Hawks,28.0,NBA,PG,75.0,72.0,2079.0,8.6,19.4,0.44,0.0,0.2,0.0,8.6,19.2,0.45,5.3,6.2,0.85,1.3,2.1,3.4,7.9,1.5,0.1,3.2,3.5,22.4,,106.0,111.0
1985,6,690,CLE,Cleveland Cavaliers,29.0,NBA,PG,76.0,30.0,1920.0,8.3,19.4,0.43,0.3,1.1,0.26,8.0,18.3,0.44,6.3,7.4,0.85,0.9,2.1,2.9,10.4,1.1,0.1,3.7,3.3,23.1,,108.0,113.0
1986,31,690,TOT,Total After Trade,30.0,NBA,SG,66.0,7.0,1014.0,6.9,16.1,0.43,0.1,0.6,0.23,6.8,15.5,0.44,5.5,6.5,0.86,0.4,2.2,2.6,10.2,1.7,0.2,3.7,3.6,19.6,,107.0,110.0
1986,6,690,CLE,Cleveland Cavaliers,30.0,NBA,SG,39.0,0.0,612.0,7.9,18.3,0.43,0.2,0.8,0.18,7.7,17.4,0.44,5.2,6.1,0.85,0.5,2.3,2.8,8.1,1.9,0.3,3.1,3.4,21.1,,105.0,111.0
1986,1,690,ATL,Atlanta Hawks,30.0,NBA,SG,27.0,7.0,402.0,5.5,12.8,0.43,0.1,0.2,0.5,5.4,12.5,0.43,6.1,7.0,0.86,0.2,2.0,2.3,13.4,1.6,0.0,4.5,3.8,17.2,,109.0,110.0
