Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1995,21,SEA,Seattle Supersonics,17,Vincent Askew,SG,6-6,210,1966-02-28,US,5,Memphis
1995,21,SEA,Seattle Supersonics,24,Bill Cartwright,C,7-1,245,1957-07-30,US,14,San Francisco
1995,21,SEA,Seattle Supersonics,13,Kendall Gill,SG,6-5,195,1968-05-25,US,4,Illinois
1995,21,SEA,Seattle Supersonics,21,Byron Houston,PF,6-5,250,1969-11-22,US,2,Oklahoma State
1995,21,SEA,Seattle Supersonics,50,Ervin Johnson,C,6-11,245,1967-12-21,US,1,New Orleans
1995,21,SEA,Seattle Supersonics,40,Shawn Kemp,PF,6-10,230,1969-11-26,US,5,Trinity Valley CC
1995,21,SEA,Seattle Supersonics,45,Rich King,C,7-2,260,1969-04-04,US,3,Nebraska
1995,21,SEA,Seattle Supersonics,30,Sarunas Marciulionis,SG,6-5,200,1964-06-13,LT,4,
1995,21,SEA,Seattle Supersonics,10,Nate McMillan,PG,6-5,195,1964-08-03,US,8,NC State
1995,21,SEA,Seattle Supersonics,20,Gary Payton,PG,6-4,180,1968-07-23,US,4,Oregon State
1995,21,SEA,Seattle Supersonics,14,Sam Perkins,C,6-9,235,1961-06-14,US,10,UNC
1995,21,SEA,Seattle Supersonics,55,Steve Scheffler,C,6-9,250,1967-09-03,US,4,Purdue
1995,21,SEA,Seattle Supersonics,11,Detlef Schrempf,SF,6-10,235,1963-01-21,DE,9,Washington
1995,21,SEA,Seattle Supersonics,34,Dontonio Wingfield,SF,6-8,256,1974-06-23,US,R,Cincinnati
