PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Moses Malone,27,13,524,25.7,0.5870000000000001,0.004,0.511,15.3,28.2,21.9,6.1,1.8,2.8,12.2,26.0,,1.6,1.2,2.8,0.26,,6.8,-0.4,6.4,1.1
Julius Erving,32,13,493,16.0,0.496,0.005,0.322,7.4,14.8,11.2,13.3,1.5,3.2,13.9,23.6,,0.3,0.8,1.2,0.113,,2.6,0.3,2.9,0.6
Maurice Cheeks,26,13,483,17.3,0.5489999999999999,0.012,0.38799999999999996,2.6,6.3,4.5,27.2,2.7,0.2,15.0,19.6,,0.9,0.6,1.6,0.155,,4.0,0.2,4.1,0.7
Andrew Toney,25,12,357,15.5,0.525,0.027000000000000003,0.373,3.5,5.2,4.4,24.9,1.5,0.2,17.3,30.4,,0.3,0.4,0.6,0.083,,2.0,-2.2,-0.2,0.2
Bobby Jones,31,12,324,15.9,0.593,0.013000000000000001,0.256,6.7,13.1,10.0,14.4,2.3,3.2,17.2,13.5,,0.5,0.6,1.1,0.16399999999999998,,3.7,2.5,6.3,0.7
Clint Richardson,26,13,319,9.6,0.486,0.0,0.205,5.0,8.5,6.8,9.6,2.3,0.5,13.4,13.6,,0.2,0.4,0.6,0.092,,-0.5,0.8,0.3,0.2
Marc Iavaroni,26,13,283,10.4,0.5589999999999999,0.0,0.34600000000000003,8.9,13.4,11.2,8.8,1.4,1.4,17.8,10.7,,0.3,0.4,0.7,0.115,,0.5,0.7,1.2,0.2
Clemon Johnson,26,12,202,8.4,0.493,0.0,0.08199999999999999,11.9,11.8,11.9,4.7,1.0,1.4,19.1,12.9,,0.0,0.3,0.3,0.06,,-1.1,-1.1,-2.2,0.0
Franklin Edwards,23,12,101,14.6,0.507,0.0,0.531,2.3,7.5,5.0,22.9,2.4,0.0,13.2,18.8,,0.2,0.1,0.3,0.139,,1.6,0.3,1.9,0.1
Reggie Johnson,25,5,32,3.0,0.615,0.0,0.5,0.0,0.0,0.0,11.7,1.5,0.0,38.1,10.3,,0.0,0.0,0.0,0.01,,-3.3,0.1,-3.2,0.0
Earl Cureton,25,5,25,-1.3,0.25,0.0,0.0,0.0,21.7,11.2,4.9,4.0,0.0,42.9,11.7,,-0.1,0.1,0.0,-0.095,,-8.8,1.4,-7.4,0.0
Mark McNamara,23,2,2,85.2,1.0,0.0,0.0,0.0,54.3,27.9,0.0,0.0,0.0,0.0,41.6,,0.1,0.0,0.1,1.486,,38.3,9.2,47.6,0.0
