SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1983,8,DEN,Kiki Vandeweghe,24,8,317,20.1,0.59,0.02,0.31,1.8,14.7,8.0,14.8,0.6,1.1,6.2,23.7,,0.8,0.1,0.9,0.14,,3.6,-0.2,3.4,0.4
1983,8,DEN,T.R. Dunn,27,8,300,8.1,0.46,0.0,0.2,8.5,17.2,12.7,7.4,1.8,0.5,23.9,7.6,,0.0,0.2,0.2,0.03,,-2.3,1.0,-1.3,0.1
1983,8,DEN,Alex English,29,7,270,18.4,0.52,0.01,0.35,7.0,9.0,8.0,21.9,0.6,1.3,10.8,27.9,,0.4,0.1,0.5,0.08,,2.7,-0.7,2.0,0.3
1983,8,DEN,Dan Issel,34,8,227,22.4,0.55,0.01,0.21,5.4,20.0,12.5,16.9,1.7,1.1,6.3,27.1,,0.5,0.2,0.7,0.14,,3.8,0.9,4.7,0.4
1983,8,DEN,Mike Evans,27,8,183,11.4,0.53,0.14,0.23,1.0,9.4,5.1,27.3,1.2,0.0,21.3,21.9,,-0.1,0.0,-0.1,-0.02,,-2.1,-1.1,-3.3,-0.1
1983,8,DEN,Danny Schayes,23,8,163,9.8,0.57,0.0,0.35,6.4,18.0,12.0,10.4,0.5,1.5,25.5,15.8,,0.0,0.1,0.1,0.02,,-4.0,0.4,-3.5,-0.1
1983,8,DEN,Bill Hanzlik,25,8,157,9.5,0.47,0.04,0.34,1.8,14.2,7.8,16.1,1.7,1.6,16.1,16.9,,-0.1,0.1,0.0,0.01,,-4.4,1.4,-3.1,0.0
1983,8,DEN,Rob Williams,21,7,134,11.3,0.5,0.06,0.13,1.4,8.3,4.7,35.5,2.6,0.4,25.0,22.0,,-0.1,0.1,-0.1,-0.02,,-3.7,0.1,-3.6,-0.1
1983,8,DEN,Billy McKinney,27,8,113,15.4,0.57,0.0,0.39,4.2,7.2,5.6,21.9,0.8,0.0,11.5,20.9,,0.2,0.0,0.2,0.09,,-0.2,-0.7,-0.9,0.0
1983,8,DEN,Glen Gondrezick,27,6,66,9.1,0.38,0.0,0.1,17.3,12.2,14.8,7.1,0.0,0.7,4.8,12.2,,0.0,0.0,0.0,0.03,,-1.4,-2.3,-3.7,0.0
1983,8,DEN,Dave Robisch,33,3,22,2.9,0.13,0.0,0.29,12.9,27.6,20.0,5.0,0.0,2.2,0.0,13.9,,-0.1,0.0,-0.1,-0.13,,-6.2,-2.7,-8.9,0.0
1983,8,DEN,James Ray,25,3,18,-2.3,0.19,0.0,0.67,5.3,11.2,8.2,0.0,0.0,2.7,0.0,16.7,,-0.1,0.0,-0.1,-0.19,,-10.2,-3.8,-14.0,-0.1
