SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2008,14,LAL,Kobe Bryant,29.0,82.0,3192.0,0.46,0.49,0.36,0.5,0.84,0.58,0.44,0.25,100.0,101.0,100.0,101.0,111.0,107.0,143.0,111.0,18.8,144.2
2008,14,LAL,Lamar Odom,28.0,77.0,2921.0,0.52,0.57,0.27,0.54,0.7,0.58,0.41,0.14,115.0,117.0,76.0,109.0,92.0,108.0,135.0,64.0,74.1,79.1
2008,14,LAL,Derek Fisher,33.0,82.0,2249.0,0.44,0.45,0.41,0.51,0.88,0.56,0.24,0.36,95.0,94.0,112.0,102.0,117.0,103.0,79.0,160.0,17.0,27.1
2008,14,LAL,Jordan Farmar,21.0,82.0,1690.0,0.46,0.55,0.37,0.55,0.68,0.56,0.12,0.49,101.0,113.0,103.0,111.0,90.0,104.0,40.0,219.0,68.3,30.1
2008,14,LAL,Sasha VujaAiA,23.0,72.0,1279.0,0.45,0.48,0.44,0.58,0.84,0.6,0.19,0.56,99.0,98.0,121.0,116.0,111.0,112.0,62.0,252.0,76.5,67.9
2008,14,LAL,Vladimir RadmanoviA,27.0,65.0,1483.0,0.45,0.51,0.41,0.56,0.8,0.58,0.15,0.54,99.0,105.0,112.0,113.0,106.0,108.0,49.0,241.0,56.3,39.9
2008,14,LAL,Luke Walton,27.0,74.0,1729.0,0.45,0.48,0.33,0.48,0.71,0.51,0.23,0.18,98.0,98.0,92.0,96.0,94.0,94.0,75.0,79.0,-17.5,-33.3
2008,14,LAL,Ronny Turiaf,25.0,78.0,1458.0,0.47,0.48,0.0,0.47,0.75,0.54,0.47,0.0,104.0,98.0,,95.0,100.0,100.0,153.0,1.0,-18.9,-1.4
2008,14,LAL,Pau Gasol,27.0,27.0,918.0,0.59,0.59,0.0,0.59,0.79,0.64,0.44,0.0,129.0,122.0,,118.0,104.0,118.0,144.0,1.0,60.7,78.3
2008,14,LAL,Andrew Bynum,20.0,35.0,1008.0,0.64,0.64,,0.64,0.7,0.66,0.4,0.0,139.0,131.0,,128.0,92.0,122.0,130.0,,82.5,83.0
2008,14,LAL,Trevor Ariza,22.0,24.0,431.0,0.52,0.56,0.33,0.55,0.68,0.59,0.57,0.14,115.0,115.0,92.0,110.0,90.0,110.0,187.0,64.0,10.5,14.0
2008,14,LAL,Kwame Brown,25.0,23.0,509.0,0.52,0.52,,0.52,0.41,0.5,0.62,0.0,113.0,106.0,,103.0,54.0,93.0,203.0,,3.5,-9.7
2008,14,LAL,Chris Mihm,28.0,23.0,278.0,0.34,0.34,,0.34,0.67,0.38,0.28,0.0,74.0,70.0,,68.0,88.0,71.0,93.0,,-30.5,-33.5
2008,14,LAL,Javaris Crittenton,20.0,22.0,171.0,0.49,0.5,0.33,0.5,0.68,0.55,0.53,0.06,107.0,103.0,92.0,101.0,90.0,102.0,173.0,25.0,0.3,1.4
2008,14,LAL,D.J. Mbenga,27.0,26.0,196.0,0.49,0.49,,0.49,0.4,0.49,0.16,0.0,108.0,102.0,,99.0,53.0,91.0,54.0,,-0.7,-6.7
2008,14,LAL,Maurice Evans,29.0,7.0,96.0,0.32,0.38,0.14,0.34,0.8,0.45,0.54,0.25,70.0,79.0,39.0,68.0,106.0,83.0,175.0,113.0,-8.9,-6.4
2008,14,LAL,Coby Karl,24.0,17.0,71.0,0.35,0.38,0.31,0.42,0.8,0.49,0.38,0.5,76.0,79.0,85.0,85.0,106.0,91.0,126.0,225.0,-3.9,-2.8
2008,14,LAL,Brian Cook,27.0,6.0,70.0,0.19,0.18,0.2,0.24,1.0,0.31,0.19,0.48,42.0,38.0,55.0,48.0,132.0,57.0,62.0,214.0,-10.9,-10.6
2008,14,LAL,Ira Newble,33.0,6.0,31.0,0.33,0.29,0.5,0.39,,0.39,0.0,0.22,73.0,59.0,138.0,78.0,,72.0,,100.0,-2.0,-2.7
2008,14,LAL,Team,,,,0.47,0.5,0.38,0.52,0.78,0.57,0.32,0.28,103.0,104.0,105.0,105.0,104.0,105.0,104.0,126.0,322.6,400.4
2008,14,LAL,League Average,,,,0.46,0.48,0.36,0.5,0.76,0.54,0.31,0.22,,,,,,,,,,
