SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2008,13,LAC,Corey Maggette,28.0,70.0,2502.0,0.46,0.48,0.38,0.5,0.81,0.6,0.68,0.2,100.0,98.0,106.0,100.0,108.0,110.0,223.0,91.0,-0.8,142.8
2008,13,LAC,Al Thornton,24.0,79.0,2158.0,0.43,0.45,0.33,0.45,0.74,0.5,0.33,0.15,94.0,92.0,91.0,91.0,98.0,93.0,108.0,67.0,-75.5,-73.0
2008,13,LAC,Cuttino Mobley,32.0,77.0,2702.0,0.43,0.46,0.35,0.47,0.82,0.51,0.23,0.22,95.0,94.0,96.0,95.0,108.0,95.0,75.0,99.0,-44.5,-50.6
2008,13,LAC,Chris Kaman,25.0,56.0,2083.0,0.48,0.49,0.0,0.48,0.76,0.54,0.38,0.01,106.0,100.0,,97.0,101.0,100.0,124.0,3.0,-20.4,-4.3
2008,13,LAC,Tim Thomas,30.0,63.0,1940.0,0.41,0.48,0.31,0.47,0.75,0.5,0.22,0.38,90.0,99.0,85.0,95.0,100.0,93.0,71.0,173.0,-36.3,-54.5
2008,13,LAC,Sam Cassell,38.0,38.0,975.0,0.46,0.49,0.26,0.47,0.89,0.54,0.3,0.13,100.0,100.0,72.0,95.0,118.0,99.0,97.0,60.0,-19.9,-4.9
2008,13,LAC,Josh Powell,25.0,64.0,1228.0,0.46,0.46,0.0,0.46,0.72,0.5,0.28,0.01,101.0,96.0,,93.0,96.0,92.0,90.0,4.0,-23.4,-28.7
2008,13,LAC,Dan Dickau,29.0,67.0,1040.0,0.42,0.47,0.33,0.48,0.83,0.53,0.28,0.36,92.0,97.0,92.0,96.0,110.0,98.0,91.0,164.0,-10.5,-6.8
2008,13,LAC,Brevin Knight,32.0,74.0,1674.0,0.4,0.41,0.0,0.4,0.87,0.45,0.21,0.02,88.0,85.0,,81.0,116.0,84.0,68.0,8.0,-64.2,-65.3
2008,13,LAC,Quinton Ross,26.0,76.0,1505.0,0.39,0.39,0.43,0.4,0.67,0.43,0.18,0.06,86.0,80.0,118.0,81.0,88.0,80.0,59.0,28.0,-62.3,-79.5
2008,13,LAC,Elton Brand,28.0,8.0,274.0,0.46,0.46,,0.46,0.79,0.52,0.41,0.0,100.0,94.0,,92.0,104.0,97.0,135.0,,-9.4,-4.5
2008,13,LAC,Smush Parker,26.0,19.0,409.0,0.36,0.46,0.22,0.41,0.67,0.43,0.18,0.42,79.0,95.0,61.0,82.0,88.0,80.0,60.0,187.0,-23.3,-29.9
2008,13,LAC,Nick Fazekas,22.0,22.0,260.0,0.57,0.59,0.0,0.57,0.68,0.59,0.29,0.03,125.0,121.0,,115.0,90.0,110.0,93.0,12.0,11.4,9.3
2008,13,LAC,Ruben Patterson,32.0,20.0,327.0,0.45,0.46,0.0,0.45,0.56,0.49,0.5,0.02,99.0,96.0,,91.0,74.0,90.0,163.0,10.0,-7.6,-11.4
2008,13,LAC,Aaron Williams,36.0,30.0,297.0,0.49,0.49,,0.49,0.78,0.54,0.33,0.0,107.0,101.0,,99.0,103.0,100.0,107.0,,-0.7,0.0
2008,13,LAC,Paul Davis,23.0,22.0,194.0,0.37,0.37,,0.37,0.6,0.39,0.15,0.0,81.0,76.0,,74.0,79.0,72.0,50.0,,-16.7,-21.0
2008,13,LAC,Richie Frahm,30.0,10.0,163.0,0.37,0.45,0.28,0.44,0.0,0.43,0.04,0.46,81.0,93.0,77.0,87.0,,79.0,12.0,208.0,-6.7,-12.3
2008,13,LAC,Marcus Williams,21.0,10.0,34.0,0.26,0.26,,0.26,,0.26,0.0,0.0,58.0,54.0,,53.0,,49.0,,,-8.9,-10.5
2008,13,LAC,Andre Barrett,25.0,4.0,25.0,0.4,0.5,0.33,0.5,0.5,0.51,0.4,0.6,87.0,103.0,92.0,101.0,66.0,94.0,131.0,270.0,0.0,-0.4
2008,13,LAC,Guillermo DAaz,22.0,6.0,18.0,0.25,0.33,0.0,0.25,0.6,0.4,1.25,0.25,55.0,69.0,,50.0,79.0,75.0,408.0,113.0,-2.0,-1.7
2008,13,LAC,Team,,,,0.44,0.46,0.33,0.46,0.78,0.52,0.35,0.17,96.0,94.0,92.0,93.0,103.0,96.0,113.0,75.0,-380.9,-271.2
2008,13,LAC,League Average,,,,0.46,0.48,0.36,0.5,0.76,0.54,0.31,0.22,,,,,,,,,,
