Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1999,26,1427,SAC,Sacramento Kings,Jerome James,"November 17, 1975",23.0,NBA,C,1.0,0.0,4.0,13.5,27.0,0.5,0.0,0.0,,13.5,27.0,0.5,40.5,54.0,0.75,13.5,13.5,27.0,0.0,0.0,0.0,13.5,13.5,67.5,114.0,103.0
2002,21,1427,SEA,Seattle Supersonics,Jerome James,"November 17, 1975",26.0,NBA,C,5.0,1.0,70.0,7.3,18.6,0.39,0.0,0.0,,7.3,18.6,0.39,0.0,1.6,0.0,3.2,6.5,9.7,3.2,0.0,4.0,3.2,14.6,14.6,79.0,112.0
2005,21,1427,SEA,Seattle Supersonics,Jerome James,"November 17, 1975",29.0,NBA,C,11.0,11.0,295.0,10.5,20.4,0.51,0.0,0.0,,10.5,20.4,0.51,4.2,5.5,0.77,6.1,7.7,13.8,0.9,1.1,3.7,2.6,8.8,25.1,116.0,110.0
