Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2008,22.0,CHA,NBA,PF,73.0,1384.0,13.6,0.528,0.118,0.339,10.0,13.8,11.9,9.3,2.1,0.5,11.1,14.9,,1.8,1.1,2.9,0.1,,-0.7,0.0,-0.7,0.4
2009,23.0,TOT,NBA,SF,68.0,1155.0,13.5,0.562,0.26,0.368,8.7,12.3,10.5,7.1,2.5,0.5,11.5,14.6,,1.6,1.1,2.7,0.114,,-0.1,0.3,0.2,0.7
2009,23.0,CHA,NBA,SF,20.0,427.0,10.6,0.507,0.083,0.25,7.3,9.8,8.6,7.3,2.3,0.4,8.6,12.9,,0.3,0.5,0.8,0.094,,-1.8,1.4,-0.4,0.2
2009,23.0,PHO,NBA,SF,48.0,728.0,15.2,0.588,0.349,0.429,9.5,13.7,11.7,7.0,2.7,0.6,12.8,15.6,,1.3,0.6,1.9,0.126,,0.9,-0.3,0.6,0.5
2010,24.0,PHO,NBA,SF,82.0,1991.0,13.6,0.612,0.535,0.282,5.9,9.8,8.0,7.9,2.0,0.6,11.0,13.7,,4.0,1.3,5.3,0.129,,1.4,0.7,2.1,2.1
2011,25.0,PHO,NBA,SF,82.0,2140.0,15.6,0.598,0.402,0.347,6.0,11.2,8.6,7.6,2.1,0.7,9.6,16.9,,4.2,1.4,5.6,0.126,,1.5,0.2,1.8,2.0
2012,26.0,PHO,NBA,SG,65.0,2020.0,15.4,0.575,0.325,0.255,5.4,11.4,8.4,8.8,1.3,0.7,9.1,17.7,,4.0,1.1,5.1,0.121,,1.6,-0.4,1.2,1.7
2013,27.0,PHO,NBA,SF,79.0,2170.0,14.9,0.582,0.405,0.242,4.1,8.9,6.4,14.9,1.8,0.3,12.0,17.2,,3.9,0.9,4.8,0.106,,1.0,-0.4,0.6,1.5
2014,28.0,LAC,NBA,SF,74.0,1729.0,8.9,0.541,0.503,0.13,2.4,7.7,5.1,8.6,1.2,0.4,10.6,13.5,,1.2,1.2,2.4,0.068,,-1.4,-0.1,-1.5,0.2
2015,29.0,MIL,NBA,SG,72.0,1717.0,12.3,0.572,0.454,0.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,,2.0,2.1,4.1,0.116,,-0.5,1.0,0.6,1.1
2016,30.0,WAS,NBA,PF,81.0,2098.0,11.7,0.602,0.489,0.201,2.8,12.6,7.6,11.4,1.7,0.7,13.1,12.7,,2.6,2.0,4.6,0.105,,-0.8,0.7,-0.1,1.0
2017,31.0,PHO,NBA,PF,64.0,1362.0,10.6,0.579,0.587,0.188,2.4,15.9,9.0,12.5,1.5,0.9,16.3,13.8,,1.1,0.7,1.8,0.064,,-1.1,0.1,-1.0,0.3
2018,32.0,PHO,NBA,PF,48.0,686.0,8.8,0.553,0.656,0.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,,0.5,0.4,0.8,0.058,,-3.0,0.5,-2.5,-0.1
2019,33.0,BRK,NBA,PF,59.0,1220.0,7.8,0.554,0.632,0.192,2.9,10.4,6.7,9.2,1.4,1.0,14.2,10.4,,0.6,1.2,1.8,0.07,,-2.9,1.1,-1.8,0.1
2020,34.0,LAL,NBA,PF,45.0,364.0,7.8,0.558,0.7,0.033,1.8,13.7,7.8,9.5,2.0,0.7,11.6,8.0,,0.3,0.5,0.8,0.102,,-2.8,2.0,-0.8,0.1
2021,35.0,LAL,NBA,PF,6.0,22.0,11.5,1.5,1.0,0.0,5.1,22.8,14.5,5.3,0.0,0.0,0.0,1.9,,0.1,0.0,0.1,0.174,,2.2,-0.5,1.7,0.0
