SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,22,ORL,Orlando Magic,82,243.0,42.2,84.1,0.5,6.4,17.2,0.37,35.8,66.9,0.54,20.1,30.1,0.67,14.0,30.0,44.0,27.8,8.2,6.0,15.8,21.0,110.9
1995,24,PHO,Phoenix Suns,82,241.8,40.9,85.0,0.48,7.1,19.3,0.37,33.8,65.6,0.52,21.7,28.7,0.76,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4,110.6
1995,21,SEA,Seattle Supersonics,82,241.8,40.4,82.2,0.49,6.0,15.9,0.38,34.4,66.3,0.52,23.7,31.3,0.76,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4
1995,27,SAS,San Antonio Spurs,82,242.1,39.5,81.5,0.48,5.3,14.1,0.38,34.2,67.4,0.51,22.4,30.3,0.74,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6
1995,29,UTA,Utah Jazz,82,241.2,39.5,77.3,0.51,3.7,9.8,0.38,35.9,67.5,0.53,23.6,30.3,0.78,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4
1995,10,GSW,Golden State Warriors,82,242.7,39.2,83.8,0.47,6.7,19.5,0.34,32.6,64.3,0.51,20.6,29.2,0.7,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7
1995,14,LAL,Los Angeles Lakers,82,242.7,40.0,86.4,0.46,6.4,18.2,0.35,33.6,68.2,0.49,18.6,25.3,0.74,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6,105.1
1995,11,HOU,Houston Rockets,82,240.6,38.5,80.2,0.48,7.9,21.4,0.37,30.6,58.8,0.52,18.6,24.9,0.75,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5
1995,7,DAL,Dallas Mavericks,82,243.0,39.4,89.5,0.44,4.7,14.6,0.32,34.6,74.9,0.46,19.8,27.0,0.73,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2
1995,25,POR,Portland Trail Blazers,82,240.3,39.2,87.0,0.45,5.6,15.4,0.36,33.6,71.6,0.47,19.0,27.2,0.7,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1
1995,2,BOS,Boston Celtics,82,241.5,38.8,83.5,0.46,4.4,12.0,0.37,34.4,71.5,0.48,20.8,27.7,0.75,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8
1995,5,CHI,Chicago Bulls,82,241.8,38.9,81.8,0.48,5.4,14.5,0.37,33.5,67.4,0.5,18.3,25.2,0.73,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9,101.5
1995,8,DEN,Denver Nuggets,82,243.7,37.8,78.8,0.48,5.0,14.1,0.36,32.7,64.6,0.51,20.7,28.1,0.74,12.7,29.3,42.0,22.4,8.0,7.1,16.8,25.2,101.3
1995,16,MIA,Miami Heat,82,241.5,38.3,82.2,0.47,5.3,14.4,0.37,33.0,67.8,0.49,19.1,26.0,0.74,13.3,27.7,41.0,21.7,8.1,3.6,15.7,24.4,101.1
1995,4,CHO,Charlotte Hornets,82,241.5,37.2,78.5,0.47,6.8,17.2,0.4,30.4,61.3,0.5,19.4,24.9,0.78,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6
1995,30,WAB,Washington Bullets,82,242.1,38.7,84.1,0.46,5.3,15.4,0.34,33.5,68.7,0.49,17.8,24.5,0.72,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8,100.5
1995,17,MIL,Milwaukee Bucks,82,242.1,36.9,80.3,0.46,6.0,16.5,0.37,30.8,63.9,0.48,19.6,27.5,0.71,13.0,26.7,39.6,21.2,8.2,4.4,17.0,22.7,99.3
1995,12,IND,Indiana Pacers,82,241.2,36.4,76.2,0.48,4.6,12.0,0.38,31.8,64.2,0.5,21.9,29.1,0.75,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2
1995,26,SAC,Sacramento Kings,82,242.1,36.9,78.8,0.47,4.4,12.6,0.35,32.5,66.2,0.49,20.1,28.3,0.71,13.1,28.4,41.4,22.2,7.9,5.6,17.7,24.9,98.2
1995,20,NYK,New York Knicks,82,241.2,36.4,78.0,0.47,6.5,17.6,0.37,29.9,60.3,0.5,18.9,25.8,0.73,11.3,30.2,41.5,25.1,7.2,4.7,15.9,25.6,98.2
1995,9,DET,Detroit Pistons,82,240.6,37.3,80.9,0.46,6.0,17.0,0.35,31.3,63.9,0.49,17.5,23.7,0.74,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2,98.2
1995,3,NJN,New Jersey Nets,82,242.4,35.8,82.2,0.44,5.0,15.8,0.32,30.8,66.4,0.46,21.3,28.1,0.76,14.8,31.3,46.1,23.0,6.6,6.7,15.9,22.5,98.1
1995,13,LAC,Los Angeles Clippers,82,242.4,37.3,84.0,0.44,4.0,12.8,0.32,33.3,71.2,0.47,18.0,25.4,0.71,13.0,25.3,38.3,22.0,9.6,5.3,16.3,26.2,96.7
1995,1,ALT,Atlanta Hawks,82,242.1,36.4,81.5,0.45,6.6,19.3,0.34,29.8,62.2,0.48,17.2,23.8,0.72,13.5,27.7,41.2,21.4,9.0,5.0,14.9,22.0,96.6
1995,23,PHI,Philadelphia 76Ers,82,241.5,36.0,80.2,0.45,4.3,11.4,0.38,31.6,68.8,0.46,19.1,25.9,0.74,13.5,27.2,40.7,19.1,7.8,7.0,16.5,22.4,95.4
1995,18,MIN,Minnesota Timberwolves,82,241.2,34.0,75.8,0.45,3.9,12.4,0.31,30.2,63.5,0.48,22.2,28.7,0.78,10.8,25.5,36.3,21.7,7.4,4.9,17.1,25.3,94.2
1995,6,CLE,Cleveland Cavaliers,82,243.0,33.6,76.3,0.44,4.9,12.6,0.38,28.8,63.7,0.45,18.4,24.2,0.76,12.7,27.3,40.0,20.4,7.7,4.3,14.3,20.7,90.5
