Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1987,29,652,UTA,Utah Jazz,Dell Curry,"June 25, 1964",22.0,NBA,SG,67.0,0.0,636.0,10.2,23.8,0.43,1.2,4.4,0.28,8.9,19.5,0.46,2.2,2.8,0.79,2.2,3.5,5.7,4.2,2.0,0.3,3.2,6.3,23.8,,96.0,107.0
1988,6,652,CLE,Cleveland Cavaliers,Dell Curry,"June 25, 1964",23.0,NBA,SG,79.0,8.0,1499.0,11.2,24.4,0.46,0.9,2.7,0.35,10.3,21.7,0.47,2.6,3.3,0.78,1.4,4.0,5.5,4.9,3.1,0.7,3.6,4.2,25.9,,99.0,105.0
1989,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",24.0,NBA,SG,48.0,0.0,813.0,15.1,30.7,0.49,1.1,3.2,0.34,14.0,27.4,0.51,2.4,2.7,0.87,1.5,4.6,6.1,2.9,2.5,0.2,2.6,4.0,33.6,,102.0,112.0
1990,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",25.0,NBA,SG,67.0,13.0,1860.0,12.1,26.1,0.47,1.4,3.9,0.35,10.8,22.2,0.48,2.5,2.7,0.92,0.8,3.6,4.4,4.2,2.6,0.7,2.6,3.9,28.2,,101.0,110.0
1991,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",26.0,NBA,SG,76.0,14.0,1515.0,11.0,23.3,0.47,1.0,2.8,0.37,9.9,20.5,0.48,3.1,3.7,0.84,1.5,5.0,6.5,5.4,2.4,0.8,2.6,4.1,26.1,,106.0,110.0
1992,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",27.0,NBA,SG,77.0,0.0,2020.0,11.8,24.3,0.49,1.7,4.3,0.4,10.1,20.0,0.5,3.0,3.6,0.84,1.3,4.7,6.1,4.1,2.2,0.5,3.1,3.6,28.3,,106.0,111.0
1993,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",28.0,NBA,SG,80.0,0.0,2094.0,11.4,25.2,0.45,2.2,5.4,0.4,9.2,19.8,0.47,3.1,3.6,0.87,1.2,5.4,6.5,4.1,2.0,0.5,3.0,3.4,28.1,,105.0,110.0
1994,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",29.0,NBA,SG,82.0,0.0,2173.0,12.1,26.5,0.46,3.4,8.6,0.4,8.6,18.0,0.48,2.6,3.0,0.87,1.6,4.3,5.9,5.0,2.2,0.6,2.7,3.6,30.2,,109.0,109.0
1995,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",30.0,NBA,SG,69.0,0.0,1718.0,10.5,23.8,0.44,4.7,11.1,0.43,5.8,12.8,0.45,2.9,3.4,0.86,1.3,3.9,5.1,3.5,1.7,0.6,3.0,4.4,28.7,,106.0,108.0
1996,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",31.0,NBA,SG,82.0,29.0,2371.0,9.8,21.5,0.45,3.6,9.0,0.4,6.1,12.6,0.49,3.2,3.8,0.85,1.5,4.3,5.8,3.9,2.4,0.6,2.9,3.8,26.4,,111.0,111.0
1997,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",32.0,NBA,SG,68.0,20.0,2078.0,10.0,21.8,0.46,3.3,7.7,0.43,6.7,14.1,0.48,3.0,3.7,0.8,1.0,4.5,5.5,3.1,1.6,0.4,2.4,3.8,26.3,,109.0,111.0
1998,4,652,CHO,Charlotte Hornets,Dell Curry,"June 25, 1964",33.0,NBA,SG,52.0,1.0,971.0,10.7,24.0,0.45,3.4,8.0,0.42,7.4,16.0,0.46,2.3,2.9,0.79,1.4,4.1,5.6,3.8,1.7,0.2,3.0,4.7,27.1,,104.0,108.0
1999,17,652,MIL,Milwaukee Bucks,Dell Curry,"June 25, 1964",34.0,NBA,SG,42.0,0.0,864.0,10.4,21.5,0.48,4.4,9.3,0.48,6.0,12.2,0.49,1.8,2.2,0.82,1.1,4.3,5.4,3.1,2.3,0.2,2.9,2.7,27.0,,112.0,105.0
2000,28,652,TOR,Toronto Raptors,Dell Curry,"June 25, 1964",35.0,NBA,SG,67.0,9.0,1095.0,9.2,21.5,0.43,4.5,11.5,0.39,4.7,10.1,0.47,1.1,1.5,0.75,0.5,4.2,4.7,4.2,1.5,0.4,1.9,3.1,24.0,,109.0,108.0
2001,28,652,TOR,Toronto Raptors,Dell Curry,"June 25, 1964",36.0,NBA,SG,71.0,1.0,956.0,8.9,21.1,0.42,3.4,8.0,0.43,5.5,13.1,0.42,2.4,2.8,0.84,0.9,3.8,4.7,4.1,1.5,0.4,2.2,3.6,23.7,,108.0,107.0
2002,28,652,TOR,Toronto Raptors,Dell Curry,"June 25, 1964",37.0,NBA,SG,56.0,4.0,886.0,8.6,21.2,0.41,2.7,8.0,0.34,5.9,13.2,0.44,2.0,2.3,0.89,1.4,3.5,4.9,3.7,1.3,0.4,2.5,3.1,22.0,,101.0,107.0
