Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1980,12,IND,Indiana Pacers,Mickey Johnson,27.0,82.0,2647.0,0.46,0.47,0.16,0.46,0.8,0.53,0.38,0.02,96.0,96.0,56.0,96.0,105.0,99.0,124.0,82.0,-53.9,-10.0
1980,12,IND,Indiana Pacers,Johnny Davis,24.0,82.0,2912.0,0.43,0.44,0.1,0.43,0.86,0.5,0.3,0.04,89.0,90.0,34.0,88.0,113.0,93.0,99.0,118.0,-130.1,-96.2
1980,12,IND,Indiana Pacers,James Edwards,24.0,82.0,2314.0,0.51,0.51,0.0,0.51,0.68,0.55,0.33,0.0,106.0,105.0,,105.0,89.0,103.0,107.0,3.0,53.3,31.9
1980,12,IND,Indiana Pacers,Billy Knight,27.0,75.0,1910.0,0.53,0.54,0.27,0.54,0.81,0.59,0.36,0.02,111.0,110.0,95.0,110.0,106.0,111.0,118.0,68.0,72.5,96.3
1980,12,IND,Indiana Pacers,Mike Bantom,28.0,77.0,2330.0,0.5,0.51,0.33,0.51,0.66,0.53,0.28,0.0,105.0,104.0,119.0,104.0,87.0,100.0,90.0,13.0,30.6,2.7
1980,12,IND,Indiana Pacers,Alex English,26.0,54.0,1526.0,0.5,0.51,0.0,0.5,0.81,0.54,0.2,0.0,105.0,104.0,,104.0,107.0,101.0,66.0,14.0,25.5,11.6
1980,12,IND,Indiana Pacers,Dudley Bradley,22.0,82.0,2027.0,0.45,0.45,0.4,0.45,0.78,0.5,0.29,0.01,94.0,93.0,143.0,93.0,102.0,94.0,93.0,27.0,-39.7,-40.5
1980,12,IND,Indiana Pacers,Joe Hassett,24.0,74.0,1135.0,0.42,0.47,0.35,0.49,0.83,0.5,0.06,0.39,88.0,96.0,124.0,101.0,108.0,94.0,19.0,1271.0,4.5,-31.4
1980,12,IND,Indiana Pacers,Clemon Johnson,23.0,79.0,1541.0,0.5,0.5,,0.5,0.63,0.53,0.3,0.0,104.0,103.0,,103.0,83.0,99.0,96.0,,13.3,-3.5
1980,12,IND,Indiana Pacers,George McGinnis,29.0,28.0,784.0,0.44,0.45,0.12,0.44,0.57,0.48,0.6,0.03,91.0,91.0,45.0,90.0,75.0,91.0,195.0,87.0,-28.4,-36.5
1980,12,IND,Indiana Pacers,Phil Chenier,29.0,23.0,380.0,0.38,0.39,0.33,0.39,0.69,0.42,0.19,0.04,80.0,79.0,119.0,81.0,91.0,80.0,63.0,145.0,-25.2,-31.6
1980,12,IND,Indiana Pacers,Ron Carter,23.0,13.0,117.0,0.4,0.4,,0.4,0.29,0.4,0.19,0.0,84.0,83.0,,83.0,37.0,75.0,62.0,,-5.9,-10.6
1980,12,IND,Indiana Pacers,John Kuester,24.0,24.0,100.0,0.35,0.36,0.0,0.35,0.71,0.39,0.21,0.03,73.0,75.0,,73.0,93.0,74.0,67.0,96.0,-9.0,-10.4
1980,12,IND,Indiana Pacers,Tony Zeno,22.0,8.0,59.0,0.29,0.29,,0.29,1.0,0.32,0.1,0.0,59.0,59.0,,59.0,131.0,60.0,31.0,,-8.4,-9.3
1980,12,IND,Indiana Pacers,Corky Calhoun,29.0,7.0,30.0,0.44,0.44,,0.44,0.0,0.4,0.22,0.0,92.0,91.0,,91.0,,76.0,72.0,,-0.7,-2.5
1980,12,IND,Indiana Pacers,Brad Davis,24.0,5.0,43.0,0.29,0.29,,0.29,0.75,0.4,0.57,0.0,59.0,59.0,,59.0,98.0,75.0,186.0,,-2.8,-2.3
1980,12,IND,Indiana Pacers,Team,,,,0.47,0.48,0.29,0.48,0.76,0.53,0.3,0.04,98.0,99.0,102.0,99.0,100.0,99.0,98.0,148.0,-73.6,-83.5
1980,12,IND,Indiana Pacers,League Average,,,,0.48,0.49,0.28,0.49,0.76,0.53,0.31,0.03,,,,,,,,,,
