Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2007,29,2007,UTA,Utah Jazz,Paul Millsap,1985-02-10,21.0,NBA,PF,82.0,1.0,1472.0,209.0,398.0,0.52,1.0,3.0,0.33,208.0,395.0,0.53,0.53,140.0,208.0,0.67,183.0,240.0,423.0,62.0,67.0,74.0,94.0,236.0,559.0,0.0
2008,29,2007,UTA,Utah Jazz,Paul Millsap,1985-02-10,22.0,NBA,PF,82.0,2.0,1702.0,253.0,502.0,0.5,0.0,4.0,0.0,253.0,498.0,0.51,0.5,155.0,229.0,0.68,167.0,293.0,460.0,81.0,72.0,73.0,87.0,269.0,661.0,0.0
2009,29,2007,UTA,Utah Jazz,Paul Millsap,1985-02-10,23.0,NBA,PF,76.0,38.0,2290.0,400.0,749.0,0.53,0.0,4.0,0.0,400.0,745.0,0.54,0.53,228.0,326.0,0.7,251.0,403.0,654.0,138.0,78.0,73.0,129.0,288.0,1028.0,0.0
2010,29,2007,UTA,Utah Jazz,Paul Millsap,1985-02-10,24.0,NBA,PF,82.0,8.0,2277.0,385.0,716.0,0.54,1.0,9.0,0.11,384.0,707.0,0.54,0.54,183.0,264.0,0.69,186.0,373.0,559.0,131.0,64.0,99.0,116.0,285.0,954.0,0.0
2011,29,2007,UTA,Utah Jazz,Paul Millsap,1985-02-10,25.0,NBA,PF,76.0,76.0,2605.0,525.0,988.0,0.53,9.0,23.0,0.39,516.0,965.0,0.54,0.54,256.0,338.0,0.76,164.0,415.0,579.0,187.0,103.0,69.0,145.0,272.0,1315.0,0.0
2012,29,2007,UTA,Utah Jazz,Paul Millsap,1985-02-10,26.0,NBA,PF,64.0,62.0,2100.0,426.0,861.0,0.5,7.0,31.0,0.23,419.0,830.0,0.5,0.5,202.0,255.0,0.79,180.0,383.0,563.0,150.0,118.0,52.0,112.0,222.0,1061.0,0.0
2013,29,2007,UTA,Utah Jazz,Paul Millsap,1985-02-10,27.0,NBA,PF,78.0,78.0,2375.0,429.0,875.0,0.49,13.0,39.0,0.33,416.0,836.0,0.5,0.5,264.0,356.0,0.74,177.0,377.0,554.0,201.0,102.0,80.0,138.0,232.0,1135.0,0.0
2014,1,2007,ATL,Atlanta Hawks,Paul Millsap,1985-02-10,28.0,NBA,PF,74.0,73.0,2482.0,483.0,1047.0,0.46,76.0,212.0,0.36,407.0,835.0,0.49,0.5,286.0,391.0,0.73,154.0,473.0,627.0,232.0,129.0,78.0,185.0,210.0,1328.0,1.0
2015,1,2007,ATL,Atlanta Hawks,Paul Millsap,1985-02-10,29.0,NBA,PF,73.0,73.0,2390.0,443.0,930.0,0.48,77.0,216.0,0.36,366.0,714.0,0.51,0.52,255.0,337.0,0.76,139.0,431.0,570.0,223.0,130.0,69.0,166.0,201.0,1218.0,0.0
2016,1,2007,ATL,Atlanta Hawks,Paul Millsap,1985-02-10,30.0,NBA,PF,81.0,81.0,2647.0,501.0,1066.0,0.47,74.0,232.0,0.32,427.0,834.0,0.51,0.5,309.0,408.0,0.76,198.0,534.0,732.0,265.0,147.0,139.0,191.0,237.0,1385.0,0.0
2017,1,2007,ATL,Atlanta Hawks,Paul Millsap,1985-02-10,31.0,NBA,PF,69.0,67.0,2343.0,430.0,972.0,0.44,75.0,241.0,0.31,355.0,731.0,0.49,0.48,311.0,405.0,0.77,111.0,422.0,533.0,252.0,90.0,62.0,158.0,186.0,1246.0,0.0
2018,8,2007,DEN,Denver Nuggets,Paul Millsap,1985-02-10,32.0,NBA,PF,38.0,37.0,1143.0,202.0,435.0,0.46,39.0,113.0,0.34,163.0,322.0,0.51,0.51,112.0,161.0,0.7,65.0,180.0,245.0,105.0,39.0,44.0,73.0,99.0,555.0,0.0
2019,8,2007,DEN,Denver Nuggets,Paul Millsap,1985-02-10,33.0,NBA,PF,70.0,65.0,1895.0,322.0,665.0,0.48,58.0,159.0,0.36,264.0,506.0,0.52,0.53,181.0,249.0,0.73,153.0,352.0,505.0,141.0,83.0,54.0,95.0,183.0,883.0,0.0
2020,8,2007,DEN,Denver Nuggets,Paul Millsap,1985-02-10,34.0,NBA,PF,51.0,48.0,1240.0,211.0,438.0,0.48,54.0,124.0,0.44,157.0,314.0,0.5,0.54,115.0,141.0,0.82,98.0,195.0,293.0,83.0,44.0,30.0,70.0,150.0,591.0,0.0
2021,8,2007,DEN,Denver Nuggets,Paul Millsap,1985-02-10,35.0,NBA,PF,33.0,32.0,776.0,116.0,229.0,0.51,35.0,92.0,0.38,81.0,137.0,0.59,0.58,46.0,67.0,0.69,48.0,117.0,165.0,53.0,31.0,22.0,30.0,70.0,313.0,0.0
