Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
24,793,42.0,2.0,645.0,60.0,142.0,0.42,38.0,91.0,0.42,22.0,51.0,0.43,0.56,25.0,39.0,0.64,18.0,63.0,81.0,49.0,38.0,10.0,20.0,66.0,183.0,0
