PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rodney McCray,28,82,82,3238,6.0,11.6,0.515,0.1,0.5,0.262,5.8,11.1,0.525,3.0,3.9,0.784,2.1,5.3,7.4,4.2,0.7,0.8,1.9,2.0,15.1
Wayman Tisdale,25,79,79,2937,8.9,17.0,0.525,0.0,0.1,0.0,8.9,16.9,0.527,3.8,4.8,0.7829999999999999,2.3,5.0,7.3,1.3,0.7,0.7,1.9,3.1,21.5
Danny Ainge,30,75,68,2727,6.7,15.2,0.43799999999999994,1.4,3.8,0.374,5.3,11.4,0.46,2.9,3.5,0.831,0.9,3.4,4.3,6.0,1.5,0.2,2.4,3.1,17.7
Vinny Del Negro,23,76,29,1858,5.8,12.5,0.462,0.2,0.6,0.313,5.6,11.8,0.47,2.6,3.0,0.871,0.8,3.1,3.8,4.8,1.2,0.2,2.2,3.5,14.3
Kenny Smith,24,46,46,1747,5.8,12.5,0.461,0.5,1.2,0.373,5.3,11.3,0.47100000000000003,2.2,2.7,0.809,0.2,2.2,2.5,6.2,1.2,0.1,2.5,2.0,14.2
Harold Pressley,26,72,10,1603,5.4,12.7,0.424,1.0,3.3,0.311,4.4,9.4,0.46399999999999997,2.5,3.2,0.78,2.1,4.8,6.9,3.3,1.3,0.8,2.0,3.3,14.3
Greg Kite,28,71,47,1515,2.4,5.6,0.43200000000000005,0.0,0.0,1.0,2.4,5.5,0.429,0.6,1.3,0.5,3.1,5.8,9.0,1.8,0.7,1.2,1.8,4.8,5.5
Antoine Carr,28,33,4,924,8.9,18.4,0.48200000000000004,0.0,0.1,0.0,8.9,18.3,0.485,6.2,7.6,0.8059999999999999,2.5,4.2,6.7,2.6,0.6,1.3,2.8,4.6,23.9
Pervis Ellison,22,34,22,866,4.6,10.4,0.442,0.0,0.1,0.0,4.6,10.4,0.446,2.0,3.2,0.628,2.7,5.5,8.1,2.7,0.7,2.4,2.6,5.5,11.3
Randy Allen,25,63,6,746,5.1,11.5,0.444,0.0,0.3,0.0,5.1,11.2,0.457,1.1,2.1,0.535,2.4,4.3,6.7,1.1,0.8,0.9,1.4,4.9,11.3
Sedric Toney,27,32,9,682,3.0,9.4,0.32,0.8,2.6,0.32,2.2,6.8,0.32,2.4,3.1,0.7929999999999999,0.6,1.8,2.4,6.4,1.2,0.0,2.7,3.7,9.3
Ralph Sampson,29,26,7,417,4.1,11.1,0.37200000000000005,0.1,0.3,0.25,4.1,10.8,0.376,1.0,2.0,0.522,0.9,6.3,7.3,2.4,1.2,1.9,2.9,5.7,9.4
Henry Turner,23,36,1,315,6.6,13.9,0.475,0.0,0.3,0.0,6.6,13.6,0.48700000000000004,4.6,7.4,0.615,2.5,3.2,5.7,2.5,1.9,0.8,3.0,4.6,17.8
Mike Williams,26,16,0,88,2.5,5.7,0.429,0.0,0.4,0.0,2.5,5.3,0.462,1.2,2.5,0.5,2.0,7.0,9.0,0.8,1.2,2.9,1.2,11.5,6.1
Michael Jackson,25,17,0,58,1.9,6.8,0.273,0.6,1.2,0.5,1.2,5.6,0.222,1.9,3.7,0.5,1.2,3.1,4.3,5.0,3.1,0.0,2.5,1.9,6.2
Greg Stokes,26,11,0,34,1.1,9.5,0.111,0.0,0.0,,1.1,9.5,0.111,2.1,2.1,1.0,2.1,3.2,5.3,0.0,0.0,0.0,3.2,8.5,4.2
