PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dennis Hopson,24,79,64,2551,6.7,15.4,0.434,0.5,1.4,0.317,6.2,14.0,0.446,3.8,4.8,0.792,1.6,2.3,3.9,2.1,1.4,0.7,2.4,2.6,17.7
Chris Morris,24,80,76,2449,6.6,15.7,0.42200000000000004,0.9,2.8,0.316,5.7,12.8,0.445,3.4,4.6,0.722,2.9,3.4,6.2,2.1,1.9,1.2,2.7,3.2,17.4
Lester Conner,30,82,61,2355,3.6,8.8,0.414,0.0,0.2,0.154,3.6,8.6,0.42,2.6,3.3,0.804,1.4,2.7,4.1,5.9,2.6,0.1,2.1,2.8,9.9
Purvis Short,32,82,24,2213,7.0,15.5,0.455,0.2,0.6,0.28600000000000003,6.9,14.9,0.461,3.2,3.9,0.835,1.6,2.4,4.0,2.4,1.1,0.3,1.9,3.3,17.4
Sam Bowie,28,68,54,2207,5.7,13.6,0.41600000000000004,0.2,0.5,0.32299999999999995,5.5,13.1,0.42,4.8,6.2,0.7759999999999999,3.4,7.9,11.3,1.5,0.6,2.0,2.0,3.4,16.3
Charles Shackleford,23,70,37,1557,5.7,12.4,0.462,0.0,0.0,0.0,5.7,12.3,0.46299999999999997,1.8,2.7,0.687,4.2,6.9,11.1,1.3,0.9,0.8,2.7,4.2,13.2
Mookie Blaylock,22,50,17,1267,6.0,16.2,0.371,0.5,2.3,0.225,5.5,14.0,0.395,1.8,2.3,0.778,1.2,2.8,4.0,6.0,2.3,0.4,3.2,3.1,14.3
Jack Haley,26,56,26,1026,4.5,11.5,0.39399999999999996,0.0,0.0,0.0,4.5,11.4,0.396,2.7,4.1,0.6609999999999999,3.8,6.1,9.9,0.8,0.6,0.4,2.3,5.7,11.8
Joe Barry Carroll,31,46,20,1002,5.7,14.6,0.39299999999999996,0.0,0.1,0.0,5.7,14.5,0.395,3.1,3.8,0.794,2.9,6.0,9.0,1.5,0.7,2.0,2.3,4.4,14.5
Roy Hinson,28,25,19,793,6.6,13.0,0.507,0.0,0.0,,6.6,13.0,0.507,3.9,4.5,0.8690000000000001,2.8,5.0,7.8,1.0,0.6,1.2,2.4,3.9,17.1
Chris Dudley,24,27,8,672,3.6,8.1,0.441,0.0,0.0,,3.6,8.1,0.441,1.7,5.6,0.305,4.6,7.2,11.8,1.0,1.2,1.7,1.9,4.3,8.9
Pete Myers,26,28,2,543,4.9,11.9,0.41100000000000003,0.0,0.4,0.0,4.9,11.5,0.425,3.3,4.6,0.725,1.5,3.0,4.5,6.6,1.3,0.6,3.8,4.6,13.1
Derrick Gervin,26,21,0,339,9.9,20.9,0.47200000000000003,0.0,0.3,0.0,9.9,20.6,0.479,6.9,9.5,0.73,3.1,3.8,6.9,0.8,2.1,0.7,1.3,5.0,26.7
Leon Wood,27,28,2,200,2.9,8.8,0.327,0.7,3.8,0.19,2.2,5.0,0.429,2.5,2.9,0.875,0.2,2.0,2.2,8.5,1.1,0.0,1.4,2.9,9.0
Jaren Jackson,22,28,0,160,5.6,15.5,0.36200000000000004,0.0,0.7,0.0,5.6,14.9,0.379,3.8,4.7,0.81,3.6,1.8,5.4,2.9,2.9,0.2,4.1,3.6,15.1
Stanley Brundy,22,16,0,128,4.2,8.4,0.5,0.0,0.0,,4.2,8.4,0.5,2.0,5.1,0.389,4.2,3.1,7.3,0.8,1.7,1.4,1.7,6.8,10.4
Jay Taylor,22,17,0,114,6.6,16.4,0.40399999999999997,0.9,4.1,0.231,5.7,12.3,0.462,1.9,2.8,0.667,1.6,1.9,3.5,1.6,1.6,0.9,3.2,2.8,16.1
Anthony Mason,23,21,0,108,4.7,13.3,0.35,0.0,0.0,,4.7,13.3,0.35,3.0,5.0,0.6,3.7,7.7,11.3,2.3,0.7,0.7,3.7,6.7,12.3
Rick Carlisle,30,5,0,21,1.7,12.0,0.14300000000000002,0.0,5.1,0.0,1.7,6.9,0.25,0.0,0.0,,0.0,0.0,0.0,8.6,1.7,1.7,6.9,12.0,3.4
