Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2004,6,1583,CLE,Cleveland Cavaliers,Jason Kapono,1981-02-04,22.0,NBA,SF,41.0,427.0,10.2,0.52,0.34,0.19,4.9,9.3,7.1,5.3,1.6,0.3,13.1,16.8,0.3,0.2,0.5,0.06,-1.5,-1.1,-2.6,-0.1
2005,4,1583,CHA,Charlotte Bobcats,Jason Kapono,1981-02-04,23.0,NBA,SF,81.0,1491.0,11.8,0.49,0.29,0.13,2.3,10.7,6.3,7.3,1.4,0.3,6.1,22.4,0.6,0.7,1.3,0.04,-0.8,-1.6,-2.4,-0.2
2006,16,1583,MIA,Miami Heat,Jason Kapono,1981-02-04,24.0,NBA,SF,51.0,665.0,9.0,0.54,0.3,0.19,2.2,10.0,6.3,8.6,0.6,0.3,9.5,14.7,0.7,0.5,1.2,0.08,-2.3,-0.5,-2.8,-0.1
2007,16,1583,MIA,Miami Heat,Jason Kapono,1981-02-04,25.0,NBA,SF,67.0,1767.0,13.8,0.61,0.37,0.13,1.8,10.0,6.0,7.9,1.1,0.1,10.5,17.9,2.9,1.3,4.2,0.11,0.5,-1.0,-0.5,0.7
2008,28,1583,TOR,Toronto Raptors,Jason Kapono,1981-02-04,26.0,NBA,SF,81.0,1530.0,10.8,0.56,0.24,0.09,2.4,6.9,4.6,6.7,1.2,0.1,10.1,17.7,1.0,0.9,1.9,0.06,-1.9,-0.7,-2.7,-0.3
2009,28,1583,TOR,Toronto Raptors,Jason Kapono,1981-02-04,27.0,NBA,SG,80.0,1831.0,8.9,0.52,0.38,0.07,1.7,8.7,5.2,9.1,0.6,0.1,10.1,17.4,0.3,0.5,0.8,0.02,-1.9,-1.4,-3.2,-0.6
2010,23,1583,PHI,Philadelphia 76Ers,Jason Kapono,1981-02-04,28.0,NBA,SF,57.0,976.0,8.4,0.53,0.57,0.05,1.7,6.4,4.0,6.1,1.1,0.5,10.0,15.9,0.3,0.1,0.5,0.02,-1.9,-2.2,-4.0,-0.5
2011,23,1583,PHI,Philadelphia 76Ers,Jason Kapono,1981-02-04,29.0,NBA,SF,24.0,112.0,1.6,0.28,0.29,0.07,3.1,8.2,5.7,5.0,0.9,0.7,6.5,12.7,-0.3,0.1,-0.2,-0.07,-5.7,-1.7,-7.4,-0.2
2012,14,1583,LAL,Los Angeles Lakers,Jason Kapono,1981-02-04,30.0,NBA,SG,27.0,269.0,4.5,0.48,0.49,0.07,0.9,4.8,2.9,6.0,0.6,0.0,9.6,10.7,0.0,0.1,0.1,0.02,-4.1,-0.5,-4.6,-0.2
