Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1999,14,1787,LAL,Los Angeles Lakers,21.0,NBA,PG,15.0,0.0,188.0,7.8,18.1,0.43,2.0,4.5,0.44,5.9,13.7,0.43,3.3,5.9,0.57,0.6,1.1,1.7,7.0,1.4,0.0,3.1,7.8,20.9,,104.0,110.0
2001,14,1787,LAL,Los Angeles Lakers,23.0,NBA,PG,38.0,1.0,468.0,5.6,13.1,0.43,1.2,3.8,0.32,4.4,9.3,0.47,2.1,2.7,0.79,0.6,3.0,3.6,5.0,2.1,0.0,3.0,6.0,14.5,,99.0,108.0
2002,30,1787,WAS,Washington Wizards,24.0,NBA,PG,71.0,0.0,1458.0,8.3,19.4,0.43,2.3,5.3,0.45,5.9,14.1,0.42,1.8,2.3,0.76,0.5,4.0,4.5,9.2,1.8,0.0,3.6,4.5,20.7,,103.0,109.0
2003,30,1787,WAS,Washington Wizards,25.0,NBA,PG,75.0,24.0,1986.0,6.8,15.7,0.43,1.6,4.8,0.34,5.2,10.9,0.47,2.5,2.9,0.88,0.6,3.5,4.1,7.2,1.3,0.0,2.1,4.1,17.7,,109.0,108.0
2004,22,1787,ORL,Orlando Magic,26.0,NBA,PG,76.0,69.0,2332.0,7.0,16.2,0.43,1.8,4.7,0.38,5.2,11.4,0.45,2.3,3.0,0.77,0.6,3.6,4.2,7.2,1.4,0.1,2.8,4.2,18.1,,105.0,113.0
2005,31,1787,TOT,Total After Trade,27.0,NBA,PG,70.0,49.0,2007.0,7.8,17.2,0.45,1.4,4.1,0.36,6.3,13.1,0.48,3.7,4.3,0.86,0.4,3.6,3.9,8.5,0.9,0.0,2.8,4.4,20.7,,112.0,113.0
2005,11,1787,HOU,Houston Rockets,27.0,NBA,PG,21.0,3.0,479.0,5.4,13.8,0.39,1.7,5.1,0.33,3.7,8.7,0.43,1.6,2.0,0.78,0.0,4.5,4.5,6.5,0.9,0.0,2.7,5.4,14.1,,97.0,106.0
2005,1,1787,ATL,Atlanta Hawks,27.0,NBA,PG,49.0,46.0,1528.0,8.5,18.3,0.46,1.4,3.8,0.36,7.1,14.5,0.49,4.4,5.1,0.87,0.5,3.3,3.7,9.1,0.9,0.0,2.8,4.1,22.8,,116.0,116.0
2006,1,1787,ATL,Atlanta Hawks,28.0,NBA,PG,51.0,10.0,1234.0,8.3,18.0,0.46,2.5,5.5,0.46,5.8,12.5,0.46,5.1,5.9,0.86,0.6,3.0,3.5,6.8,1.1,0.1,3.2,4.9,24.1,,116.0,116.0
2007,1,1787,ATL,Atlanta Hawks,29.0,NBA,PG,56.0,17.0,1488.0,7.8,18.8,0.42,2.0,5.8,0.35,5.8,13.0,0.45,5.2,5.8,0.88,0.7,3.0,3.7,7.2,0.9,0.0,3.0,3.6,22.8,,110.0,113.0
2008,31,1787,TOT,Total After Trade,30.0,NBA,PG,50.0,3.0,736.0,8.1,18.2,0.45,2.8,6.2,0.45,5.3,12.0,0.44,1.8,2.3,0.78,0.6,3.2,3.9,5.3,0.8,0.1,1.9,4.7,20.8,,112.0,113.0
2008,1,1787,ATL,Atlanta Hawks,30.0,NBA,PG,33.0,3.0,564.0,8.0,18.3,0.44,2.8,6.4,0.44,5.2,11.9,0.44,2.2,2.6,0.86,0.8,3.0,3.8,5.5,1.0,0.0,2.1,3.6,21.1,,112.0,114.0
2008,7,1787,DAL,Dallas Mavericks,30.0,NBA,PG,17.0,0.0,172.0,8.4,17.6,0.47,2.8,5.3,0.53,5.6,12.4,0.45,0.3,1.2,0.25,0.0,4.0,4.0,4.6,0.0,0.3,1.5,8.7,19.8,,110.0,111.0
2009,31,1787,TOT,Total After Trade,31.0,NBA,PG,44.0,0.0,521.0,7.1,16.1,0.44,2.7,6.2,0.44,4.4,10.0,0.44,1.4,1.9,0.74,0.6,4.0,4.6,6.0,0.8,0.0,2.3,5.4,18.2,,108.0,111.0
2009,17,1787,MIL,Milwaukee Bucks,31.0,NBA,PG,30.0,0.0,392.0,7.1,15.7,0.45,2.8,6.0,0.47,4.4,9.8,0.45,1.6,2.1,0.75,0.8,3.8,4.6,6.1,0.8,0.0,2.8,5.4,18.7,,109.0,112.0
2009,22,1787,ORL,Orlando Magic,31.0,NBA,PG,14.0,0.0,129.0,6.9,17.3,0.4,2.4,6.9,0.35,4.4,10.5,0.42,0.8,1.2,0.67,0.0,4.4,4.4,5.6,0.8,0.0,0.8,5.2,16.9,,107.0,106.0
