Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2009,22,ORL,Orlando Magic,Rashard Lewis,29,24,24,986,8.5,19.0,0.45,2.8,7.2,0.39,5.7,11.8,0.48,5.0,6.3,0.78,1.6,6.8,8.4,3.8,1.4,0.7,2.7,2.7,24.8,,111,106
2009,22,ORL,Orlando Magic,Hedo Turkoglu,29,24,24,934,7.3,17.0,0.43,1.8,4.8,0.39,5.4,12.2,0.44,5.4,6.6,0.82,0.5,5.8,6.3,6.7,1.0,0.2,3.7,4.6,21.8,,106,108
2009,22,ORL,Orlando Magic,Dwight Howard,23,23,23,903,9.6,16.0,0.6,0.0,0.1,0.0,9.6,15.9,0.6,8.6,13.6,0.64,5.9,15.1,21.0,2.6,1.2,3.6,4.0,6.1,27.8,,119,98
2009,22,ORL,Orlando Magic,Rafer Alston,32,23,23,740,7.7,20.3,0.38,2.6,8.2,0.32,5.1,12.1,0.42,2.4,3.2,0.75,0.2,3.9,4.1,6.8,2.4,0.3,2.9,3.9,20.4,,97,106
2009,22,ORL,Orlando Magic,Mickael Pietrus,26,24,0,618,7.3,15.2,0.48,3.2,8.4,0.38,4.1,6.8,0.6,4.1,5.7,0.72,1.7,3.7,5.4,1.2,1.6,1.1,1.9,6.7,21.9,,117,107
2009,22,ORL,Orlando Magic,Courtney Lee,23,21,16,550,6.6,15.1,0.44,1.2,4.3,0.27,5.4,10.8,0.5,2.3,2.5,0.88,0.6,3.2,3.8,2.6,1.9,0.3,2.0,4.1,16.5,,100,108
2009,22,ORL,Orlando Magic,J.J. Redick,24,16,8,327,5.1,13.7,0.37,3.5,8.6,0.4,1.6,5.1,0.32,2.1,2.3,0.93,0.3,2.8,3.1,5.1,1.3,0.2,1.2,4.3,15.8,,115,109
2009,22,ORL,Orlando Magic,Anthony Johnson,34,19,1,280,6.2,16.3,0.38,1.7,5.8,0.3,4.4,10.6,0.42,1.7,3.5,0.5,1.3,3.7,5.0,7.5,2.1,0.0,2.3,5.4,15.8,,98,107
2009,22,ORL,Orlando Magic,Marcin Gortat,24,24,1,271,6.8,10.3,0.65,0.0,0.0,,6.8,10.3,0.65,2.0,3.2,0.62,3.6,11.5,15.1,0.6,1.8,3.0,2.2,7.7,15.5,,119,100
2009,22,ORL,Orlando Magic,Tony Battie,32,21,0,128,8.8,18.9,0.47,0.0,0.0,,8.8,18.9,0.47,1.3,2.1,0.6,2.9,5.5,8.4,0.8,0.0,1.3,0.8,5.0,18.9,,101,109
2009,22,ORL,Orlando Magic,Jameer Nelson,26,5,0,90,4.8,13.8,0.35,0.6,3.6,0.17,4.2,10.2,0.41,1.2,2.4,0.5,0.6,3.6,4.2,8.4,0.6,0.0,4.2,1.8,11.4,,81,111
2009,22,ORL,Orlando Magic,Adonal Foyle,33,2,0,4,0.0,13.5,0.0,0.0,0.0,,0.0,13.5,0.0,0.0,0.0,,0.0,13.5,13.5,0.0,0.0,0.0,13.5,13.5,0.0,,0,106
2009,22,ORL,Orlando Magic,Tyronn Lue,31,1,0,4,26.9,26.9,1.0,13.5,13.5,1.0,13.5,13.5,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.3,,250,114
2009,22,ORL,Orlando Magic,Jeremy Richardson,24,1,0,2,0.0,26.9,0.0,0.0,0.0,,0.0,26.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,,0,114
