Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,30,WAS,Washington Wizards,Bradley Beal,20,11,11,458,75,177,0.42,22,53,0.42,53,124,0.43,0.49,39,49,0.8,15,40,55,50,18,7,23,31,211
2014,30,WAS,Washington Wizards,John Wall,23,11,11,420,60,164,0.37,7,32,0.22,53,132,0.4,0.39,52,68,0.76,5,39,44,78,18,8,36,29,179
2014,30,WAS,Washington Wizards,Trevor Ariza,28,11,11,407,52,108,0.48,25,56,0.45,27,52,0.52,0.6,21,27,0.78,21,77,98,19,17,4,14,26,150
2014,30,WAS,Washington Wizards,Marcin Gortat,29,11,11,382,58,118,0.49,0,0,,58,118,0.49,0.49,27,41,0.66,36,73,109,16,5,14,20,22,143
2014,30,WAS,Washington Wizards,Nene Hilario,31,10,10,325,64,138,0.46,0,0,,64,138,0.46,0.46,9,26,0.35,8,45,53,26,9,11,17,36,137
2014,30,WAS,Washington Wizards,Martell Webster,27,11,0,195,15,41,0.37,6,26,0.23,9,15,0.6,0.44,6,9,0.67,4,21,25,5,4,5,4,14,42
2014,30,WAS,Washington Wizards,Trevor Booker,26,9,1,146,13,29,0.45,0,2,0.0,13,27,0.48,0.45,4,6,0.67,16,23,39,8,2,9,3,25,30
2014,30,WAS,Washington Wizards,Drew Gooden,32,10,0,146,14,38,0.37,0,4,0.0,14,34,0.41,0.37,6,8,0.75,20,22,42,4,3,4,4,30,34
2014,30,WAS,Washington Wizards,Andre Miller,37,11,0,108,19,41,0.46,1,3,0.33,18,38,0.47,0.48,5,9,0.56,2,9,11,9,3,0,8,12,44
2014,30,WAS,Washington Wizards,Al Harrington,33,7,0,59,6,15,0.4,0,7,0.0,6,8,0.75,0.4,5,7,0.71,1,15,16,0,3,0,4,14,17
2014,30,WAS,Washington Wizards,Garrett Temple,27,10,0,9,2,2,1.0,1,1,1.0,1,1,1.0,1.25,0,0,,0,0,0,0,0,0,1,5,5
2014,30,WAS,Washington Wizards,Otto Porter,20,3,0,6,1,3,0.33,0,1,0.0,1,2,0.5,0.33,0,0,,0,0,0,0,0,0,0,0,2
2014,30,WAS,Washington Wizards,Kevin Seraphin,24,4,0,6,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,1,1,2,0,0,0,1,1,0
