Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,,2421,CHH,None,21.0,NBA,C,82.0,2757.0,10.2,0.48,0.01,0.36,7.7,21.5,14.2,5.3,1.6,1.2,15.5,17.2,-1.7,2.8,1.1,0.02,-3.7,-0.5,-4.2,-1.5
1991,,2421,CHH,None,22.0,NBA,C,80.0,2467.0,10.8,0.51,0.0,0.34,7.0,16.7,11.7,5.3,1.7,1.2,14.7,18.0,-0.3,2.1,1.8,0.03,-3.1,-0.6,-3.7,-1.1
1992,,2421,CHH,None,23.0,NBA,C,51.0,1257.0,14.1,0.54,0.01,0.44,8.1,19.2,13.6,8.7,1.8,1.1,13.9,19.4,1.0,1.2,2.1,0.08,-1.7,-0.6,-2.3,-0.1
1993,31.0,2421,TOT,Total After Trade,24.0,NBA,PF,83.0,1887.0,12.5,0.54,0.01,0.47,7.6,19.3,13.7,6.1,1.2,1.0,14.8,19.5,1.1,2.3,3.4,0.09,-2.6,-0.3,-2.9,-0.4
1993,,2421,CHH,None,24.0,NBA,PF,17.0,295.0,12.3,0.51,0.01,0.59,7.7,17.4,12.7,10.9,1.8,1.0,16.3,20.6,0.1,0.3,0.4,0.07,-3.0,0.0,-3.1,-0.1
1993,27.0,2421,SAS,San Antonio Spurs,24.0,NBA,PF,66.0,1592.0,12.6,0.55,0.01,0.45,7.5,19.7,13.9,5.2,1.1,1.0,14.5,19.2,1.0,2.0,3.0,0.09,-2.5,-0.3,-2.8,-0.3
1994,27.0,2421,SAS,San Antonio Spurs,25.0,NBA,PF,70.0,1344.0,14.7,0.52,0.01,0.29,8.0,10.3,9.2,8.9,1.7,1.2,12.3,22.7,1.5,1.5,3.0,0.11,-1.3,-0.6,-1.9,0.1
1995,27.0,2421,SAS,San Antonio Spurs,26.0,NBA,PF,81.0,1566.0,12.7,0.56,0.0,0.59,9.1,18.8,14.2,5.1,1.9,1.4,18.5,17.2,0.9,2.5,3.5,0.11,-2.7,0.9,-1.7,0.1
1996,31.0,2421,TOT,Total After Trade,27.0,NBA,PF,65.0,1313.0,10.6,0.55,0.0,0.44,6.6,15.4,11.2,5.0,1.7,1.0,17.0,16.2,0.5,2.0,2.5,0.09,-3.9,0.6,-3.2,-0.4
1996,27.0,2421,SAS,San Antonio Spurs,27.0,NBA,PF,32.0,643.0,8.6,0.51,0.01,0.53,6.3,14.7,10.7,3.2,2.0,1.1,19.5,17.6,-0.4,1.0,0.6,0.05,-5.3,0.8,-4.6,-0.4
1996,20.0,2421,NYK,New York Knicks,27.0,NBA,PF,33.0,670.0,12.6,0.59,0.0,0.34,6.9,16.2,11.7,6.7,1.4,0.8,14.0,14.9,0.9,1.0,1.8,0.13,-2.4,0.5,-1.9,0.0
1998,,2421,CHH,None,29.0,NBA,PF,79.0,1109.0,11.3,0.52,0.02,0.38,7.9,14.9,11.4,7.4,1.7,1.3,14.9,18.2,0.6,1.1,1.8,0.08,-3.0,-0.4,-3.3,-0.4
1999,31.0,2421,TOT,Total After Trade,30.0,NBA,PF,41.0,1029.0,13.7,0.55,0.0,0.5,5.3,18.4,12.1,7.9,1.9,0.7,13.1,17.5,1.4,1.1,2.5,0.12,-1.2,0.3,-0.9,0.3
1999,,2421,CHH,None,30.0,NBA,PF,16.0,556.0,17.6,0.59,0.0,0.5,4.7,18.7,12.0,8.5,2.1,1.3,12.0,20.0,1.2,0.7,1.9,0.16,0.5,1.0,1.6,0.5
1999,14.0,2421,LAL,Los Angeles Lakers,30.0,NBA,PF,25.0,473.0,9.0,0.48,0.01,0.49,6.0,18.1,12.2,7.2,1.7,0.0,14.9,14.7,0.2,0.4,0.6,0.06,-3.3,-0.6,-3.8,-0.2
2001,6.0,2421,CLE,Cleveland Cavaliers,32.0,NBA,PF,6.0,39.0,15.7,0.59,0.0,1.6,14.9,8.9,11.9,3.8,2.7,1.9,10.5,11.0,0.1,0.0,0.1,0.17,1.1,0.4,1.5,0.0
