PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rajon Rondo,25,19,19,810,6.3,13.4,0.46799999999999997,0.4,1.3,0.267,5.9,12.0,0.491,1.7,2.5,0.696,1.6,4.1,5.7,10.1,2.0,0.1,3.2,1.8,14.6
Paul Pierce,34,20,20,778,5.6,14.4,0.386,1.2,4.0,0.31,4.3,10.4,0.415,5.1,5.7,0.894,0.6,5.0,5.6,2.9,1.4,0.8,2.6,3.1,17.4
Kevin Garnett,35,20,20,737,7.8,15.6,0.49700000000000005,0.0,0.2,0.25,7.7,15.4,0.5,3.2,3.9,0.813,1.5,8.5,10.1,1.5,1.1,1.4,2.1,2.9,18.8
Ray Allen,36,18,10,616,3.9,9.8,0.395,1.6,5.4,0.304,2.2,4.4,0.507,1.9,2.6,0.711,0.5,3.9,4.3,1.1,1.0,0.1,1.0,2.4,11.2
Brandon Bass,26,20,20,608,4.8,10.4,0.46299999999999997,0.0,0.0,,4.8,10.4,0.46299999999999997,3.5,3.8,0.922,1.5,4.7,6.2,0.9,0.8,0.6,0.9,3.0,13.1
Mickaël Piétrus,29,20,1,393,2.2,6.7,0.32899999999999996,1.1,4.9,0.222,1.1,1.7,0.632,0.8,1.5,0.563,1.1,2.7,3.8,0.2,1.3,0.5,0.8,4.6,6.3
Avery Bradley,21,10,10,248,3.6,9.9,0.368,0.7,3.2,0.22699999999999998,2.9,6.7,0.435,1.7,2.6,0.667,0.4,2.5,2.9,1.2,1.2,0.9,1.5,2.9,9.7
Keyon Dooling,31,20,0,212,3.6,8.2,0.43799999999999994,1.9,4.8,0.39299999999999996,1.7,3.4,0.5,0.3,0.5,0.667,0.3,2.2,2.5,2.4,1.0,0.7,0.5,5.1,9.3
Ryan Hollins,27,17,0,170,2.3,5.5,0.423,0.0,0.0,,2.3,5.5,0.423,0.8,1.9,0.444,3.4,2.3,5.7,1.7,0.0,1.7,1.5,6.1,5.5
Greg Stiemsma,26,19,0,143,3.0,4.5,0.667,0.0,0.0,,3.0,4.5,0.667,1.0,1.5,0.667,2.3,8.1,10.3,1.3,1.0,2.8,1.0,6.5,7.0
Marquis Daniels,31,15,0,92,4.3,7.4,0.579,0.0,0.8,0.0,4.3,6.7,0.647,3.1,3.9,0.8,0.4,3.5,3.9,1.2,0.8,0.4,0.8,5.1,11.7
Sasha Pavlović,28,10,0,40,2.7,8.1,0.33299999999999996,0.9,4.5,0.2,1.8,3.6,0.5,0.0,0.0,,1.8,2.7,4.5,0.9,0.9,0.9,3.6,3.6,6.3
E'Twaun Moore,22,9,0,21,3.4,13.7,0.25,0.0,3.4,0.0,3.4,10.3,0.33299999999999996,1.7,3.4,0.5,0.0,5.1,5.1,5.1,0.0,1.7,1.7,3.4,8.6
Sean Williams,25,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0
