Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1982,21,SEA,Seattle Supersonics,Jack Sikma,26,8,,315,6.5,14.6,0.44,0.0,0.0,,6.5,14.6,0.44,5.7,6.6,0.86,2.4,8.7,11.1,2.7,1.0,0.9,1.8,3.9,18.7
1982,21,SEA,Seattle Supersonics,Gus Williams,28,8,,315,9.4,21.3,0.44,0.2,0.7,0.33,9.1,20.6,0.44,5.0,6.4,0.79,1.4,1.6,3.0,7.4,1.5,0.6,2.1,1.5,24.0
1982,21,SEA,Seattle Supersonics,Lonnie Shelton,26,8,,266,5.4,11.5,0.47,0.0,0.0,,5.4,11.5,0.47,3.0,4.3,0.69,3.2,4.7,8.0,2.2,0.7,0.9,2.7,5.1,13.8
1982,21,SEA,Seattle Supersonics,Bill Hanzlik,24,8,,203,2.8,6.0,0.47,0.0,0.2,0.0,2.8,5.9,0.48,3.5,3.9,0.91,1.8,3.9,5.7,3.5,1.1,0.9,2.3,4.6,9.2
1982,21,SEA,Seattle Supersonics,James Donaldson,24,8,,189,3.4,8.2,0.42,0.0,0.0,,3.4,8.2,0.42,3.4,4.6,0.75,4.8,9.3,14.1,1.3,0.4,1.0,1.9,3.0,10.3
1982,21,SEA,Seattle Supersonics,John Johnson,34,7,,159,3.4,8.6,0.4,0.0,0.0,,3.4,8.6,0.4,1.8,2.5,0.73,1.6,1.6,3.2,7.7,1.4,0.0,2.5,3.8,8.6
1982,21,SEA,Seattle Supersonics,Fred Brown,33,8,,158,9.8,20.3,0.48,0.5,1.1,0.4,9.3,19.1,0.49,1.6,2.3,0.7,1.4,2.1,3.4,4.1,1.1,0.0,2.1,1.1,21.6
1982,21,SEA,Seattle Supersonics,Wally Walker,27,8,,157,4.4,10.3,0.42,0.0,0.0,,4.4,10.3,0.42,0.2,0.9,0.25,2.8,4.6,7.3,3.4,0.9,0.9,1.6,6.0,8.9
1982,21,SEA,Seattle Supersonics,Phil Smith,29,8,,92,4.7,11.7,0.4,0.0,0.4,0.0,4.7,11.3,0.41,0.4,1.2,0.33,1.2,2.0,3.1,2.7,2.0,0.4,1.6,4.3,9.8
1982,21,SEA,Seattle Supersonics,Ray Tolbert,23,4,,31,3.5,5.8,0.6,0.0,0.0,,3.5,5.8,0.6,4.6,9.3,0.5,1.2,4.6,5.8,1.2,4.6,0.0,0.0,8.1,11.6
1982,21,SEA,Seattle Supersonics,Danny Vranes,23,6,,29,1.2,6.2,0.2,0.0,0.0,,1.2,6.2,0.2,1.2,2.5,0.5,1.2,1.2,2.5,0.0,1.2,0.0,2.5,2.5,3.7
1982,21,SEA,Seattle Supersonics,Greg Kelser,24,3,,6,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,24.0,24.0,1.0,6.0,12.0,18.0,6.0,0.0,0.0,12.0,12.0,24.0
