Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,20,NYK,New York Knicks,Bernard King,27,12,,477,12.2,21.3,0.57,0.0,0.1,0.0,12.2,21.2,0.58,7.0,9.3,0.76,2.1,3.5,5.6,2.7,1.1,0.5,2.3,3.6,31.5
1984,20,NYK,New York Knicks,Bill Cartwright,26,12,,398,6.3,11.4,0.56,0.0,0.0,,6.3,11.4,0.56,6.2,7.2,0.86,2.4,6.5,9.0,0.5,0.2,1.3,2.4,4.0,18.9
1984,20,NYK,New York Knicks,Rory Sparrow,25,12,,389,5.0,11.2,0.45,0.2,0.6,0.33,4.8,10.6,0.45,2.2,2.8,0.8,0.9,1.5,2.4,8.0,1.1,0.1,2.8,3.8,12.4
1984,20,NYK,New York Knicks,Truck Robinson,32,12,,362,3.8,7.4,0.51,0.0,0.0,,3.8,7.4,0.51,0.9,1.5,0.6,3.1,6.6,9.6,0.7,0.7,0.9,2.7,4.1,8.5
1984,20,NYK,New York Knicks,Ray Williams,29,11,,310,5.3,15.1,0.35,0.2,1.4,0.17,5.1,13.7,0.37,3.4,4.5,0.74,0.9,3.6,4.5,10.2,2.0,0.1,4.8,4.5,14.3
1984,20,NYK,New York Knicks,Trent Tucker,24,12,,254,6.0,11.9,0.5,0.1,0.7,0.2,5.8,11.2,0.52,0.9,1.4,0.6,0.9,1.7,2.6,3.8,1.6,0.4,1.7,4.5,12.9
1984,20,NYK,New York Knicks,Louis Orr,25,12,,229,4.6,11.0,0.41,0.0,0.0,,4.6,11.0,0.41,2.4,3.0,0.79,3.5,4.4,7.9,0.9,0.6,0.2,1.6,5.0,11.5
1984,20,NYK,New York Knicks,Marvin Webster,31,12,,204,2.5,5.1,0.48,0.0,0.0,,2.5,5.1,0.48,1.6,2.6,0.6,4.2,5.6,9.9,0.5,0.7,3.0,0.4,5.6,6.5
1984,20,NYK,New York Knicks,Darrell Walker,22,12,,195,5.0,13.5,0.37,0.0,0.0,,5.0,13.5,0.37,5.2,8.5,0.61,3.7,2.8,6.5,3.7,4.4,0.4,5.9,5.4,15.1
1984,20,NYK,New York Knicks,Ernie Grunfeld,28,11,,84,4.7,9.9,0.48,0.0,0.0,,4.7,9.9,0.48,1.7,1.7,1.0,0.4,3.4,3.9,2.6,0.9,0.0,1.7,5.1,11.1
1984,20,NYK,New York Knicks,Eric Fernsten,30,2,,3,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
