Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,2,BOS,Boston Celtics,Larry Bird,27,23,,961,8.6,16.4,0.52,0.3,0.6,0.41,8.3,15.7,0.53,6.3,7.1,0.88,2.3,7.1,9.4,5.1,2.0,1.0,3.3,2.7,23.7
1984,2,BOS,Boston Celtics,Robert Parish,30,23,,869,5.8,12.1,0.48,0.0,0.0,,5.8,12.1,0.48,2.7,4.1,0.65,3.1,7.1,10.3,1.1,1.0,1.7,1.9,4.1,14.2
1984,2,BOS,Boston Celtics,Dennis Johnson,29,22,,808,5.7,14.2,0.4,0.1,0.3,0.43,5.6,13.9,0.4,4.6,5.3,0.87,1.3,2.2,3.5,4.3,1.1,0.3,2.4,3.3,16.3
1984,2,BOS,Boston Celtics,Cedric Maxwell,28,23,,752,4.0,8.0,0.5,0.0,0.0,0.0,4.0,7.9,0.51,5.1,6.5,0.78,2.5,3.2,5.7,2.6,1.1,0.3,2.2,3.7,13.1
1984,2,BOS,Boston Celtics,Kevin McHale,26,23,,702,6.3,12.5,0.5,0.0,0.2,0.0,6.3,12.4,0.51,4.8,6.2,0.78,3.2,4.2,7.3,1.4,0.2,1.8,1.9,3.8,17.4
1984,2,BOS,Boston Celtics,Gerald Henderson,28,23,,616,6.7,13.9,0.48,0.2,0.6,0.27,6.5,13.2,0.5,3.2,4.4,0.72,1.3,1.7,3.0,5.7,2.0,0.1,2.4,4.6,16.8
1984,2,BOS,Boston Celtics,Quinn Buckner,29,23,,268,4.3,10.6,0.4,0.0,0.1,0.0,4.3,10.5,0.41,1.6,3.0,0.55,1.6,3.1,4.7,3.8,1.7,0.0,2.4,7.0,10.2
1984,2,BOS,Boston Celtics,Danny Ainge,24,19,,253,5.8,12.8,0.46,0.3,1.3,0.22,5.5,11.5,0.48,1.0,1.4,0.7,0.6,1.7,2.3,5.4,1.3,0.3,1.8,5.1,12.9
1984,2,BOS,Boston Celtics,Scott Wedman,31,17,,226,6.4,15.3,0.42,0.6,1.1,0.57,5.7,14.2,0.4,0.8,1.6,0.5,3.8,3.7,7.5,2.7,1.0,0.0,2.1,3.0,14.2
1984,2,BOS,Boston Celtics,M.L. Carr,33,16,,82,5.7,14.0,0.41,0.9,2.6,0.33,4.8,11.4,0.42,4.4,4.8,0.91,2.2,1.3,3.5,1.8,3.1,0.0,1.3,5.7,16.7
1984,2,BOS,Boston Celtics,Greg Kite,22,11,,38,0.9,7.6,0.12,0.0,0.0,,0.9,7.6,0.12,4.7,5.7,0.83,4.7,3.8,8.5,2.8,0.0,0.9,2.8,8.5,6.6
1984,2,BOS,Boston Celtics,Carlos Clark,23,8,,20,7.2,18.0,0.4,0.0,0.0,,7.2,18.0,0.4,1.8,3.6,0.5,1.8,0.0,1.8,1.8,1.8,3.6,1.8,5.4,16.2
