Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,19,2191,NOH,New Orleans Hornets,Emeka Okafor,"September 28, 1982",28.0,NBA,C,6.0,6.0,188.0,3.8,5.9,0.64,0.0,0.0,,3.8,5.9,0.64,0.8,2.1,0.36,3.3,3.1,6.3,0.0,1.1,1.1,2.3,5.4,8.4
2018,19,2191,NOP,New Orleans Pelicans,Emeka Okafor,"September 28, 1982",35.0,NBA,C,1.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
