Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,5,1493,CHI,Chicago Bulls,James Johnson,"February 20, 1987",22.0,NBA,PF,4.0,0.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,2.0,11.0,0.0
2014,15,1493,MEM,Memphis Grizzlies,James Johnson,"February 20, 1987",26.0,NBA,SF,3.0,0.0,28.0,5.0,15.0,0.33,2.0,5.0,0.4,3.0,10.0,0.3,0.4,7.0,10.0,0.7,4.0,2.0,6.0,0.0,1.0,0.0,0.0,3.0,19.0
2015,28,1493,TOR,Toronto Raptors,James Johnson,"February 20, 1987",27.0,NBA,PF,2.0,0.0,12.0,2.0,6.0,0.33,0.0,0.0,,2.0,6.0,0.33,0.33,0.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0
2016,28,1493,TOR,Toronto Raptors,James Johnson,"February 20, 1987",28.0,NBA,PF,10.0,0.0,98.0,12.0,25.0,0.48,4.0,9.0,0.44,8.0,16.0,0.5,0.56,2.0,3.0,0.67,3.0,12.0,15.0,6.0,3.0,0.0,7.0,13.0,30.0
2018,16,1493,MIA,Miami Heat,James Johnson,"February 20, 1987",30.0,NBA,PF,5.0,5.0,161.0,23.0,42.0,0.55,7.0,13.0,0.54,16.0,29.0,0.55,0.63,9.0,14.0,0.64,3.0,27.0,30.0,24.0,6.0,6.0,10.0,17.0,62.0
