Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,24,PHO,Phoenix Suns,82,19755,42.7,84.7,0.5,7.0,18.3,0.38,35.7,66.5,0.54,21.2,28.5,0.74,11.4,31.9,43.3,24.1,7.5,5.3,16.3,21.4,113.6
2009,10,GSW,Golden State Warriors,82,19880,39.7,86.8,0.46,6.8,18.1,0.37,33.0,68.6,0.48,23.3,29.4,0.79,11.7,30.6,42.4,21.0,7.8,6.5,14.8,22.7,109.5
2009,14,LAL,Los Angeles Lakers,82,19780,42.6,89.8,0.47,7.0,19.5,0.36,35.5,70.3,0.5,20.7,26.9,0.77,13.1,33.3,46.3,24.5,9.2,5.4,14.2,21.8,112.8
2009,20,NYK,New York Knicks,82,19805,39.6,88.9,0.44,10.3,28.6,0.36,29.3,60.2,0.49,18.7,23.8,0.78,11.4,31.9,43.3,21.8,7.6,2.6,14.7,21.0,108.1
2009,12,IND,Indiana Pacers,82,19830,40.4,88.8,0.46,8.2,21.6,0.38,32.2,67.2,0.48,19.1,23.7,0.81,11.6,33.4,45.0,22.3,7.2,5.4,14.9,23.8,108.1
2009,8,DEN,Denver Nuggets,82,19730,39.5,84.0,0.47,7.1,19.1,0.37,32.4,64.9,0.5,24.4,32.1,0.76,11.7,32.4,44.0,23.5,9.2,6.3,16.2,24.2,110.4
2009,29,UTA,Utah Jazz,82,19880,40.7,85.8,0.48,5.1,14.5,0.35,35.7,71.3,0.5,23.5,30.5,0.77,12.2,31.4,43.6,26.2,9.3,4.8,15.7,23.7,110.1
2009,5,CHI,Chicago Bulls,82,19930,40.4,88.6,0.46,6.4,16.7,0.38,34.1,71.9,0.47,21.1,26.6,0.8,12.6,32.1,44.7,22.4,8.0,5.9,15.4,22.1,108.4
2009,7,DAL,Dallas Mavericks,82,19805,41.4,89.7,0.46,7.6,21.6,0.35,33.9,68.1,0.5,20.1,24.5,0.82,12.0,34.4,46.4,23.6,7.8,5.7,13.8,21.2,110.5
2009,22,ORL,Orlando Magic,82,19730,38.6,84.5,0.46,10.8,28.3,0.38,27.8,56.2,0.5,21.2,29.7,0.72,10.8,35.9,46.7,21.0,7.5,5.8,15.0,21.9,109.2
2009,2,BOS,Boston Celtics,82,19880,41.1,84.6,0.49,7.2,18.1,0.4,33.9,66.5,0.51,21.2,27.7,0.76,11.6,34.5,46.1,24.9,8.3,5.2,17.1,25.3,110.5
2009,26,SAC,Sacramento Kings,82,19905,38.3,85.5,0.45,7.5,20.4,0.37,30.8,65.1,0.47,21.5,27.0,0.8,10.7,30.3,41.0,20.7,7.3,4.5,16.2,24.4,105.5
2009,6,CLE,Cleveland Cavaliers,82,19780,41.3,88.3,0.47,9.0,22.8,0.39,32.4,65.4,0.5,20.8,27.5,0.76,12.1,35.2,47.3,22.7,8.1,5.9,14.3,22.7,112.4
2009,25,POR,Portland Trail Blazers,82,19830,42.2,90.7,0.46,8.3,21.7,0.38,33.8,69.0,0.49,21.2,27.8,0.76,14.8,33.0,47.8,23.3,7.7,5.6,14.7,23.3,113.9
2009,17,MIL,Milwaukee Bucks,82,19780,39.4,88.5,0.44,6.7,18.5,0.36,32.7,70.1,0.47,21.1,27.1,0.78,12.8,31.0,43.8,23.6,8.0,4.0,15.1,26.0,106.7
2009,28,TOR,Toronto Raptors,82,19805,40.2,87.9,0.46,6.3,17.0,0.37,33.9,70.9,0.48,20.2,24.5,0.82,10.6,33.1,43.7,24.2,6.9,5.1,14.5,21.0,107.0
2009,11,HOU,Houston Rockets,82,19805,39.8,87.7,0.45,8.3,22.2,0.38,31.4,65.4,0.48,20.6,25.6,0.8,11.6,35.8,47.3,22.3,7.4,4.8,15.6,20.9,108.4
2009,16,MIA,Miami Heat,82,19955,40.6,88.9,0.46,7.8,21.8,0.36,32.8,67.1,0.49,18.9,25.0,0.75,11.1,32.3,43.3,22.4,8.7,6.0,13.7,22.7,107.8
2009,1,ATL,Atlanta Hawks,82,19705,40.2,87.7,0.46,8.1,22.2,0.37,32.1,65.5,0.49,20.9,28.3,0.74,11.8,32.8,44.6,22.5,8.2,5.1,14.2,21.9,109.3
2009,3,NJN,New Jersey Nets,82,19830,39.4,88.0,0.45,8.8,23.4,0.38,30.6,64.6,0.47,20.8,26.7,0.78,11.4,32.5,44.0,22.0,7.5,5.3,14.5,24.7,108.3
2009,18,MIN,Minnesota Timberwolves,82,19805,39.5,89.5,0.44,7.2,20.4,0.35,32.3,69.2,0.47,19.9,25.9,0.77,12.9,32.3,45.2,22.1,6.8,4.3,15.4,23.6,106.1
2009,23,PHI,Philadelphia 76Ers,82,19755,40.5,88.2,0.46,4.6,14.5,0.32,35.9,73.7,0.49,22.3,29.9,0.74,14.0,31.5,45.6,22.2,8.9,5.6,15.6,22.3,107.9
2009,27,SAS,San Antonio Spurs,82,19905,41.5,89.1,0.47,8.5,22.1,0.39,33.0,67.0,0.49,17.0,22.4,0.76,9.9,36.0,45.9,23.7,6.5,4.5,13.1,21.1,108.5
2009,21,OKC,Oklahoma City Thunder,82,19805,38.8,86.9,0.45,4.2,12.3,0.35,34.6,74.7,0.46,21.0,26.8,0.79,12.9,32.3,45.3,21.5,7.9,4.8,17.2,21.4,102.9
2009,30,WAS,Washington Wizards,82,19705,40.1,89.1,0.45,5.3,16.0,0.33,34.8,73.0,0.48,20.0,26.1,0.77,12.8,31.2,44.0,22.0,8.3,4.9,15.3,22.5,105.4
2009,19,NOH,New Orleans Hornets,82,19755,40.3,88.1,0.46,7.7,21.1,0.36,32.6,67.0,0.49,20.5,25.4,0.81,11.1,33.9,45.0,22.3,8.2,4.7,14.2,23.0,108.7
2009,13,LAC,Los Angeles Clippers,82,19880,38.7,87.8,0.44,7.0,19.8,0.35,31.7,68.0,0.47,17.8,24.1,0.74,11.7,31.2,42.8,22.6,7.5,6.3,16.0,21.6,102.3
2009,9,DET,Detroit Pistons,82,19905,41.4,91.2,0.45,5.2,15.0,0.35,36.2,76.2,0.48,19.3,25.7,0.75,13.2,34.0,47.2,23.5,6.9,5.2,13.5,23.8,107.4
2009,15,MEM,Memphis Grizzlies,82,19805,38.5,84.8,0.45,5.4,14.9,0.36,33.2,70.0,0.47,21.1,27.9,0.76,11.4,31.4,42.8,19.1,8.3,5.2,16.8,23.9,103.5
2009,4,CHA,Charlotte Bobcats,82,19930,39.1,85.9,0.46,6.7,18.3,0.37,32.4,67.6,0.48,19.8,26.8,0.74,12.1,32.3,44.3,23.7,7.9,5.4,17.4,23.9,104.7
