Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2016,MIN,Karl-Anthony Towns,1,650.0,650,1.0,ROY
2016,NYK,Kristaps Porzingis,2,363.0,650,0.558,ROY
2016,DEN,Nikola Jokic,3,59.0,650,0.091,ROY
2016,PHO,Devin Booker,4,49.0,650,0.075,ROY
2016,PHI,Jahlil Okafor,5,34.0,650,0.052,ROY
2016,MIA,Justise Winslow,6,7.0,650,0.011,ROY
2016,DEN,Emmanuel Mudiay,7,4.0,650,0.006,ROY
2016,IND,Myles Turner,8,3.0,650,0.005,ROY
2016,LAL,D'Angelo Russell,9,1.0,650,0.002,ROY
