Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,22.0,BOS,NBA,SG,3.0,3.0,124.0,6.4,12.5,0.512,0.0,0.3,0.0,6.4,12.2,0.524,2.0,2.6,0.778,0.6,4.4,4.9,5.5,0.9,0.0,1.7,3.2,14.8
1991,24.0,BOS,NBA,PG,11.0,11.0,316.0,5.4,11.4,0.47,0.1,0.3,0.333,5.2,11.1,0.474,3.0,3.4,0.867,0.9,3.4,4.3,5.8,1.1,0.1,2.8,3.9,13.8
1992,25.0,MIA,NBA,PG,3.0,3.0,85.0,5.9,12.7,0.467,1.3,2.1,0.6,4.7,10.6,0.44,2.1,3.4,0.625,0.8,4.7,5.5,5.1,0.8,0.0,3.0,5.5,15.2
1994,27.0,MIA,NBA,SG,5.0,5.0,112.0,5.1,13.2,0.39,0.0,4.2,0.0,5.1,9.0,0.571,2.3,3.9,0.583,1.0,5.5,6.4,2.9,1.3,0.3,4.2,2.6,12.5
1995,28.0,ORL,NBA,PG,21.0,0.0,355.0,4.9,12.5,0.39,2.2,5.8,0.386,2.6,6.7,0.394,2.0,3.2,0.625,1.7,4.6,6.3,6.7,1.1,0.4,2.6,5.0,14.0
1996,29.0,ORL,NBA,PG,10.0,0.0,217.0,3.0,8.6,0.346,1.3,3.6,0.364,1.7,5.0,0.333,0.5,0.7,0.75,1.0,2.5,3.5,7.6,0.8,0.0,3.2,4.5,7.8
1997,30.0,ORL,NBA,PG,5.0,4.0,82.0,1.3,8.3,0.158,0.9,2.6,0.333,0.4,5.7,0.077,0.9,1.8,0.5,0.4,3.5,4.0,3.5,0.4,0.4,3.5,2.2,4.4
2001,34.0,LAL,NBA,SG,16.0,0.0,290.0,3.4,8.9,0.375,1.2,3.6,0.345,2.1,5.3,0.395,0.7,1.1,0.667,1.2,5.6,6.8,5.3,1.2,0.1,2.0,4.6,8.7
2002,35.0,LAL,NBA,PG,19.0,0.0,238.0,3.2,9.5,0.333,1.4,4.8,0.281,1.8,4.7,0.387,0.6,0.6,1.0,1.4,3.9,5.3,4.5,0.8,0.9,1.2,2.4,8.3
2003,36.0,LAL,NBA,PG,12.0,1.0,215.0,2.5,8.2,0.306,1.0,4.4,0.231,1.5,3.9,0.391,0.3,0.5,0.667,0.2,6.2,6.4,4.0,0.7,0.8,1.5,3.0,6.4
