Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1966,,177,SFW,None,21.0,NBA,SF,80,,37.4,9.3,21.2,0.439,,,,9.3,21.2,0.439,0.439,7.1,8.3,0.862,,,10.6,2.2,,,,3.7,25.7
1967,,177,SFW,None,22.0,NBA,SF,78,,40.7,13.0,28.7,0.451,,,,13.0,28.7,0.451,0.451,9.7,10.9,0.884,,,9.2,3.6,,,,3.3,35.6
1969,,177,OAK,None,24.0,ABA,SF,35,,38.9,11.2,21.9,0.511,0.1,0.3,0.3,11.1,21.6,0.514,0.513,11.5,13.0,0.888,2.3,7.1,9.4,3.9,,,4.0,3.5,34.0
1970,,177,WSA,None,25.0,ABA,SF,52,,35.6,9.9,19.9,0.499,0.2,0.8,0.205,9.8,19.2,0.511,0.503,7.7,8.9,0.864,2.5,4.5,7.0,3.4,,,3.5,3.3,27.7
1971,,177,NYA,None,26.0,ABA,SF,59,,42.4,10.7,22.8,0.469,0.3,1.5,0.221,10.4,21.4,0.486,0.476,7.6,8.6,0.89,1.8,5.0,6.8,5.0,,,3.4,3.5,29.4
1972,,177,NYA,None,27.0,ABA,SF,80,,45.2,11.3,24.6,0.458,0.9,3.0,0.308,10.4,21.7,0.479,0.477,8.0,9.1,0.878,1.9,5.6,7.5,4.1,,,3.3,3.3,31.5
1973,10.0,177,GSW,Golden State Warriors,28.0,NBA,SF,82,,37.5,9.0,19.9,0.452,,,,9.0,19.9,0.452,0.452,4.4,4.8,0.902,,,8.9,4.9,,,,3.0,22.3
1974,10.0,177,GSW,Golden State Warriors,29.0,NBA,SF,80,,36.5,10.0,21.8,0.456,,,,10.0,21.8,0.456,0.456,5.2,5.8,0.899,1.3,5.5,6.8,6.1,2.1,0.5,,3.3,25.1
1975,10.0,177,GSW,Golden State Warriors,30.0,NBA,SF,80,,40.4,12.9,27.7,0.464,,,,12.9,27.7,0.464,0.464,4.9,5.5,0.904,1.2,4.6,5.7,6.2,2.9,0.4,,2.8,30.6
1976,10.0,177,GSW,Golden State Warriors,31.0,NBA,SF,81,,38.5,8.7,20.0,0.435,,,,8.7,20.0,0.435,0.435,3.5,3.8,0.923,0.9,5.2,6.1,6.1,2.5,0.3,,2.7,21.0
1977,10.0,177,GSW,Golden State Warriors,32.0,NBA,SF,79,,36.8,8.6,19.6,0.44,,,,8.6,19.6,0.44,0.44,4.5,5.0,0.916,0.9,4.4,5.3,6.0,2.2,0.7,,2.5,21.8
1978,10.0,177,GSW,Golden State Warriors,33.0,NBA,SF,82,,36.9,9.3,20.6,0.451,,,,9.3,20.6,0.451,0.451,4.6,5.0,0.924,0.9,4.6,5.5,5.4,1.9,0.5,2.7,2.3,23.1
1979,11.0,177,HOU,Houston Rockets,34.0,NBA,SF,80,,32.1,5.8,12.5,0.461,,,,5.8,12.5,0.461,0.461,2.0,2.1,0.947,0.5,3.0,3.5,6.3,1.2,0.5,2.5,2.4,13.5
1980,11.0,177,HOU,Houston Rockets,35.0,NBA,SF,72,,25.2,4.5,10.7,0.422,1.0,3.1,0.33,3.5,7.6,0.458,0.469,2.0,2.1,0.935,0.7,2.5,3.3,3.7,1.1,0.4,2.1,2.5,12.0
