Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,21,SEA,Seattle Supersonics,Gary Payton,29,10,10,428,87,183,0.48,19,50,0.38,68,133,0.51,0.53,47,50,0.94,9,25,34,70,18,1,26,31,240
1998,21,SEA,Seattle Supersonics,Detlef Schrempf,35,10,10,375,64,125,0.51,2,14,0.14,62,111,0.56,0.52,31,38,0.82,18,59,77,39,7,1,22,21,161
1998,21,SEA,Seattle Supersonics,Vin Baker,26,10,10,371,71,134,0.53,0,0,,71,134,0.53,0.53,16,38,0.42,41,53,94,18,18,15,22,38,158
1998,21,SEA,Seattle Supersonics,Hersey Hawkins,31,10,10,337,41,88,0.47,17,43,0.4,24,45,0.53,0.56,35,40,0.88,17,40,57,36,18,1,9,24,134
1998,21,SEA,Seattle Supersonics,Jerome Kersey,35,10,5,213,31,72,0.43,0,3,0.0,31,69,0.45,0.43,16,19,0.84,17,23,40,9,10,10,13,32,78
1998,21,SEA,Seattle Supersonics,Sam Perkins,36,10,1,210,16,42,0.38,10,24,0.42,6,18,0.33,0.5,12,20,0.6,6,26,32,14,3,5,11,22,54
1998,21,SEA,Seattle Supersonics,Dale Ellis,37,10,0,170,20,53,0.38,11,26,0.42,9,27,0.33,0.48,5,6,0.83,4,9,13,6,2,0,2,10,56
1998,21,SEA,Seattle Supersonics,Greg Anthony,30,9,0,118,12,40,0.3,5,19,0.26,7,21,0.33,0.36,3,8,0.38,3,7,10,10,5,1,11,17,32
1998,21,SEA,Seattle Supersonics,Nate McMillan,33,7,0,99,6,18,0.33,2,12,0.17,4,6,0.67,0.39,2,2,1.0,2,14,16,15,3,2,2,17,16
1998,21,SEA,Seattle Supersonics,Jim McIlvaine,25,6,4,59,6,20,0.3,0,1,0.0,6,19,0.32,0.3,1,2,0.5,7,3,10,1,2,6,1,22,13
1998,21,SEA,Seattle Supersonics,David Wingate,34,3,0,13,2,5,0.4,0,0,,2,5,0.4,0.4,4,6,0.67,2,2,4,2,1,0,1,1,8
1998,21,SEA,Seattle Supersonics,Aaron Williams,26,3,0,7,0,3,0.0,0,0,,0,3,0.0,0.0,2,2,1.0,1,0,1,0,0,1,1,0,2
