Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,23.0,DAL,NBA,C,34.0,0.0,202.0,2.7,7.5,0.357,0.0,0.0,,2.7,7.5,0.357,1.2,3.9,0.318,3.4,4.8,8.2,2.3,0.2,2.7,2.1,9.8,6.6
1985,24.0,TOT,NBA,C,66.0,25.0,888.0,4.3,7.9,0.546,0.0,0.0,0.0,4.3,7.8,0.549,1.7,3.5,0.494,3.6,6.5,10.2,0.6,0.5,2.0,2.4,8.0,10.3
1985,24.0,MIL,NBA,C,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,12.0,12.0,1.0,6.0,0.0,6.0,0.0,0.0,6.0,12.0,24.0,12.0
1985,24.0,CLE,NBA,C,65.0,25.0,882.0,4.3,7.9,0.549,0.0,0.0,0.0,4.3,7.8,0.552,1.7,3.5,0.482,3.6,6.6,10.2,0.6,0.5,2.0,2.3,7.9,10.3
1986,25.0,CLE,NBA,C,67.0,26.0,1172.0,3.5,6.4,0.541,0.0,0.0,,3.5,6.4,0.541,1.7,3.2,0.524,3.0,6.9,9.9,0.6,0.8,1.9,2.8,7.2,8.6
1987,26.0,CLE,NBA,C,78.0,13.0,1333.0,5.6,10.4,0.543,0.0,0.1,0.0,5.6,10.3,0.546,2.4,4.7,0.514,3.4,5.8,9.2,1.1,0.6,2.2,2.9,6.2,13.7
1988,27.0,TOT,NBA,C,83.0,41.0,2098.0,5.4,9.8,0.551,0.0,0.0,0.0,5.4,9.8,0.552,2.9,4.9,0.596,2.8,6.1,9.0,1.3,0.8,2.5,3.0,4.5,13.8
1988,27.0,CLE,NBA,C,54.0,12.0,1183.0,5.5,9.6,0.576,0.0,0.0,,5.5,9.6,0.576,2.9,4.7,0.621,2.5,6.0,8.6,1.5,0.8,2.4,2.8,4.8,14.0
1988,27.0,PHO,NBA,C,29.0,29.0,915.0,5.3,10.1,0.521,0.0,0.0,0.0,5.3,10.1,0.523,3.0,5.2,0.568,3.2,6.3,9.5,0.9,0.9,2.7,3.2,4.2,13.5
1989,28.0,PHO,NBA,C,82.0,32.0,2019.0,4.3,6.6,0.653,0.0,0.0,,4.3,6.6,0.653,1.9,3.6,0.535,3.0,6.8,9.8,0.7,0.6,3.3,1.8,4.9,10.6
1990,29.0,PHO,NBA,C,82.0,79.0,2399.0,5.0,8.0,0.625,0.0,0.0,,5.0,8.0,0.625,3.0,4.3,0.691,3.2,7.7,10.9,0.7,0.5,2.8,1.9,4.2,12.9
1991,30.0,PHO,NBA,C,82.0,64.0,1957.0,4.5,7.0,0.647,0.0,0.0,,4.5,7.0,0.647,2.5,3.8,0.655,3.1,7.2,10.4,0.7,0.6,3.0,1.6,4.9,11.6
1992,31.0,PHO,NBA,C,82.0,11.0,1436.0,4.9,7.8,0.632,0.0,0.0,,4.9,7.8,0.632,2.7,4.3,0.637,3.4,6.0,9.3,0.6,0.4,2.0,2.1,6.0,12.6
1993,32.0,PHO,NBA,C,82.0,82.0,1558.0,4.0,6.6,0.614,0.0,0.0,,4.0,6.6,0.614,2.0,3.8,0.518,3.5,7.0,10.6,0.7,0.4,2.4,2.1,5.6,10.1
1994,33.0,PHO,NBA,C,82.0,50.0,1236.0,4.7,8.3,0.566,0.0,0.0,,4.7,8.3,0.566,1.7,3.4,0.5,3.3,5.3,8.6,1.0,0.9,3.2,2.2,6.2,11.1
1995,34.0,DET,NBA,C,67.0,58.0,1543.0,5.1,9.1,0.556,0.0,0.0,,5.1,9.1,0.556,1.5,3.2,0.478,3.7,5.8,9.5,0.4,0.6,2.4,2.0,5.8,11.7
1996,35.0,DET,NBA,C,47.0,21.0,682.0,3.2,6.7,0.484,0.0,0.0,,3.2,6.7,0.484,1.5,2.4,0.622,2.6,4.4,7.0,0.3,0.3,2.0,1.8,7.1,7.9
1997,36.0,CLE,NBA,C,70.0,43.0,959.0,3.8,6.8,0.556,0.0,0.0,,3.8,6.8,0.556,1.0,2.1,0.482,2.6,4.4,7.0,0.7,0.4,2.1,2.0,5.3,8.5
1998,37.0,IND,NBA,C,15.0,1.0,105.0,3.4,7.2,0.476,0.0,0.0,,3.4,7.2,0.476,1.0,2.1,0.5,2.1,3.1,5.1,0.7,0.7,1.4,2.7,5.1,7.9
1999,38.0,ATL,NBA,C,49.0,0.0,499.0,1.6,4.3,0.373,0.0,0.0,,1.6,4.3,0.373,1.2,3.2,0.356,3.5,5.5,9.0,0.9,0.3,1.6,1.2,5.8,4.3
