Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,23,2397,PHI,Philadelphia 76Ers,Shavlik Randolph,"November 24, 1983",22.0,NBA,PF,57.0,1.0,487.0,44.0,97.0,0.45,0.0,0.0,,44.0,97.0,0.45,0.45,43.0,71.0,0.61,55.0,78.0,133.0,19.0,19.0,12.0,21.0,83.0,131.0
2007,23,2397,PHI,Philadelphia 76Ers,Shavlik Randolph,"November 24, 1983",23.0,NBA,PF,13.0,6.0,179.0,23.0,48.0,0.48,0.0,0.0,,23.0,48.0,0.48,0.48,12.0,22.0,0.55,19.0,35.0,54.0,4.0,7.0,10.0,9.0,23.0,58.0
2008,23,2397,PHI,Philadelphia 76Ers,Shavlik Randolph,"November 24, 1983",24.0,NBA,PF,9.0,0.0,27.0,4.0,14.0,0.29,0.0,0.0,,4.0,14.0,0.29,0.29,0.0,0.0,,9.0,2.0,11.0,3.0,1.0,3.0,2.0,5.0,8.0
2009,25,2397,POR,Portland Trail Blazers,Shavlik Randolph,"November 24, 1983",25.0,NBA,PF,10.0,0.0,37.0,8.0,13.0,0.62,1.0,1.0,1.0,7.0,12.0,0.58,0.65,1.0,4.0,0.25,10.0,8.0,18.0,0.0,0.0,1.0,6.0,4.0,18.0
2010,31,2397,TOT,Total After Trade,Shavlik Randolph,"November 24, 1983",26.0,NBA,PF,6.0,0.0,53.0,6.0,18.0,0.33,0.0,0.0,,6.0,18.0,0.33,0.33,2.0,2.0,1.0,7.0,7.0,14.0,1.0,1.0,1.0,3.0,9.0,14.0
2010,16,2397,MIA,Miami Heat,Shavlik Randolph,"November 24, 1983",26.0,NBA,PF,3.0,0.0,47.0,5.0,15.0,0.33,0.0,0.0,,5.0,15.0,0.33,0.33,0.0,0.0,,7.0,6.0,13.0,0.0,1.0,1.0,2.0,9.0,10.0
2010,25,2397,POR,Portland Trail Blazers,Shavlik Randolph,"November 24, 1983",26.0,NBA,PF,3.0,0.0,6.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
2013,2,2397,BOS,Boston Celtics,Shavlik Randolph,"November 24, 1983",29.0,NBA,PF,16.0,0.0,198.0,28.0,48.0,0.58,0.0,0.0,,28.0,48.0,0.58,0.58,11.0,27.0,0.41,28.0,42.0,70.0,4.0,8.0,7.0,10.0,38.0,67.0
2014,24,2397,PHO,Phoenix Suns,Shavlik Randolph,"November 24, 1983",30.0,NBA,PF,14.0,0.0,95.0,7.0,14.0,0.5,0.0,0.0,,7.0,14.0,0.5,0.5,6.0,11.0,0.55,7.0,18.0,25.0,1.0,3.0,1.0,5.0,15.0,20.0
2015,31,2397,TOT,Total After Trade,Shavlik Randolph,"November 24, 1983",31.0,NBA,PF,21.0,0.0,126.0,9.0,35.0,0.26,0.0,5.0,0.0,9.0,30.0,0.3,0.26,6.0,12.0,0.5,16.0,22.0,38.0,4.0,5.0,3.0,3.0,16.0,24.0
2015,24,2397,PHO,Phoenix Suns,Shavlik Randolph,"November 24, 1983",31.0,NBA,PF,16.0,0.0,101.0,6.0,25.0,0.24,0.0,4.0,0.0,6.0,21.0,0.29,0.24,5.0,10.0,0.5,12.0,14.0,26.0,3.0,4.0,2.0,2.0,13.0,17.0
2015,2,2397,BOS,Boston Celtics,Shavlik Randolph,"November 24, 1983",31.0,NBA,PF,5.0,0.0,25.0,3.0,10.0,0.3,0.0,1.0,0.0,3.0,9.0,0.33,0.3,1.0,2.0,0.5,4.0,8.0,12.0,1.0,1.0,1.0,1.0,3.0,7.0
