PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Tim Duncan,25,82,82,3329,12.2,24.1,0.508,0.0,0.2,0.1,12.2,23.9,0.511,9.0,11.2,0.799,4.3,12.4,16.7,4.9,1.0,3.3,4.2,3.5,33.5,,114,96
David Robinson,36,78,78,2303,7.9,15.6,0.507,0.0,0.0,,7.9,15.6,0.507,6.2,9.1,0.6809999999999999,4.4,10.6,15.0,2.2,2.0,3.2,2.4,4.5,22.0,,114,95
Tony Parker,19,77,72,2267,6.3,15.0,0.419,1.4,4.4,0.32299999999999995,4.9,10.6,0.46,2.5,3.8,0.675,0.8,3.9,4.6,7.9,2.1,0.2,3.6,3.9,16.6,,99,103
Steve Smith,32,77,76,2211,7.5,16.4,0.455,2.8,5.9,0.47200000000000003,4.7,10.5,0.445,3.8,4.4,0.878,1.1,3.6,4.7,3.6,1.3,0.4,2.6,3.8,21.6,,113,104
Antonio Daniels,26,82,13,2175,6.6,15.0,0.44,1.4,4.8,0.29100000000000004,5.2,10.2,0.51,3.9,5.1,0.752,0.6,3.8,4.3,5.6,1.2,0.3,1.7,2.5,18.5,,113,104
Malik Rose,27,82,1,1725,9.1,19.6,0.46299999999999997,0.0,0.4,0.083,9.0,19.2,0.47,5.7,7.9,0.72,5.3,9.9,15.2,1.9,2.2,1.3,4.3,6.4,23.9,,100,97
Bruce Bowen,30,59,59,1699,4.9,12.5,0.389,1.8,4.6,0.37799999999999995,3.1,7.8,0.396,1.4,3.0,0.479,1.3,3.8,5.1,2.8,1.9,0.8,2.1,3.6,12.9,,94,102
Terry Porter,38,72,0,1294,5.6,13.2,0.424,2.4,5.9,0.415,3.2,7.4,0.43,2.8,3.4,0.8190000000000001,0.5,6.3,6.8,8.4,1.9,0.7,3.5,3.7,16.4,,108,101
Charles Smith,26,60,22,1141,8.5,20.0,0.425,1.6,6.1,0.267,6.9,13.9,0.495,2.0,3.0,0.6459999999999999,1.6,4.6,6.2,3.7,2.4,2.1,2.8,5.3,20.6,,97,99
Danny Ferry,35,50,2,799,5.1,11.8,0.429,2.9,6.6,0.434,2.2,5.2,0.423,2.3,2.4,0.9440000000000001,1.0,5.0,6.0,3.2,1.1,0.6,1.5,4.7,15.3,,119,103
Cherokee Parks,29,42,1,234,6.8,18.9,0.361,0.0,0.0,,6.8,18.9,0.361,0.7,1.8,0.375,5.5,7.7,13.2,2.3,1.6,1.8,3.2,7.7,14.4,,82,99
Stephen Jackson,23,23,1,227,8.0,21.4,0.374,2.1,8.5,0.25,5.9,12.9,0.455,2.8,4.0,0.706,0.7,5.4,6.1,2.6,3.5,0.7,5.4,6.8,20.9,,80,98
Mark Bryant,36,30,3,206,6.5,14.2,0.455,0.0,0.0,,6.5,14.2,0.455,1.6,2.1,0.75,6.5,4.9,11.4,2.6,1.8,0.5,1.6,9.8,14.5,,111,102
Amal McCaskill,28,27,0,153,7.0,17.1,0.408,0.0,0.0,,7.0,17.1,0.408,4.2,9.1,0.462,5.6,7.0,12.5,1.4,2.1,3.5,4.9,8.0,18.1,,84,97
Jason Hart,23,10,0,92,5.8,11.0,0.526,0.0,1.2,0.0,5.8,9.9,0.588,3.5,3.5,1.0,2.3,5.2,7.5,7.0,4.1,0.6,4.6,9.3,15.1,,106,97
