PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kevin Garnett,25,81,81,3175,11.0,23.4,0.47,0.6,1.9,0.319,10.4,21.5,0.484,6.0,7.5,0.8009999999999999,4.1,12.3,16.4,7.0,1.6,2.1,3.8,3.1,28.6,,111,101
Wally Szczerbiak,24,82,82,3117,10.4,20.4,0.508,1.5,3.2,0.455,8.9,17.2,0.517,3.8,4.6,0.831,2.0,4.6,6.7,4.4,1.1,0.4,3.1,3.2,26.0,,113,108
Chauncey Billups,25,82,54,2355,7.8,18.5,0.423,2.8,7.1,0.39399999999999996,5.0,11.4,0.441,4.7,5.3,0.885,0.8,4.3,5.1,10.1,1.5,0.4,3.1,3.8,23.1,,116,108
Rasho Nesterović,25,82,82,2218,7.7,15.7,0.493,0.0,0.0,0.0,7.7,15.7,0.494,0.9,1.7,0.5489999999999999,4.8,8.0,12.8,1.8,1.1,2.6,2.2,6.3,16.4,,104,104
Anthony Peeler,32,82,0,2060,7.4,17.6,0.42100000000000004,2.9,7.3,0.392,4.6,10.3,0.441,1.3,1.5,0.862,1.0,4.4,5.3,4.6,1.6,0.3,2.0,3.5,19.0,,108,108
Joe Smith,26,72,63,1922,8.2,16.0,0.511,0.1,0.1,0.667,8.1,15.9,0.51,4.7,5.7,0.83,4.2,8.3,12.5,2.3,1.1,1.6,2.4,6.9,21.2,,116,105
Gary Trent,27,64,10,1140,9.0,17.7,0.507,0.0,0.1,0.0,9.0,17.6,0.509,4.3,6.7,0.639,4.8,7.7,12.6,2.8,1.0,1.3,2.7,7.4,22.2,,110,105
Terrell Brandon,31,32,28,962,8.5,20.1,0.425,0.2,1.3,0.174,8.3,18.9,0.442,4.6,4.6,0.988,0.9,4.2,5.1,14.6,2.9,0.3,2.4,2.7,21.9,,117,105
Sam Mitchell,38,74,10,726,7.2,16.6,0.43200000000000005,0.7,2.6,0.28600000000000003,6.4,14.0,0.45799999999999996,2.8,3.6,0.7759999999999999,1.3,4.7,6.0,3.3,0.9,0.3,1.9,5.8,17.8,,103,109
Felipe López,27,67,0,581,5.4,14.2,0.37799999999999995,1.3,3.0,0.424,4.1,11.2,0.366,3.4,5.0,0.6729999999999999,2.6,4.7,7.3,3.6,1.6,0.1,3.3,6.7,15.4,,95,107
Loren Woods,23,60,0,516,3.4,9.9,0.344,0.0,0.2,0.0,3.4,9.7,0.35100000000000003,4.5,6.2,0.733,4.7,7.8,12.5,2.3,1.7,3.5,3.7,6.2,11.3,,91,101
Marc Jackson,27,22,0,326,6.2,16.1,0.384,0.0,0.2,0.0,6.2,15.9,0.38799999999999996,4.2,5.2,0.813,5.0,8.8,13.8,1.1,1.0,0.5,2.9,7.2,16.6,,96,106
William Avery,22,28,0,258,5.3,18.5,0.289,1.2,7.2,0.171,4.1,11.3,0.364,2.7,3.9,0.684,0.8,4.1,4.9,7.4,1.4,0.0,3.9,3.5,14.6,,81,108
Robert Pack,32,16,0,252,5.3,14.3,0.368,0.2,0.8,0.25,5.0,13.5,0.375,2.3,3.2,0.733,1.5,3.4,4.8,10.3,2.7,0.0,4.2,6.7,13.0,,92,106
Dean Garrett,35,29,0,152,4.9,14.0,0.35,0.0,0.0,,4.9,14.0,0.35,0.0,1.0,0.0,4.5,11.9,16.4,1.4,1.7,3.1,2.4,9.1,9.8,,78,99
Maurice Evans,23,10,0,45,10.6,22.4,0.474,0.0,3.5,0.0,10.6,18.9,0.563,3.5,4.7,0.75,3.5,1.2,4.7,4.7,0.0,0.0,2.4,10.6,24.7,,108,113
