PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Paul,23.0,78,78.0,3002,631,1255,0.503,64,176,0.364,567,1079,0.525,0.528,455,524,0.868,69,363,432,861,216,10,231,212,1781
David West,28.0,76,76.0,2982,610,1292,0.47200000000000003,6,25,0.24,604,1267,0.47700000000000004,0.474,367,415,0.884,160,486,646,173,49,68,163,207,1593
Rasual Butler,29.0,82,74.0,2614,348,803,0.433,140,359,0.39,208,444,0.46799999999999997,0.521,86,110,0.782,49,222,271,75,51,61,59,159,922
James Posey,32.0,75,0.0,2140,216,524,0.41200000000000003,116,314,0.369,100,210,0.47600000000000003,0.523,120,146,0.8220000000000001,38,324,362,82,58,21,79,216,668
Peja Stojaković,31.0,61,59.0,2089,287,719,0.39899999999999997,145,384,0.37799999999999995,142,335,0.424,0.5,93,104,0.894,44,220,264,75,52,3,51,101,812
Tyson Chandler,26.0,45,45.0,1445,160,283,0.565,0,0,,160,283,0.565,0.565,77,133,0.579,163,230,393,22,15,56,70,144,397
Hilton Armstrong,24.0,70,29.0,1092,138,246,0.561,0,2,0.0,138,244,0.5660000000000001,0.561,62,98,0.633,81,114,195,29,26,45,80,181,338
Devin Brown,30.0,63,5.0,869,111,313,0.355,28,97,0.289,83,216,0.384,0.39899999999999997,78,100,0.78,31,88,119,54,32,5,54,81,328
Sean Marks,33.0,60,5.0,838,80,165,0.485,2,10,0.2,78,155,0.503,0.491,30,44,0.682,62,125,187,14,7,33,35,121,192
Julian Wright,21.0,54,19.0,772,109,234,0.466,2,21,0.095,107,213,0.502,0.47,17,30,0.5670000000000001,46,106,152,43,35,19,43,49,237
Antonio Daniels,33.0,61,4.0,733,81,191,0.424,17,49,0.34700000000000003,64,142,0.451,0.469,55,67,0.821,5,50,55,130,19,1,49,41,234
Morris Peterson,31.0,43,9.0,515,73,183,0.39899999999999997,33,85,0.38799999999999996,40,98,0.408,0.489,12,19,0.632,13,71,84,16,15,2,15,51,191
Melvin Ely,30.0,31,4.0,373,37,95,0.389,0,0,,37,95,0.389,0.389,23,36,0.639,30,34,64,18,2,9,23,58,97
Ryan Bowen,33.0,21,3.0,219,22,38,0.579,0,0,,22,38,0.579,0.579,3,5,0.6,10,14,24,9,14,5,5,37,47
Mike James,33.0,8,0.0,74,8,25,0.32,3,4,0.75,5,21,0.23800000000000002,0.38,1,2,0.5,1,6,7,8,2,0,3,7,20
Team Totals,,82,,19755,2911,6366,0.457,556,1526,0.364,2355,4840,0.48700000000000004,0.501,1479,1833,0.807,802,2453,3255,1609,593,338,1029,1665,7857
