PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Derrick Rose,20.0,81,80.0,3000,574,1208,0.475,16,72,0.222,558,1136,0.491,0.48200000000000004,197,250,0.7879999999999999,96,221,317,512,66,18,202,125,1361
Ben Gordon,25.0,82,76.0,2999,598,1315,0.455,173,422,0.41,425,893,0.47600000000000003,0.521,330,382,0.8640000000000001,52,231,283,279,71,22,200,184,1699
Tyrus Thomas,22.0,79,61.0,2175,308,683,0.451,3,9,0.33299999999999996,305,674,0.45299999999999996,0.45299999999999996,238,304,0.7829999999999999,148,360,508,77,91,151,129,220,857
Joakim Noah,23.0,80,55.0,1938,207,372,0.556,0,1,0.0,207,371,0.5579999999999999,0.556,123,182,0.6759999999999999,244,362,606,106,49,110,82,238,537
Luol Deng,23.0,49,46.0,1665,265,591,0.44799999999999995,8,20,0.4,257,571,0.45,0.455,152,191,0.7959999999999999,80,215,295,94,60,25,72,85,690
Kirk Hinrich,28.0,51,4.0,1339,183,419,0.43700000000000006,69,169,0.408,114,250,0.456,0.519,68,86,0.7909999999999999,16,107,123,197,66,19,87,126,503
Andrés Nocioni,29.0,53,2.0,1278,186,449,0.414,79,209,0.37799999999999995,107,240,0.446,0.502,100,124,0.8059999999999999,34,188,222,60,26,16,73,176,551
John Salmons,29.0,26,21.0,979,165,349,0.473,49,118,0.415,116,231,0.502,0.5429999999999999,97,115,0.843,16,96,112,53,25,15,43,60,476
Drew Gooden,27.0,31,27.0,918,161,352,0.457,0,3,0.0,161,349,0.461,0.457,84,97,0.866,82,184,266,43,26,14,57,103,406
Larry Hughes,30.0,30,6.0,792,127,308,0.41200000000000003,40,102,0.392,87,206,0.42200000000000004,0.47700000000000004,67,82,0.8170000000000001,6,88,94,59,36,9,36,51,361
Brad Miller,32.0,27,0.0,746,108,226,0.478,3,13,0.231,105,213,0.493,0.485,99,116,0.853,67,134,201,86,22,12,47,88,318
Thabo Sefolosha,24.0,43,14.0,735,79,182,0.434,15,50,0.3,64,132,0.485,0.475,21,25,0.84,26,97,123,65,35,19,37,50,194
Aaron Gray,24.0,56,18.0,715,81,167,0.485,0,1,0.0,81,166,0.488,0.485,34,59,0.5760000000000001,84,136,220,46,14,18,40,135,196
Lindsey Hunter,38.0,28,0.0,266,27,82,0.32899999999999996,16,48,0.33299999999999996,11,34,0.324,0.42700000000000005,3,5,0.6,2,10,12,37,20,1,19,28,73
Tim Thomas,31.0,18,0.0,254,36,90,0.4,19,43,0.442,17,47,0.36200000000000004,0.506,14,20,0.7,8,34,42,12,6,0,10,27,105
Cedric Simmons,23.0,11,0.0,61,11,21,0.524,0,0,,11,21,0.524,0.524,6,14,0.429,4,8,12,2,1,4,0,6,28
Linton Johnson,28.0,8,0.0,42,4,11,0.364,1,2,0.5,3,9,0.33299999999999996,0.409,0,0,,3,5,8,2,1,0,2,6,9
Anthony Roberson,25.0,6,0.0,23,5,17,0.294,2,10,0.2,3,7,0.429,0.353,0,0,,2,5,7,1,0,0,1,0,12
Demetris Nichols,24.0,2,0.0,5,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,0.25,0,0,,0,0,0,1,0,0,0,1,2
Team Totals,,82,,19930,3126,6846,0.457,493,1293,0.381,2633,5553,0.474,0.493,1633,2052,0.7959999999999999,970,2481,3451,1732,615,453,1192,1709,8378
