PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ronnie Brewer,23.0,81,80.0,2605,421,828,0.508,22,85,0.259,399,743,0.537,0.522,247,352,0.7020000000000001,101,199,300,179,138,30,110,128,1111
Deron Williams,24.0,68,68.0,2505,463,984,0.47100000000000003,70,226,0.31,393,758,0.518,0.506,326,384,0.8490000000000001,24,171,195,725,73,20,228,134,1322
Mehmet Okur,29.0,72,72.0,2409,431,888,0.485,90,202,0.446,341,686,0.49700000000000005,0.536,273,334,0.8170000000000001,124,433,557,120,54,53,132,219,1225
Paul Millsap,23.0,76,38.0,2290,400,749,0.534,0,4,0.0,400,745,0.537,0.534,228,326,0.6990000000000001,251,403,654,138,78,73,129,288,1028
Kyle Korver,27.0,78,2.0,1874,245,560,0.43799999999999994,103,267,0.386,142,293,0.485,0.529,112,127,0.882,35,223,258,137,47,30,90,170,705
Andrei Kirilenko,27.0,67,10.0,1831,256,570,0.449,20,73,0.27399999999999997,236,497,0.475,0.467,244,311,0.785,84,235,319,175,83,77,121,127,776
C.J. Miles,21.0,72,72.0,1623,258,562,0.45899999999999996,63,179,0.35200000000000004,195,383,0.509,0.515,78,89,0.8759999999999999,45,122,167,107,46,15,64,187,657
Carlos Boozer,27.0,37,37.0,1197,251,512,0.49,0,0,,251,512,0.49,0.49,97,139,0.698,111,274,385,79,39,7,79,132,599
Brevin Knight,33.0,74,0.0,938,66,189,0.349,0,6,0.0,66,183,0.361,0.349,48,64,0.75,13,75,88,190,68,4,66,98,180
Ronnie Price,25.0,52,17.0,738,77,203,0.379,19,61,0.311,58,142,0.408,0.426,34,45,0.7559999999999999,12,57,69,108,39,5,61,74,207
Matt Harpring,32.0,63,2.0,693,111,241,0.461,0,2,0.0,111,239,0.46399999999999997,0.461,55,72,0.764,47,76,123,28,29,9,29,102,277
Kosta Koufos,19.0,48,7.0,565,94,185,0.508,0,0,,94,185,0.508,0.508,36,51,0.706,50,88,138,20,12,31,26,70,224
Morris Almond,23.0,25,1.0,255,33,81,0.40700000000000003,5,17,0.294,28,64,0.43799999999999994,0.43799999999999994,21,26,0.8079999999999999,9,27,36,7,4,4,16,31,92
Jarron Collins,30.0,26,3.0,201,16,35,0.457,0,0,,16,35,0.457,0.457,8,11,0.727,20,17,37,7,2,1,9,35,40
Kyrylo Fesenko,22.0,21,1.0,156,21,36,0.583,0,0,,21,36,0.583,0.583,7,21,0.33299999999999996,14,23,37,4,7,15,9,35,49
Team Totals,,82,,19880,3143,6623,0.475,392,1122,0.349,2751,5501,0.5,0.504,1814,2352,0.7709999999999999,940,2423,3363,2024,719,374,1210,1830,8492
